"","true","gods","naive","chao","l","N","S","comsize","saddef"
"1",10.0891445358196,10.2247346969678,9.43396226415094,10.3125,-1,100,30,8103,1
"2",13.9829711290178,14.786806478908,12.9877571725448,14.909572844441,0,100,30,8103,1
"3",30,29.2935800793057,20,25.94,1,100,30,8103,1
"4",10.0891445358196,10.0987692787038,9.65717044905842,10.0963977676306,-1,200,30,8103,1
"5",13.9829711290178,14.3226526709196,13.1335998323441,14.1084928088016,0,200,30,8103,1
"6",30,36.1312536939252,23,27.1458333333333,1,200,30,8103,1
"7",10.0891445358196,10.2294245869768,10.2156640181612,10.5405405405405,-1,300,30,8103,1
"8",13.9829711290178,14.4464115736418,13.9558899884252,14.7614592800306,0,300,30,8103,1
"9",30,34.6904606992047,26,31.98,1,300,30,8103,1
"10",10.0891445358196,9.82362811087619,9.30682748864567,9.46438054775817,-1,500,30,8103,1
"11",13.9829711290178,14.1975215795082,13.7439640073013,14.2722388898443,0,500,30,8103,1
"12",30,31.2823760095408,27,39.475,1,500,30,8103,1
"13",16.2511615024945,16.9182586908863,15.4798761609907,18.1318681318681,-1,100,30,8103,2
"14",19.7098625766711,20.4611606227773,18.1694896643462,20.97774794254,0,100,30,8103,2
"15",30,29.0240245739869,23,27.125,1,100,30,8103,2
"16",16.2511615024945,15.7466696464141,14.0944326990839,15.0871872630781,-1,200,30,8103,2
"17",19.7098625766711,18.6036971048149,17.1439269234688,18.3704530485336,0,200,30,8103,2
"18",30,26.1422863719398,23,27.4775,1,200,30,8103,2
"19",16.2511615024945,16.1775275515093,15.2905198776758,16.0580021482277,-1,300,30,8103,2
"20",19.7098625766711,19.8511438404818,18.8923531663129,19.7732958219527,0,300,30,8103,2
"21",30,29.6904756042777,26,26.9966666666667,1,300,30,8103,2
"22",16.2511615024945,15.8975244358468,15.1957208849988,15.6406720160482,-1,500,30,8103,2
"23",19.7098625766711,19.1475519685924,18.6319199033822,19.216777608447,0,500,30,8103,2
"24",30,28.9360953480262,28,30.2455,1,500,30,8103,2
"25",26.2821459750759,26.8756218905473,23.1481481481481,29.8192771084337,-1,100,30,8103,3
"26",28.0107315231011,28.9165926493238,25.9755289307083,30.5817712721797,0,100,30,8103,3
"27",30,31.2756225341942,30,30.99,1,100,30,8103,3
"28",26.2821459750759,25.9051455426078,22.8571428571429,25.6774193548387,-1,200,30,8103,3
