"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.196,0.196,200.209,199.209,200,199,199.96972,200,1,3162
0.4345,0.4345,200.5405,198.5405,200,198,199.96972,200,1,3162
0.3175,0.3175,200.3645,198.3645,200,198,199.96972,200,1,3162
0.384,0.384,201.3155,197.3155,201,197,199.96972,200,1,3162
0.2615,0.2615,200.286,199.286,200,199,199.96972,200,1,3162
0.411,0.411,200.4365,199.4365,200,199,199.96972,200,1,3162
0.109,0.109,200.116,199.116,200,199,199.96972,200,1,3162
0.2435,0.2435,200.265,199.265,200,199,199.96972,200,1,3162
0.3775,0.3775,201.3005,198.3005,201,198,199.96972,200,1,3162
0.255,0.255,200.2905,198.2905,200,198,199.96972,200,1,3162
0.3955,0.3955,202.2535,198.2535,202,198,199.96972,200,1,3162
0.203,0.203,200.215,199.215,200,199,199.96972,200,1,3162
0.083,0.083,200.085,199.085,200,199,199.96972,200,1,3162
0.2525,0.2525,200.278,199.278,200,199,199.96972,200,1,3162
0.1715,0.1715,200.19,199.19,200,199,199.96972,200,1,3162
0.4635,0.4635,200.5275,198.5275,200,198,199.96972,200,1,3162
0.2345,0.2345,200.2555,199.2555,200,199,199.96972,200,1,3162
0.342,0.342,200.41,198.41,200,198,199.96972,200,1,3162
0.479,0.479,200.5525,198.5525,200,198,199.96972,200,1,3162
0.431,0.431,200.5315,198.5315,200,198,199.96972,200,1,3162
0.131,0.131,200.1375,199.1375,200,199,199.96972,200,1,3162
1,1,199.5005,197.5005,199,197,199.96972,199,1,3162
0.1305,0.1305,200.138,199.138,200,199,199.96972,200,1,3162
0.1575,0.1575,200.1675,199.1675,200,199,199.96972,200,1,3162
0.2935,0.2935,200.344,198.344,200,198,199.96972,200,1,3162
0.1885,0.1885,200.205,199.205,200,199,199.96972,200,1,3162
0.1245,0.1245,200.131,199.131,200,199,199.96972,200,1,3162
0.197,0.197,200.205,199.205,200,199,199.96972,200,1,3162
0.168,0.168,200.182,199.182,200,199,199.96972,200,1,3162
0.204,0.204,200.216,199.216,200,199,199.96972,200,1,3162
0.1505,0.1505,200.1625,199.1625,200,199,199.96972,200,1,3162
0.1905,0.1905,200.202,199.202,200,199,199.96972,200,1,3162
0.117,0.117,200.1255,199.1255,200,199,199.96972,200,1,3162
0.139,0.139,200.1455,199.1455,200,199,199.96972,200,1,3162
1,1,199.233,198.233,199,198,199.96972,199,1,3162
0.153,0.153,200.158,199.158,200,199,199.96972,200,1,3162
0.179,0.179,200.197,199.197,200,199,199.96972,200,1,3162
0.2245,0.2245,200.239,199.239,200,199,199.96972,200,1,3162
0.2445,0.2445,200.27,198.27,200,198,199.96972,200,1,3162
0.5235,0.5235,200.6475,198.6475,200,198,199.96972,200,1,3162
0.3695,0.3695,200.4405,198.4405,200,198,199.96972,200,1,3162
0.2235,0.2235,200.253,198.253,200,198,199.96972,200,1,3162
0.1575,0.1575,200.169,199.169,200,199,199.96972,200,1,3162
0.178,0.178,200.196,199.196,200,199,199.96972,200,1,3162
0.0945,0.0945,200.099,199.099,200,199,199.96972,200,1,3162
0.312,0.312,200.355,198.355,200,198,199.96972,200,1,3162
1,1,199.334,197.334,199,197,199.96972,199,1,3162
0.342,0.342,200.396,198.396,200,198,199.96972,200,1,3162
0.113,0.113,200.1195,199.1195,200,199,199.96972,200,1,3162
0.2415,0.2415,200.2645,199.2645,200,199,199.96972,200,1,3162
0.1105,0.1105,200.114,199.114,200,199,199.96972,200,1,3162
0.2775,0.2775,200.3055,198.3055,200,198,199.96972,200,1,3162
0.236,0.236,200.252,199.252,200,199,199.96972,200,1,3162
0.2565,0.2565,200.278,199.278,200,199,199.96972,200,1,3162
0.2705,0.2705,200.3045,198.3045,200,198,199.96972,200,1,3162
0.332,0.332,200.393,198.393,200,198,199.96972,200,1,3162
0.264,0.264,200.2865,199.2865,200,199,199.96972,200,1,3162
0.37,0.37,200.431,198.431,200,198,199.96972,200,1,3162
0.1865,0.1865,200.207,199.207,200,199,199.96972,200,1,3162
0.126,0.126,200.1355,199.1355,200,199,199.96972,200,1,3162
0.342,0.342,201.1985,198.1985,201,198,199.96972,200,1,3162
0.267,0.267,200.293,199.293,200,199,199.96972,200,1,3162
0.2015,0.2015,200.211,199.211,200,199,199.96972,200,1,3162
0.234,0.234,200.264,198.264,200,198,199.96972,200,1,3162
0.199,0.199,200.222,199.222,200,199,199.96972,200,1,3162
0.3155,0.3155,201.136,198.136,201,198,199.96972,200,1,3162
0.3775,0.3775,200.46,198.46,200,198,199.96972,200,1,3162
0.3145,0.3145,200.3555,198.3555,200,198,199.96972,200,1,3162
0.2345,0.2345,200.258,199.258,200,199,199.96972,200,1,3162
0.1765,0.1765,200.187,199.187,200,199,199.96972,200,1,3162
0.4535,0.4535,200.505,198.505,200,198,199.96972,200,1,3162
0.2655,0.2655,200.2975,198.2975,200,198,199.96972,200,1,3162
0.229,0.229,200.251,199.251,200,199,199.96972,200,1,3162
0.1255,0.1255,200.129,199.129,200,199,199.96972,200,1,3162
0.1465,0.1465,200.157,199.157,200,199,199.96972,200,1,3162
0.192,0.192,200.209,199.209,200,199,199.96972,200,1,3162
0.0935,0.0935,200.099,199.099,200,199,199.96972,200,1,3162
0.5015,0.5015,200.6255,198.6255,200,198,199.96972,200,1,3162
0.1145,0.1145,200.1215,199.1215,200,199,199.96972,200,1,3162
0.311,0.311,200.361,198.361,200,198,199.96972,200,1,3162
0.237,0.237,200.256,199.256,200,199,199.96972,200,1,3162
0.1805,0.1805,200.192,199.192,200,199,199.96972,200,1,3162
0.3595,0.3595,200.423,198.423,200,198,199.96972,200,1,3162
0.2695,0.2695,200.3035,198.3035,200,198,199.96972,200,1,3162
0.2345,0.2345,200.2545,199.2545,200,199,199.96972,200,1,3162
0.212,0.212,200.2325,199.2325,200,199,199.96972,200,1,3162
0.2405,0.2405,200.26,199.26,200,199,199.96972,200,1,3162
0.122,0.122,200.1275,199.1275,200,199,199.96972,200,1,3162
0.305,0.305,200.354,198.354,200,198,199.96972,200,1,3162
0.4765,0.4765,200.561,198.561,200,198,199.96972,200,1,3162
0.2475,0.2475,200.275,199.275,200,199,199.96972,200,1,3162
0.132,0.132,200.1405,199.1405,200,199,199.96972,200,1,3162
0.266,0.266,200.299,198.299,200,198,199.96972,200,1,3162
0.1385,0.1385,200.15,199.15,200,199,199.96972,200,1,3162
0.4535,0.4535,200.563,198.563,200,198,199.96972,200,1,3162
0.285,0.285,200.3245,198.3245,200,198,199.96972,200,1,3162
0.267,0.267,200.299,198.299,200,198,199.96972,200,1,3162
0.0995,0.0995,200.107,199.107,200,199,199.96972,200,1,3162
0.1335,0.1335,200.141,199.141,200,199,199.96972,200,1,3162
0.07,0.07,200.0735,199.0735,200,199,199.96972,200,1,3162
0.0965,0.0965,200.1005,199.1005,200,199,199.96972,200,1,3162
0.2765,0.2765,200.316,198.316,200,198,199.96972,200,1,3162
0.3,0.3,200.353,198.353,200,198,199.96972,200,1,3162
0.2405,0.2405,200.267,198.267,200,198,199.96972,200,1,3162
0.2385,0.2385,200.274,198.274,200,198,199.96972,200,1,3162
0.454,0.454,200.587,198.587,200,198,199.96972,200,1,3162
0.1435,0.1435,200.1485,199.1485,200,199,199.96972,200,1,3162
0.1025,0.1025,200.11,199.11,200,199,199.96972,200,1,3162
0.105,0.105,200.1095,199.1095,200,199,199.96972,200,1,3162
0.2765,0.2765,200.313,198.313,200,198,199.96972,200,1,3162
0.1485,0.1485,200.1565,199.1565,200,199,199.96972,200,1,3162
0.386,0.386,200.4575,198.4575,200,198,199.96972,200,1,3162
0.0675,0.0675,200.071,199.071,200,199,199.96972,200,1,3162
0.2145,0.2145,200.2265,199.2265,200,199,199.96972,200,1,3162
0.224,0.224,200.251,198.251,200,198,199.96972,200,1,3162
0.4405,0.4405,200.546,198.546,200,198,199.96972,200,1,3162
0.239,0.239,200.2655,198.2655,200,198,199.96972,200,1,3162
0.218,0.218,200.235,199.235,200,199,199.96972,200,1,3162
0.1915,0.1915,200.2,199.2,200,199,199.96972,200,1,3162
1,1,199.422,197.422,199,197,199.96972,199,1,3162
0.239,0.239,200.2655,198.2655,200,198,199.96972,200,1,3162
0.426,0.426,200.539,198.539,200,198,199.96972,200,1,3162
0.11,0.11,200.1135,199.1135,200,199,199.96972,200,1,3162
0.228,0.228,200.246,199.246,200,199,199.96972,200,1,3162
0.256,0.256,200.283,198.283,200,198,199.96972,200,1,3162
0.1545,0.1545,200.162,199.162,200,199,199.96972,200,1,3162
0.3485,0.3485,200.4095,198.4095,200,198,199.96972,200,1,3162
0.332,0.332,200.388,198.388,200,198,199.96972,200,1,3162
0.4,0.4,200.485,198.485,200,198,199.96972,200,1,3162
0.3025,0.3025,200.355,198.355,200,198,199.96972,200,1,3162
0.202,0.202,200.2265,199.2265,200,199,199.96972,200,1,3162
0.2645,0.2645,200.3025,198.3025,200,198,199.96972,200,1,3162
0.263,0.263,200.2855,199.2855,200,199,199.96972,200,1,3162
0.1655,0.1655,200.178,199.178,200,199,199.96972,200,1,3162
0.192,0.192,200.2175,199.2175,200,199,199.96972,200,1,3162
0.3615,0.3615,201.249,198.249,201,198,199.96972,200,1,3162
0.135,0.135,200.142,199.142,200,199,199.96972,200,1,3162
0.3425,0.3425,201.2,198.2,201,198,199.96972,200,1,3162
0.29,0.29,200.3305,198.3305,200,198,199.96972,200,1,3162
