"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.526,0.526,34.613,22.613,35,23,27.7353,28,1,178
0.593,0.593,29.9615,22.9615,28,21,27.7353,27,1,178
0.032,0.032,39.2895,27.2895,38,26,27.7353,33,1,178
0.1915,0.1915,36.018,25.018,36,25,27.7353,30,1,178
0.7095,0.7095,30.5075,23.5075,28,21,27.7353,27,1,178
0.631,0.631,32.4,21.4,32,21,27.7353,27,1,178
0.19,0.19,34.484,25.484,33,24,27.7353,30,1,178
0.5055,0.5055,31.5875,24.5875,29,22,27.7353,28,1,178
0.146,0.146,34.8385,24.8385,34,24,27.7353,30,1,178
0.9985,0.9985,26.4285,19.4285,26,19,27.7353,23,1,178
0.4355,0.4355,31.206,24.206,29,22,27.7353,28,1,178
0.2075,0.2075,32.8905,24.8905,30,22,27.7353,29,1,178
0.028,0.028,36.317,27.317,34,25,27.7353,32,1,178
0.3755,0.3755,31.8555,23.8555,30,22,27.7353,28,1,178
0.541,0.541,31.78,22.78,31,22,27.7353,27,1,178
0.4695,0.4695,31.389,24.389,29,22,27.7353,28,1,178
0.254,0.254,36.3485,24.3485,35,23,27.7353,30,1,178
0.1655,0.1655,31.825,25.825,30,24,27.7353,29,1,178
0.702,0.702,30.6095,22.6095,29,21,27.7353,27,1,178
0.7945,0.7945,29.6105,24.6105,28,23,27.7353,27,1,178
1,1,24.6725,18.6725,24,18,27.7353,22,1,178
0.112,0.112,36.2705,26.2705,34,24,27.7353,31,1,178
0.8605,0.8605,29.2615,23.2615,28,22,27.7353,26,1,178
0.3415,0.3415,35.1975,23.1975,36,24,27.7353,29,1,178
0.2025,0.2025,35.2175,25.2175,34,24,27.7353,30,1,178
0.0645,0.0645,34.5525,27.5525,32,25,27.7353,31,1,178
0.3665,0.3665,31.8375,23.8375,30,22,27.7353,28,1,178
0.034,0.034,34.7595,26.7595,32,24,27.7353,31,1,178
0.203,0.203,32.7525,24.7525,31,23,27.7353,29,1,178
0.6245,0.6245,33.357,21.357,34,22,27.7353,27,1,178
0.915,0.915,28.8255,21.8255,27,20,27.7353,25,1,178
0.4615,0.4615,31.365,24.365,29,22,27.7353,28,1,178
0.341,0.341,33.566,24.566,32,23,27.7353,29,1,178
0.813,0.813,30.858,19.858,31,20,27.7353,25,1,178
0.295,0.295,36.632,24.632,37,25,27.7353,30,1,178
0.5405,0.5405,31.673,23.673,30,22,27.7353,28,1,178
1,1,26.8005,20.8005,25,19,27.7353,24,1,178
0.185,0.185,34.3655,25.3655,33,24,27.7353,30,1,178
0.317,0.317,33.4035,24.4035,32,23,27.7353,29,1,178
0.4765,0.4765,31.4645,24.4645,29,22,27.7353,28,1,178
0.1445,0.1445,34.247,26.247,33,25,27.7353,30,1,178
0.318,0.318,32.6055,25.6055,30,23,27.7353,29,1,178
0.3815,0.3815,31.8215,23.8215,31,23,27.7353,28,1,178
0.9335,0.9335,28.7235,22.7235,27,21,27.7353,26,1,178
0.3135,0.3135,34.1815,23.1815,34,23,27.7353,29,1,178
0.7795,0.7795,31.441,21.441,31,21,27.7353,26,1,178
0.2005,0.2005,35.3105,25.3105,33,23,27.7353,30,1,178
0.992,0.992,27.5325,22.5325,26,21,27.7353,25,1,178
0.5645,0.5645,29.8395,23.8395,28,22,27.7353,27,1,178
0.3665,0.3665,31.788,23.788,31,23,27.7353,28,1,178
0.6625,0.6625,32.5395,22.5395,32,22,27.7353,27,1,178
0.4805,0.4805,32.4455,23.4455,31,22,27.7353,28,1,178
0.31,0.31,32.4825,25.4825,31,24,27.7353,29,1,178
0.0995,0.0995,33.307,26.307,30,23,27.7353,30,1,178
0.9985,0.9985,26.7255,20.7255,25,19,27.7353,24,1,178
0.038,0.038,37.1835,27.1835,35,25,27.7353,32,1,178
0.7435,0.7435,31.3315,20.3315,31,20,27.7353,26,1,178
0.981,0.981,27.701,21.701,26,20,27.7353,25,1,178
0.7915,0.7915,31.676,20.676,31,20,27.7353,26,1,178
