"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.7165,0.7165,25.458,18.458,24,17,23.0318,22,1,100
1,1,21.639,16.639,20,15,23.0318,19,1,100
0.9505,0.9505,23.563,18.563,22,17,23.0318,21,1,100
0.809,0.809,25.319,17.319,24,16,23.0318,21,1,100
0.9325,0.9325,23.7685,17.7685,22,16,23.0318,21,1,100
0.417,0.417,26.179,19.179,24,17,23.0318,23,1,100
0.302,0.302,28.421,19.421,27,18,23.0318,24,1,100
0.3045,0.3045,28.473,20.473,26,18,23.0318,24,1,100
0.737,0.737,25.7965,17.7965,24,16,23.0318,22,1,100
0.9365,0.9365,23.0805,16.0805,22,15,23.0318,20,1,100
0.1695,0.1695,30.986,20.986,30,20,23.0318,26,1,100
0.9875,0.9875,22.9565,16.9565,21,15,23.0318,20,1,100
0.972,0.972,23.6275,14.6275,23,14,23.0318,19,1,100
0.3225,0.3225,28.4725,19.4725,27,18,23.0318,24,1,100
0.5865,0.5865,25.9265,18.9265,24,17,23.0318,23,1,100
0.0965,0.0965,30.607,21.607,28,19,23.0318,26,1,100
0.063,0.063,30.0485,22.0485,28,20,23.0318,26,1,100
0.1405,0.1405,31.5165,20.5165,32,21,23.0318,26,1,100
0.152,0.152,29.386,20.386,27,18,23.0318,25,1,100
0.5225,0.5225,26.5995,19.5995,24,17,23.0318,23,1,100
0.0955,0.0955,31.162,21.162,30,20,23.0318,26,1,100
0.321,0.321,28.4775,19.4775,27,18,23.0318,24,1,100
0.17,0.17,29.3615,21.3615,28,20,23.0318,25,1,100
0.624,0.624,26.1315,18.1315,25,17,23.0318,22,1,100
0.4095,0.4095,29.7915,18.7915,30,19,23.0318,24,1,100
0.9285,0.9285,23.1075,16.1075,22,15,23.0318,20,1,100
0.384,0.384,27.8665,19.8665,26,18,23.0318,24,1,100
0.9275,0.9275,23.6035,15.6035,23,15,23.0318,20,1,100
0.0875,0.0875,29.6865,21.6865,28,20,23.0318,26,1,100
0.799,0.799,25.0125,19.0125,23,17,23.0318,22,1,100
0.7595,0.7595,25.9185,17.9185,25,17,23.0318,22,1,100
0.7815,0.7815,24.723,18.723,23,17,23.0318,22,1,100
0.3595,0.3595,29.4505,18.4505,30,19,23.0318,24,1,100
0.3645,0.3645,27.803,19.803,27,19,23.0318,24,1,100
0.072,0.072,30.472,21.472,28,19,23.0318,26,1,100
0.056,0.056,30.9525,22.9525,28,20,23.0318,27,1,100
0.5315,0.5315,26.639,19.639,25,18,23.0318,23,1,100
0.944,0.944,23.681,17.681,22,16,23.0318,21,1,100
0.9195,0.9195,23.7375,17.7375,23,17,23.0318,21,1,100
0.129,0.129,30.9005,20.9005,30,20,23.0318,26,1,100
0.516,0.516,27.5655,17.5655,27,17,23.0318,23,1,100
0.0985,0.0985,29.843,21.843,27,19,23.0318,26,1,100
0.9955,0.9955,22.7385,16.7385,21,15,23.0318,20,1,100
0.487,0.487,26.4675,19.4675,24,17,23.0318,23,1,100
0.104,0.104,30.6375,21.6375,28,19,23.0318,26,1,100
0.421,0.421,29.017,20.017,28,19,23.0318,24,1,100
0.8325,0.8325,24.467,17.467,24,17,23.0318,21,1,100
0.666,0.666,25.3095,18.3095,24,17,23.0318,22,1,100
0.2395,0.2395,30.4525,19.4525,30,19,23.0318,25,1,100
0.469,0.469,26.374,19.374,25,18,23.0318,23,1,100
0.5005,0.5005,26.561,18.561,25,17,23.0318,23,1,100
0.6075,0.6075,25.0365,18.0365,23,16,23.0318,22,1,100
0.45,0.45,28.132,18.132,27,17,23.0318,23,1,100
0.9,0.9,23.39,17.39,21,15,23.0318,21,1,100
0.9925,0.9925,22.613,17.613,21,16,23.0318,20,1,100
0.998,0.998,21.909,15.909,21,15,23.0318,19,1,100
0.3365,0.3365,27.748,19.748,25,17,23.0318,24,1,100
0.1095,0.1095,32.8825,21.8825,33,22,23.0318,27,1,100
0.68,0.68,27.8055,16.8055,28,17,23.0318,22,1,100
1,1,19.8095,15.8095,18,14,23.0318,18,1,100
0.4835,0.4835,27.379,18.379,27,18,23.0318,23,1,100
0.779,0.779,24.8135,18.8135,23,17,23.0318,22,1,100
0.6365,0.6365,25.0695,19.0695,23,17,23.0318,22,1,100
1,1,21.2135,16.2135,20,15,23.0318,19,1,100
0.5945,0.5945,25.9745,19.9745,24,18,23.0318,23,1,100
0.6535,0.6535,27.392,17.392,27,17,23.0318,22,1,100
0.2915,0.2915,27.534,20.534,25,18,23.0318,24,1,100
0.59,0.59,27.973,18.973,27,18,23.0318,23,1,100
0.6745,0.6745,25.352,18.352,24,17,23.0318,22,1,100
0.924,0.924,23.6815,17.6815,22,16,23.0318,21,1,100
0.985,0.985,22.8605,16.8605,22,16,23.0318,20,1,100
0.0345,0.0345,32.984,22.984,31,21,23.0318,28,1,100
0.2515,0.2515,29.951,20.951,29,20,23.0318,25,1,100
0.552,0.552,28.7695,17.7695,29,18,23.0318,23,1,100
0.498,0.498,26.441,19.441,24,17,23.0318,23,1,100
0.809,0.809,25.517,16.517,26,17,23.0318,21,1,100
0.74,0.74,25.615,18.615,23,16,23.0318,22,1,100
0.117,0.117,30.7465,21.7465,30,21,23.0318,26,1,100
0.909,0.909,24.986,14.986,25,15,23.0318,20,1,100
0.1505,0.1505,29.2455,21.2455,27,19,23.0318,25,1,100
0.2555,0.2555,31.4005,19.4005,32,20,23.0318,25,1,100
0.9985,0.9985,21.953,15.953,21,15,23.0318,19,1,100
0.297,0.297,27.4975,20.4975,26,19,23.0318,24,1,100
0.5115,0.5115,26.5775,18.5775,24,16,23.0318,23,1,100
0.727,0.727,25.4945,18.4945,23,16,23.0318,22,1,100
0.068,0.068,32.62,21.62,31,20,23.0318,27,1,100
0.7615,0.7615,25.8615,17.8615,23,15,23.0318,22,1,100
0.4315,0.4315,29.802,18.802,29,18,23.0318,24,1,100
0.6855,0.6855,26.454,18.454,26,18,23.0318,22,1,100
0.2855,0.2855,27.4835,20.4835,25,18,23.0318,24,1,100
0.048,0.048,30.87,22.87,28,20,23.0318,27,1,100
0.474,0.474,26.4165,19.4165,24,17,23.0318,23,1,100
1,1,21.7275,16.7275,20,15,23.0318,19,1,100
0.76,0.76,25.911,17.911,25,17,23.0318,22,1,100
0.9675,0.9675,23.489,16.489,22,15,23.0318,20,1,100
0.9405,0.9405,23.168,16.168,22,15,23.0318,20,1,100
0.5235,0.5235,28.573,18.573,29,19,23.0318,23,1,100
0.062,0.062,29.385,22.385,27,20,23.0318,26,1,100
0.36,0.36,28.654,19.654,27,18,23.0318,24,1,100
0.929,0.929,23.801,17.801,22,16,23.0318,21,1,100
0.3205,0.3205,27.5845,19.5845,25,17,23.0318,24,1,100
0.9255,0.9255,24.8415,15.8415,25,16,23.0318,20,1,100
0.1795,0.1795,30.103,20.103,29,19,23.0318,25,1,100
0.924,0.924,23.047,16.047,22,15,23.0318,20,1,100
0.791,0.791,24.768,18.768,23,17,23.0318,22,1,100
0.9135,0.9135,23.682,17.682,22,16,23.0318,21,1,100
0.49,0.49,27.3665,18.3665,27,18,23.0318,23,1,100
0.3775,0.3775,27.8345,19.8345,27,19,23.0318,24,1,100
0.013,0.013,32.605,23.605,30,21,23.0318,28,1,100
0.5975,0.5975,25.994,18.994,24,17,23.0318,23,1,100
0.385,0.385,26.1535,20.1535,24,18,23.0318,23,1,100
0.0955,0.0955,30.3835,21.3835,29,20,23.0318,26,1,100
0.2005,0.2005,30.1855,20.1855,29,19,23.0318,25,1,100
0.685,0.685,27.898,16.898,28,17,23.0318,22,1,100
0.3815,0.3815,27.0045,21.0045,25,19,23.0318,24,1,100
0.6875,0.6875,27.7745,16.7745,28,17,23.0318,22,1,100
0.549,0.549,27.7075,18.7075,28,19,23.0318,23,1,100
0.9935,0.9935,22.2075,14.2075,21,13,23.0318,18,1,100
0.8505,0.8505,24.2025,17.2025,23,16,23.0318,21,1,100
0.175,0.175,31.7035,19.7035,31,19,23.0318,26,1,100
0.593,0.593,26.934,18.934,25,17,23.0318,23,1,100
0.99,0.99,22.5465,17.5465,21,16,23.0318,20,1,100
0.899,0.899,25.0125,17.0125,24,16,23.0318,21,1,100
0.2895,0.2895,29.0565,19.0565,28,18,23.0318,24,1,100
0.081,0.081,32.7585,21.7585,32,21,23.0318,27,1,100
0.117,0.117,30.599,21.599,29,20,23.0318,26,1,100
0.0245,0.0245,34.5675,23.5675,33,22,23.0318,29,1,100
0.047,0.047,31.604,22.604,31,22,23.0318,27,1,100
0.4835,0.4835,27.3785,18.3785,27,18,23.0318,23,1,100
0.226,0.226,29.701,20.701,29,20,23.0318,25,1,100
0.019,0.019,34.01,24.01,32,22,23.0318,29,1,100
0.0745,0.0745,29.429,21.429,27,19,23.0318,26,1,100
0.7155,0.7155,25.6515,18.6515,24,17,23.0318,22,1,100
0.154,0.154,30.856,20.856,30,20,23.0318,26,1,100
0.413,0.413,28.885,19.885,28,19,23.0318,24,1,100
0.983,0.983,22.8685,16.8685,21,15,23.0318,20,1,100
0.9965,0.9965,22.9355,16.9355,22,16,23.0318,20,1,100
0.4875,0.4875,27.415,18.415,26,17,23.0318,23,1,100
0.291,0.291,28.2625,19.2625,26,17,23.0318,24,1,100
0.3275,0.3275,27.733,19.733,25,17,23.0318,24,1,100
0.506,0.506,26.557,19.557,24,17,23.0318,23,1,100
0.332,0.332,28.555,19.555,27,18,23.0318,24,1,100
0.637,0.637,27.3635,17.3635,27,17,23.0318,22,1,100
0.2545,0.2545,27.455,20.455,25,18,23.0318,24,1,100
0.5665,0.5665,26.8025,18.8025,26,18,23.0318,23,1,100
0.563,0.563,25.7955,19.7955,24,18,23.0318,23,1,100
0.977,0.977,22.927,14.927,23,15,23.0318,19,1,100
0.25,0.25,29.903,19.903,29,19,23.0318,25,1,100
0.2345,0.2345,27.355,20.355,25,18,23.0318,24,1,100
0.6075,0.6075,26.016,20.016,24,18,23.0318,23,1,100
0.8085,0.8085,24.108,17.108,23,16,23.0318,21,1,100
0.178,0.178,30.067,20.067,30,20,23.0318,25,1,100
0.146,0.146,30.8865,20.8865,30,20,23.0318,26,1,100
0.635,0.635,26.28,17.28,25,16,23.0318,22,1,100
0.5915,0.5915,26.967,18.967,26,18,23.0318,23,1,100
0.117,0.117,30.7205,21.7205,28,19,23.0318,26,1,100
0.373,0.373,29.55,18.55,29,18,23.0318,24,1,100
0.562,0.562,27.8785,17.8785,27,17,23.0318,23,1,100
0.418,0.418,27.9995,19.9995,27,19,23.0318,24,1,100
0.5755,0.5755,27.9945,18.9945,27,18,23.0318,23,1,100
0.482,0.482,28.406,17.406,28,17,23.0318,23,1,100
0.88,0.88,24.7,17.7,23,16,23.0318,21,1,100
0.4605,0.4605,26.2855,19.2855,25,18,23.0318,23,1,100
0.16,0.16,29.2885,20.2885,28,19,23.0318,25,1,100
0.3485,0.3485,29.43,18.43,29,18,23.0318,24,1,100
0.158,0.158,29.3495,20.3495,28,19,23.0318,25,1,100
0.072,0.072,29.464,22.464,28,21,23.0318,26,1,100
0.276,0.276,30.647,19.647,31,20,23.0318,25,1,100
0.0155,0.0155,34.4995,23.4995,33,22,23.0318,29,1,100
1,1,22.019,17.019,21,16,23.0318,20,1,100
0.0465,0.0465,31.497,22.497,30,21,23.0318,27,1,100
0.6725,0.6725,25.357,18.357,24,17,23.0318,22,1,100
0.8875,0.8875,24.9185,16.9185,24,16,23.0318,21,1,100
0.9625,0.9625,23.2105,17.2105,22,16,23.0318,20,1,100
0.616,0.616,25.047,18.047,24,17,23.0318,22,1,100
0.9345,0.9345,23.73,17.73,22,16,23.0318,21,1,100
1,1,21.276,15.276,20,14,23.0318,18,1,100
0.634,0.634,26.2225,18.2225,26,18,23.0318,22,1,100
0.5425,0.5425,26.6905,18.6905,25,17,23.0318,23,1,100
0.2765,0.2765,27.372,20.372,26,19,23.0318,24,1,100
0.511,0.511,26.5275,19.5275,25,18,23.0318,23,1,100
0.1995,0.1995,30.205,19.205,29,18,23.0318,25,1,100
0.683,0.683,25.3615,18.3615,24,17,23.0318,22,1,100
0.628,0.628,25.0655,19.0655,24,18,23.0318,22,1,100
0.7795,0.7795,25.1,17.1,24,16,23.0318,21,1,100
0.2945,0.2945,29.118,19.118,28,18,23.0318,24,1,100
0.986,0.986,22.7945,16.7945,21,15,23.0318,20,1,100
1,1,21.2755,15.2755,20,14,23.0318,18,1,100
1,1,22.171,17.171,21,16,23.0318,20,1,100
0.079,0.079,29.7505,21.7505,28,20,23.0318,26,1,100
0.323,0.323,27.624,19.624,26,18,23.0318,24,1,100
0.8185,0.8185,25.45,16.45,25,16,23.0318,21,1,100
0.525,0.525,26.648,18.648,24,16,23.0318,23,1,100
0.9285,0.9285,23.887,17.887,22,16,23.0318,21,1,100
0.472,0.472,26.3625,19.3625,25,18,23.0318,23,1,100
0.581,0.581,26.877,18.877,25,17,23.0318,23,1,100
0.213,0.213,31.2515,19.2515,31,19,23.0318,25,1,100
0.248,0.248,31.3255,19.3255,32,20,23.0318,25,1,100
0.4585,0.4585,27.295,18.295,27,18,23.0318,23,1,100
0.6335,0.6335,26.1945,18.1945,25,17,23.0318,22,1,100
0.9785,0.9785,22.656,16.656,21,15,23.0318,20,1,100
0.49,0.49,26.4845,19.4845,24,17,23.0318,23,1,100
0.185,0.185,28.854,20.854,26,18,23.0318,25,1,100
0.144,0.144,32.339,20.339,32,20,23.0318,26,1,100
0.487,0.487,27.4,18.4,26,17,23.0318,23,1,100
0.867,0.867,24.7915,16.7915,24,16,23.0318,21,1,100
0.4845,0.4845,26.39,19.39,25,18,23.0318,23,1,100
0.478,0.478,28.2995,18.2995,27,17,23.0318,23,1,100
0.502,0.502,27.5155,18.5155,26,17,23.0318,23,1,100
0.732,0.732,25.695,18.695,24,17,23.0318,22,1,100
0.0445,0.0445,29.496,22.496,27,20,23.0318,26,1,100
0.4975,0.4975,27.5265,18.5265,26,17,23.0318,23,1,100
0.0425,0.0425,31.723,22.723,29,20,23.0318,27,1,100
0.3175,0.3175,29.2905,18.2905,29,18,23.0318,24,1,100
0.925,0.925,23.5045,18.5045,22,17,23.0318,21,1,100
0.8825,0.8825,24.4565,17.4565,23,16,23.0318,21,1,100
0.446,0.446,26.3245,19.3245,24,17,23.0318,23,1,100
0.001,0.001,32.3275,25.3275,29,22,23.0318,29,1,100
0.059,0.059,29.5935,22.5935,27,20,23.0318,26,1,100
0.9825,0.9825,22.4835,15.4835,22,15,23.0318,19,1,100
0.1585,0.1585,29.375,20.375,26,17,23.0318,25,1,100
0.4985,0.4985,27.51,18.51,26,17,23.0318,23,1,100
0.471,0.471,26.3485,19.3485,26,19,23.0318,23,1,100
0.525,0.525,26.6395,18.6395,25,17,23.0318,23,1,100
0.241,0.241,29.7845,20.7845,28,19,23.0318,25,1,100
0.5765,0.5765,26.926,18.926,25,17,23.0318,23,1,100
0.669,0.669,25.319,18.319,24,17,23.0318,22,1,100
0.263,0.263,27.2725,20.2725,26,19,23.0318,24,1,100
0.1495,0.1495,30.966,20.966,29,19,23.0318,26,1,100
0.0825,0.0825,32.603,21.603,31,20,23.0318,27,1,100
0.5175,0.5175,26.6125,19.6125,24,17,23.0318,23,1,100
0.3895,0.3895,26.07,19.07,24,17,23.0318,23,1,100
0.8295,0.8295,25.7025,16.7025,25,16,23.0318,21,1,100
0.5645,0.5645,28.7945,17.7945,28,17,23.0318,23,1,100
0.7305,0.7305,26.0555,16.0555,26,16,23.0318,21,1,100
0.78,0.78,25.091,17.091,24,16,23.0318,21,1,100
0.8795,0.8795,24.4535,17.4535,23,16,23.0318,21,1,100
0.7515,0.7515,25.824,17.824,25,17,23.0318,22,1,100
0.6805,0.6805,25.354,18.354,24,17,23.0318,22,1,100
0.2385,0.2385,28.8555,20.8555,28,20,23.0318,25,1,100
0.687,0.687,25.3235,18.3235,24,17,23.0318,22,1,100
0.322,0.322,28.4955,19.4955,27,18,23.0318,24,1,100
0.199,0.199,29.4605,20.4605,28,19,23.0318,25,1,100
0.212,0.212,30.315,19.315,30,19,23.0318,25,1,100
0.526,0.526,27.638,18.638,26,17,23.0318,23,1,100
0.323,0.323,29.3295,19.3295,29,19,23.0318,24,1,100
0.162,0.162,31.8965,20.8965,31,20,23.0318,26,1,100
0.9075,0.9075,24.0405,16.0405,23,15,23.0318,20,1,100
0.333,0.333,28.51,19.51,27,18,23.0318,24,1,100
0.8225,0.8225,25.8275,15.8275,26,16,23.0318,21,1,100
0.4045,0.4045,29.665,18.665,30,19,23.0318,24,1,100
0.1995,0.1995,28.8755,20.8755,27,19,23.0318,25,1,100
0.6385,0.6385,26.271,17.271,26,17,23.0318,22,1,100
0.965,0.965,23.046,15.046,22,14,23.0318,19,1,100
0.8305,0.8305,25.458,16.458,25,16,23.0318,21,1,100
0.7585,0.7585,24.499,19.499,23,18,23.0318,22,1,100
0.071,0.071,31.9555,21.9555,30,20,23.0318,27,1,100
0.902,0.902,25.0085,17.0085,24,16,23.0318,21,1,100
0.4455,0.4455,26.2575,19.2575,25,18,23.0318,23,1,100
0.392,0.392,29.6155,18.6155,29,18,23.0318,24,1,100
0.0465,0.0465,34.3735,22.3735,35,23,23.0318,28,1,100
0.085,0.085,31.8455,21.8455,31,21,23.0318,27,1,100
0.5755,0.5755,26.8405,18.8405,25,17,23.0318,23,1,100
0.5875,0.5875,26.9165,18.9165,25,17,23.0318,23,1,100
0.7095,0.7095,25.399,18.399,24,17,23.0318,22,1,100
0.154,0.154,32.296,20.296,33,21,23.0318,26,1,100
0.7625,0.7625,25.9025,17.9025,25,17,23.0318,22,1,100
0.232,0.232,28.9955,20.9955,27,19,23.0318,25,1,100
0.2975,0.2975,27.4375,20.4375,25,18,23.0318,24,1,100
0.7305,0.7305,26.0435,16.0435,26,16,23.0318,21,1,100
0.57,0.57,25.8255,19.8255,24,18,23.0318,23,1,100
0.9325,0.9325,23.1135,16.1135,21,14,23.0318,20,1,100
0.798,0.798,26.0025,18.0025,24,16,23.0318,22,1,100
0.216,0.216,29.5915,20.5915,28,19,23.0318,25,1,100
0.0255,0.0255,31.3945,22.3945,28,19,23.0318,27,1,100
0.2695,0.2695,28.1195,20.1195,26,18,23.0318,24,1,100
0.54,0.54,26.7045,19.7045,25,18,23.0318,23,1,100
0.3115,0.3115,28.507,19.507,27,18,23.0318,24,1,100
0.1575,0.1575,29.251,20.251,27,18,23.0318,25,1,100
0.1585,0.1585,33.059,19.059,33,19,23.0318,26,1,100
0.1845,0.1845,30.213,20.213,29,19,23.0318,25,1,100
0.3935,0.3935,28.7855,19.7855,27,18,23.0318,24,1,100
0.5505,0.5505,25.744,19.744,24,18,23.0318,23,1,100
0.8115,0.8115,25.4315,17.4315,25,17,23.0318,21,1,100
0.8885,0.8885,24.4475,17.4475,22,15,23.0318,21,1,100
0.805,0.805,25.0295,18.0295,23,16,23.0318,22,1,100
0.3175,0.3175,28.4685,19.4685,27,18,23.0318,24,1,100
0.7295,0.7295,25.748,17.748,25,17,23.0318,22,1,100
0.138,0.138,29.104,21.104,27,19,23.0318,25,1,100
0.2035,0.2035,28.913,20.913,26,18,23.0318,25,1,100
0.572,0.572,27.908,18.908,27,18,23.0318,23,1,100
0.712,0.712,25.48,18.48,24,17,23.0318,22,1,100
0.1265,0.1265,30.6305,21.6305,29,20,23.0318,26,1,100
0.631,0.631,25.123,18.123,23,16,23.0318,22,1,100
0.548,0.548,25.7875,19.7875,24,18,23.0318,23,1,100
0.0645,0.0645,30.0755,21.0755,28,19,23.0318,26,1,100
0.536,0.536,25.7585,19.7585,23,17,23.0318,23,1,100
0.9355,0.9355,23.6675,15.6675,23,15,23.0318,20,1,100
1,1,21.5635,16.5635,20,15,23.0318,19,1,100
0.204,0.204,28.823,20.823,27,19,23.0318,25,1,100
0.3695,0.3695,27.9125,20.9125,26,19,23.0318,24,1,100
0.0415,0.0415,31.755,22.755,29,20,23.0318,27,1,100
0.9185,0.9185,24.534,15.534,24,15,23.0318,20,1,100
0.325,0.325,28.344,19.344,28,19,23.0318,24,1,100
