"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.3495,0.3495,157.7585,140.7585,146,129,147.33784,149,1,562
0.29,0.29,159.0015,141.0015,153,135,147.33784,150,1,562
0.53,0.53,154.927,138.927,143,127,147.33784,147,1,562
0.7555,0.7555,153.151,137.151,142,126,147.33784,145,1,562
0.145,0.145,158.357,143.357,144,129,147.33784,151,1,562
0.475,0.475,157.1895,139.1895,148,130,147.33784,148,1,562
0.927,0.927,150.246,134.246,139,123,147.33784,142,1,562
0.7655,0.7655,151.3915,135.3915,139,123,147.33784,144,1,562
0.0995,0.0995,160.7935,144.7935,148,132,147.33784,153,1,562
0.323,0.323,157.4595,140.4595,147,130,147.33784,149,1,562
0.214,0.214,159.2745,143.2745,145,129,147.33784,151,1,562
0.138,0.138,160.1455,144.1455,145,129,147.33784,152,1,562
0.677,0.677,154.8095,135.8095,148,129,147.33784,145,1,562
0.353,0.353,156.95,141.95,141,126,147.33784,149,1,562
0.62,0.62,152.6885,138.6885,139,125,147.33784,146,1,562
0.3875,0.3875,155.493,140.493,142,127,147.33784,148,1,562
0.794,0.794,151.9855,134.9855,143,126,147.33784,144,1,562
0.988,0.988,146.6275,131.6275,134,119,147.33784,139,1,562
0.234,0.234,158.342,142.342,144,128,147.33784,150,1,562
0.612,0.612,154.743,137.743,143,126,147.33784,146,1,562
0.2975,0.2975,156.404,141.404,143,128,147.33784,149,1,562
0.6375,0.6375,155.016,137.016,145,127,147.33784,146,1,562
0.479,0.479,155.363,138.363,144,127,147.33784,147,1,562
0.728,0.728,153.259,136.259,142,125,147.33784,145,1,562
0.161,0.161,159.421,142.421,148,131,147.33784,151,1,562
0.296,0.296,159.052,141.052,151,133,147.33784,150,1,562
0.826,0.826,151.866,133.866,145,127,147.33784,143,1,562
0.8325,0.8325,150.888,136.888,139,125,147.33784,144,1,562
0.128,0.128,162.3195,143.3195,149,130,147.33784,153,1,562
0.758,0.758,151.3515,136.3515,139,124,147.33784,144,1,562
0.857,0.857,150.92,133.92,141,124,147.33784,143,1,562
0.9105,0.9105,149.495,132.495,140,123,147.33784,141,1,562
0.0695,0.0695,162.7435,144.7435,153,135,147.33784,154,1,562
0.238,0.238,157.7955,141.7955,146,130,147.33784,150,1,562
0.421,0.421,155.8015,139.8015,143,127,147.33784,148,1,562
0.7625,0.7625,152.4665,135.4665,143,126,147.33784,144,1,562
0.0115,0.0115,166.7945,148.7945,156,138,147.33784,158,1,562
0.8595,0.8595,151.594,132.594,144,125,147.33784,142,1,562
0.8725,0.8725,151.0095,135.0095,140,124,147.33784,143,1,562
0.4175,0.4175,156.4785,139.4785,145,128,147.33784,148,1,562
0.065,0.065,162.658,145.658,149,132,147.33784,154,1,562
0.062,0.062,161.98,144.98,149,132,147.33784,154,1,562
0.363,0.363,157.0695,141.0695,141,125,147.33784,149,1,562
0.397,0.397,157.31,140.31,148,131,147.33784,149,1,562
0.5845,0.5845,153.3525,138.3525,141,126,147.33784,146,1,562
0.0015,0.0015,170.6345,151.6345,157,138,147.33784,161,1,562
0.959,0.959,148.191,133.191,138,123,147.33784,141,1,562
0.108,0.108,161.8935,144.8935,151,134,147.33784,153,1,562
0.659,0.659,154.1705,137.1705,142,125,147.33784,146,1,562
0.0035,0.0035,165.696,149.696,150,134,147.33784,158,1,562
0.0575,0.0575,162.348,145.348,153,136,147.33784,154,1,562
0.6505,0.6505,154.31,136.31,145,127,147.33784,146,1,562
