"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.8265,0.8265,15.8830952651078,9.85451928380432,14.9253731343284,8.89679715302491,14.0490032170328,12.6262626262626,-1,100
0.3375,0.3375,18.8203457870492,11.5645519815477,17.5438596491228,10.2880658436214,14.0490032170328,14.8809523809524,-1,100
0.358,0.358,17.6598159230869,11.8427163559873,16.2337662337662,10.4166666666667,14.0490032170328,14.6198830409357,-1,100
0.8575,0.8575,15.6134715828712,9.87928641320216,14.6627565982405,8.92857142857143,14.0490032170328,12.531328320802,-1,100
0.0045,0.0045,22.0817648582112,15.1270929550856,19.8412698412698,12.8865979381443,14.0490032170328,18.5873605947955,-1,100
0.4175,0.4175,17.9703458919682,11.1656121641576,16.6666666666667,9.86193293885601,14.0490032170328,14.4508670520231,-1,100
0.49,0.49,18.8206619126229,10.5520246117275,17.921146953405,9.65250965250965,14.0490032170328,14.2857142857143,-1,100
0.378,0.378,18.0429879246883,11.6086457415538,16.7224080267559,10.2880658436214,14.0490032170328,14.6198830409357,-1,100
0.7305,0.7305,17.5192659330239,8.78407835355236,16.7224080267559,7.98722044728434,14.0490032170328,12.7551020408163,-1,100
0.542,0.542,17.4019890302071,10.7492554470824,16.2866449511401,9.63391136801541,14.0490032170328,13.9275766016713,-1,100
0.462,0.462,17.7163262398442,10.8671857273374,16.5016501650165,9.65250965250965,14.0490032170328,14.2450142450142,-1,100
0.5945,0.5945,18.1917523465054,9.69872098762041,17.4216027874564,8.92857142857143,14.0490032170328,13.6239782016349,-1,100
0.4775,0.4775,17.5164588127447,11.3837026799886,16.2337662337662,10.1010101010101,14.0490032170328,14.2045454545455,-1,100
0.0855,0.0855,20.829891958786,13.0883289503358,19.1570881226054,11.4155251141553,14.0490032170328,16.7785234899329,-1,100
0.427,0.427,17.3120035141216,11.4487988081789,15.9235668789809,10.0603621730382,14.0490032170328,14.3266475644699,-1,100
0.1055,0.1055,21.2822608375373,12.8572834684605,19.7628458498024,11.3378684807256,14.0490032170328,16.7785234899329,-1,100
0.8085,0.8085,15.7595525506278,9.96434861847464,14.8367952522255,9.04159132007233,14.0490032170328,12.7226463104326,-1,100
0.6685,0.6685,17.3248629724965,9.72625243270948,16.3398692810458,8.74125874125874,14.0490032170328,13.2978723404255,-1,100
0.293,0.293,17.3792372750943,12.2630905805994,15.8227848101266,10.7066381156317,14.0490032170328,14.792899408284,-1,100
0.9955,0.9955,12.8457289635119,7.19896644069167,12.3762376237624,6.72947510094213,14.0490032170328,9.84251968503937,-1,100
0.5055,0.5055,17.4145872768941,11.0758771884707,16.1812297734628,9.84251968503937,14.0490032170328,14.0449438202247,-1,100
0.912,0.912,14.9977455681538,9.27444253927825,14.0845070422535,8.36120401337793,14.0490032170328,12.1065375302663,-1,100
0.752,0.752,16.0501006334833,10.3460725830865,15.015015015015,9.31098696461825,14.0490032170328,13.0890052356021,-1,100
0.191,0.191,18.2368751623561,12.7670582727363,16.5562913907285,11.0864745011086,14.0490032170328,15.3374233128834,-1,100
0.1565,0.1565,19.1289981527456,12.6719159616159,17.6678445229682,11.2107623318386,14.0490032170328,15.625,-1,100
0.7675,0.7675,16.3420772390949,9.44308072949626,15.625,8.7260034904014,14.0490032170328,12.7226463104326,-1,100
0.0945,0.0945,19.5159262783703,13.0337640820241,17.6678445229682,11.1856823266219,14.0490032170328,16.2337662337662,-1,100
0.3185,0.3185,18.378473806561,11.8100844466417,17.0068027210884,10.4384133611691,14.0490032170328,14.8809523809524,-1,100
0.6,0.6,17.1827770571499,10.5379990709085,16.025641025641,9.38086303939963,14.0490032170328,13.6986301369863,-1,100
0.459,0.459,17.0348418580968,11.4986785131282,15.5763239875389,10.0401606425703,14.0490032170328,14.2045454545455,-1,100
0.163,0.163,19.2671512720735,12.3984428182198,17.6678445229682,10.7991360691145,14.0490032170328,15.625,-1,100
0.375,0.375,18.1811534468049,11.4624165693379,17.0068027210884,10.2880658436214,14.0490032170328,14.6198830409357,-1,100
0.929,0.929,14.9474228686472,8.66419206312342,14.2450142450142,7.96178343949044,14.0490032170328,11.6550116550117,-1,100
0.3315,0.3315,18.1425147343286,11.5862233436002,16.5562913907285,10,14.0490032170328,14.7492625368732,-1,100
0.972,0.972,14.1444125648362,8.05370791716005,13.5869565217391,7.49625187406297,14.0490032170328,10.8695652173913,-1,100
0.849,0.849,15.5330506543215,9.83678585050609,14.5772594752187,8.8809946714032,14.0490032170328,12.5,-1,100
0.978,0.978,13.9646758622345,7.93122305458819,13.4408602150538,7.40740740740741,14.0490032170328,10.752688172043,-1,100
0.1235,0.1235,19.9603521280127,12.7253928045618,18.2481751824818,11.0132158590308,14.0490032170328,16.1812297734628,-1,100
0.4135,0.4135,17.3234331691415,11.5530739072259,15.9744408945687,10.2040816326531,14.0490032170328,14.367816091954,-1,100
0.3045,0.3045,18.5339696776292,11.6660343506868,17.2413793103448,10.3734439834025,14.0490032170328,15.015015015015,-1,100
0.2985,0.2985,18.6440313218123,11.6907178550889,17.2413793103448,10.2880658436214,14.0490032170328,15.015015015015,-1,100
0.4785,0.4785,17.0103023385347,11.5963102487986,15.7232704402516,10.3092783505155,14.0490032170328,14.1643059490085,-1,100
0.3275,0.3275,18.0036017778956,11.785395431812,16.7224080267559,10.5042016806723,14.0490032170328,14.7492625368732,-1,100
0.863,0.863,15.8237912644139,9.04600853934945,15.015015015015,8.23723228995057,14.0490032170328,12.1951219512195,-1,100
0.565,0.565,17.2280526158668,10.4445624952582,16.0771704180064,9.29368029739777,14.0490032170328,13.7741046831956,-1,100
0.991,0.991,13.5728666487483,7.96291152838923,12.9198966408269,7.30994152046784,14.0490032170328,10.5708245243129,-1,100
0.326,0.326,18.9018064747474,11.6038484649688,17.5438596491228,10.2459016393443,14.0490032170328,15.015015015015,-1,100
0.0185,0.0185,21.782337688417,14.2260801321595,19.8412698412698,12.2850122850123,14.0490032170328,17.8571428571429,-1,100
