"","true","gods","naive","chao","l","N","S","comsize","saddef"
"1",18.3942352489312,17.3805795671479,14.1242937853107,16.2828947368421,-1,100,75,8103,1
"2",29.8805667732302,25.2346863515552,18.7675305985946,24.6579706861477,0,100,75,8103,1
"3",75,52.2495978271184,29,53.255,1,100,75,8103,1
"4",18.3942352489312,18.7041226166844,16.9348010160881,18.40888066605,-1,200,75,8103,1
"5",29.8805667732302,29.3118796679597,23.7973078359858,27.594463242664,0,200,75,8103,1
"6",75,80.8191035190958,42,53.19375,1,200,75,8103,1
"7",18.3942352489312,16.9979931613652,14.9950016661113,15.7313223430375,-1,300,75,8103,1
"8",29.8805667732302,25.8025603093842,22.7226008918976,25.517261594802,0,300,75,8103,1
"9",75,50.8912543602159,44,66.425,1,300,75,8103,1
"10",18.3942352489312,18.8379651370943,18.7406296851574,19.4314641744549,-1,500,75,8103,1
"11",29.8805667732302,32.718772823616,30.4536059740558,33.0307358492122,0,500,75,8103,1
"12",75,87.3836094826255,60,76.3006666666667,1,500,75,8103,1
"13",37.1282132333274,34.7187111701444,22.4215246636771,28.6127167630057,-1,100,75,8103,2
"14",49.9762872677911,47.6703998396914,31.8695826207827,44.7977053874484,0,100,75,8103,2
"15",75,75.472866065116,44,59.5925,1,100,75,8103,2
"16",37.1282132333274,35.5589687328579,29.673590504451,34.6689895470384,-1,200,75,8103,2
"17",49.9762872677911,46.7423082976685,39.0924378150713,46.0516175492414,0,200,75,8103,2
"18",75,69.5231059438299,54,59.6051666666667,1,200,75,8103,2
"19",37.1282132333274,38.638458848587,35.8851674641148,40.625,-1,300,75,8103,2
"20",49.9762872677911,52.8720587498367,46.3564514266172,52.0044753057332,0,300,75,8103,2
"21",75,77.6132080952851,63,64.8760784313725,1,300,75,8103,2
"22",37.1282132333274,38.3751989088429,36.0542255552351,38.7783649362761,-1,500,75,8103,2
"23",49.9762872677911,51.7188751367635,48.1471195449669,51.9277019144073,0,500,75,8103,2
"24",75,78.8677271609813,71,72.1976,1,500,75,8103,2
"25",54.6961359518504,50.9142318567389,35.2112676056338,53.8043478260868,-1,100,75,8103,3
"26",63.9597244608349,59.0673697847598,41.2116544024824,61.8785598812467,0,100,75,8103,3
"27",75,69.5378411613355,49,72.805,1,100,75,8103,3
"28",54.6961359518504,53.2969382050186,43.010752688172,54.5205479452055,-1,200,75,8103,3
"29",63.9597244608349,62.1454439324539,52.343037768756,64.3926911970208,0,200,75,8103,3
"30",75,72.4445856115879,66,74.4836842105263,1,200,75,8103,3
"31",54.6961359518504,57.1653654406923,46.9238790406674,55.4388133498146,-1,300,75,8103,3
"32",63.9597244608349,64.5553857366074,54.513749772862,61.9984229603783,0,300,75,8103,3
"33",75,73.1426514956735,67,71.9833333333333,1,300,75,8103,3
"34",54.6961359518504,54.1275333662877,48.7329434697856,53.8876889848813,-1,500,75,8103,3
"35",63.9597244608349,63.9291836531258,59.5880908477168,64.4741704991707,0,500,75,8103,3
"36",75,75.2374716188034,74,75.996,1,500,75,8103,3
"37",22.300872863651,21.9724496990075,19.8412698412698,24.5049504950495,-1,100,75,8103,4
"38",35.843331745013,35.5101477413743,28.6949807444231,41.5813851888315,0,100,75,8103,4
"39",75,70.2045722729413,41,68.286875,1,100,75,8103,4
"40",22.300872863651,18.865025318666,14.3163922691482,15.343099460293,-1,200,75,8103,4
"41",35.843331745013,32.1505369599016,26.2127375993305,30.7039324681164,0,200,75,8103,4
