"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.61,0.61,64.554,49.554,61,46,57.99924,57,1,100
0.4345,0.4345,65.9415,51.9415,60,46,57.99924,59,1,100
0.9475,0.9475,58.6475,46.6475,54,42,57.99924,53,1,100
0.992,0.992,56.1535,46.1535,50,40,57.99924,51,1,100
0.1425,0.1425,67.3355,55.3355,58,46,57.99924,61,1,100
0.8355,0.8355,61.5045,49.5045,55,43,57.99924,55,1,100
0.366,0.366,65.4485,53.4485,58,46,57.99924,59,1,100
0.424,0.424,65.741,52.741,59,46,57.99924,59,1,100
0.7385,0.7385,62.6455,49.6455,57,44,57.99924,56,1,100
0.4055,0.4055,64.715,53.715,57,46,57.99924,59,1,100
0.0505,0.0505,70.7305,56.7305,65,51,57.99924,64,1,100
0.6115,0.6115,63.483,50.483,57,44,57.99924,57,1,100
0.183,0.183,67.3385,54.3385,61,48,57.99924,61,1,100
0.2025,0.2025,66.9205,54.9205,59,47,57.99924,61,1,100
0.5445,0.5445,63.81,51.81,56,44,57.99924,58,1,100
0.618,0.618,63.6315,50.6315,58,45,57.99924,57,1,100
0.9405,0.9405,59.1715,45.1715,57,43,57.99924,52,1,100
0.5375,0.5375,63.819,51.819,56,44,57.99924,58,1,100
0.1855,0.1855,67.5545,54.5545,60,47,57.99924,61,1,100
0.6095,0.6095,63.418,50.418,57,44,57.99924,57,1,100
0.3725,0.3725,65.43,52.43,59,46,57.99924,59,1,100
0.3615,0.3615,64.499,53.499,56,45,57.99924,59,1,100
0.5895,0.5895,63.1835,51.1835,56,44,57.99924,57,1,100
0.9325,0.9325,59.1825,46.1825,55,42,57.99924,53,1,100
0.6775,0.6775,63.189,49.189,61,47,57.99924,56,1,100
0.3385,0.3385,66.038,52.038,62,48,57.99924,59,1,100
0.114,0.114,68.458,55.458,63,50,57.99924,62,1,100
0.375,0.375,65.5665,52.5665,61,48,57.99924,59,1,100
0.319,0.319,65.004,53.004,56,44,57.99924,59,1,100
0.9375,0.9375,59.28,47.28,53,41,57.99924,53,1,100
0.4915,0.4915,63.3575,52.3575,54,43,57.99924,58,1,100
0.235,0.235,67.198,53.198,60,46,57.99924,60,1,100
0.3925,0.3925,65.4135,52.4135,60,47,57.99924,59,1,100
0.45,0.45,65.952,52.952,59,46,57.99924,59,1,100
0.606,0.606,64.4865,49.4865,60,45,57.99924,57,1,100
0.386,0.386,64.6,52.6,57,45,57.99924,59,1,100
0.5275,0.5275,64.7105,51.7105,58,45,57.99924,58,1,100
0.237,0.237,67.0905,53.0905,61,47,57.99924,60,1,100
0.512,0.512,64.5625,51.5625,57,44,57.99924,58,1,100
0.68,0.68,62.0765,50.0765,57,45,57.99924,56,1,100
0.4215,0.4215,64.8915,52.8915,57,45,57.99924,59,1,100
0.0985,0.0985,69.102,55.102,62,48,57.99924,62,1,100
0.7985,0.7985,61.892,49.892,53,41,57.99924,56,1,100
0.833,0.833,60.3005,49.3005,52,41,57.99924,55,1,100
0.0235,0.0235,73.488,58.488,69,54,57.99924,66,1,100
0.782,0.782,61.769,50.769,53,42,57.99924,56,1,100
0.259,0.259,66.2555,53.2555,59,46,57.99924,60,1,100
0.208,0.208,67.6465,54.6465,61,48,57.99924,61,1,100
0.521,0.521,64.632,51.632,58,45,57.99924,58,1,100
0.5375,0.5375,64.8345,50.8345,61,47,57.99924,58,1,100
0.8345,0.8345,61.4575,49.4575,54,42,57.99924,55,1,100
0.948,0.948,58.666,46.666,54,42,57.99924,53,1,100
0.546,0.546,63.8885,51.8885,56,44,57.99924,58,1,100
0.273,0.273,66.475,53.475,60,47,57.99924,60,1,100
0.3225,0.3225,65.1055,53.1055,57,45,57.99924,59,1,100
0.665,0.665,62.6245,51.6245,53,42,57.99924,57,1,100
0.6445,0.6445,62.67,50.67,56,44,57.99924,57,1,100
0.0965,0.0965,69.0035,55.0035,62,48,57.99924,62,1,100
0.265,0.265,67.254,53.254,62,48,57.99924,60,1,100
0.967,0.967,58.932,46.932,52,40,57.99924,53,1,100
0.0675,0.0675,72.2355,56.2355,71,55,57.99924,64,1,100
0.4335,0.4335,65.933,51.933,60,46,57.99924,59,1,100
0.258,0.258,66.4115,54.4115,58,46,57.99924,60,1,100
0.0105,0.0105,72.684,59.684,63,50,57.99924,66,1,100
0.527,0.527,63.656,52.656,55,44,57.99924,58,1,100
0.799,0.799,61.712,50.712,53,42,57.99924,56,1,100
0.284,0.284,66.68,53.68,58,45,57.99924,60,1,100
0.7915,0.7915,61.23,48.23,57,44,57.99924,55,1,100
0.8605,0.8605,60.6945,48.6945,54,42,57.99924,55,1,100
0.7005,0.7005,62.46,48.46,58,44,57.99924,56,1,100
0.887,0.887,60.172,48.172,54,42,57.99924,54,1,100
0.3735,0.3735,65.4595,52.4595,58,45,57.99924,59,1,100
0.309,0.309,66.836,52.836,60,46,57.99924,60,1,100
0.675,0.675,63.0785,49.0785,59,45,57.99924,56,1,100
0.9625,0.9625,58.892,46.892,53,41,57.99924,53,1,100
0.09,0.09,69.748,56.748,63,50,57.99924,63,1,100
0.8675,0.8675,60.711,49.711,53,42,57.99924,55,1,100
