"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.9725,0.9725,130.7545,112.7545,118,100,129.7674,122,1,316
0.819,0.819,134.454,117.454,120,103,129.7674,126,1,316
0.91,0.91,132.523,114.523,122,104,129.7674,124,1,316
0.7315,0.7315,135.493,117.493,125,107,129.7674,127,1,316
0.1125,0.1125,144.011,126.011,131,113,129.7674,135,1,316
0.9055,0.9055,132.045,116.045,116,100,129.7674,124,1,316
0.777,0.777,134.6905,118.6905,119,103,129.7674,127,1,316
0.7295,0.7295,135.2725,118.2725,122,105,129.7674,127,1,316
0.2285,0.2285,142.809,122.809,130,110,129.7674,133,1,316
0.712,0.712,136.1445,117.1445,124,105,129.7674,127,1,316
0.8525,0.8525,134.516,115.516,122,103,129.7674,125,1,316
0.9135,0.9135,132.0205,116.0205,117,101,129.7674,124,1,316
0.9295,0.9295,132.4385,114.4385,122,104,129.7674,123,1,316
0.102,0.102,144.4895,127.4895,129,112,129.7674,136,1,316
0.2345,0.2345,142.2725,124.2725,126,108,129.7674,133,1,316
0.3795,0.3795,140.771,121.771,130,111,129.7674,131,1,316
0.886,0.886,133.6305,115.6305,120,102,129.7674,125,1,316
0.4595,0.4595,139.0495,120.0495,126,107,129.7674,130,1,316
0.582,0.582,137.4015,120.4015,123,106,129.7674,129,1,316
0.0325,0.0325,149.0975,129.0975,135,115,129.7674,139,1,316
0.244,0.244,143.9035,121.9035,135,113,129.7674,133,1,316
1,1,122.569,107.569,109,94,129.7674,115,1,316
0.7475,0.7475,135.384,118.384,119,102,129.7674,127,1,316
0.1345,0.1345,144.2235,125.2235,129,110,129.7674,135,1,316
0.616,0.616,136.9405,117.9405,125,106,129.7674,128,1,316
0.2115,0.2115,144.1715,123.1715,135,114,129.7674,134,1,316
0.2645,0.2645,142.4275,123.4275,129,110,129.7674,133,1,316
0.4765,0.4765,140.2925,119.2925,131,110,129.7674,130,1,316
0.869,0.869,133.875,113.875,124,104,129.7674,124,1,316
0.088,0.088,148.8475,125.8475,139,116,129.7674,137,1,316
0.8315,0.8315,134.161,115.161,121,102,129.7674,125,1,316
0.905,0.905,132.339,115.339,119,102,129.7674,124,1,316
0.6145,0.6145,136.824,118.824,123,105,129.7674,128,1,316
0.9015,0.9015,132.9065,112.9065,123,103,129.7674,123,1,316
0.782,0.782,134.945,116.945,121,103,129.7674,126,1,316
0.118,0.118,144.7715,125.7715,129,110,129.7674,135,1,316
0.9495,0.9495,131.067,111.067,124,104,129.7674,121,1,316
0.7045,0.7045,137.118,118.118,127,108,129.7674,127,1,316
0.028,0.028,148.8325,128.8325,134,114,129.7674,139,1,316
0.616,0.616,136.9375,118.9375,121,103,129.7674,128,1,316
0.5975,0.5975,137.7175,119.7175,124,106,129.7674,129,1,316
0.2965,0.2965,141.1405,123.1405,127,109,129.7674,132,1,316
0.163,0.163,144.3925,124.3925,131,111,129.7674,135,1,316
0.4715,0.4715,139.2615,120.2615,125,106,129.7674,130,1,316
0.4965,0.4965,139.487,120.487,127,108,129.7674,130,1,316
0.171,0.171,143.8335,123.8335,132,112,129.7674,134,1,316
0.9975,0.9975,127.026,111.026,114,98,129.7674,119,1,316
0.1715,0.1715,144.795,123.795,133,112,129.7674,134,1,316
0.8745,0.8745,133.0175,114.0175,123,104,129.7674,124,1,316
0.254,0.254,141.4265,123.4265,128,110,129.7674,133,1,316
0.4935,0.4935,139.5385,120.5385,126,107,129.7674,130,1,316
0.937,0.937,131.0445,115.0445,116,100,129.7674,123,1,316
0.156,0.156,145.8455,124.8455,134,113,129.7674,135,1,316
0.7765,0.7765,136.2645,116.2645,127,107,129.7674,126,1,316
0.9615,0.9615,130.061,114.061,118,102,129.7674,122,1,316
0.3365,0.3365,141.39,123.39,128,110,129.7674,132,1,316
0.6655,0.6655,137.329,119.329,125,107,129.7674,128,1,316
0.1025,0.1025,145.3095,126.3095,130,111,129.7674,136,1,316
