"p","truediv","chaoest","obsD","upper","lower","l","inds","reps"
0.153,200,200,200,200.59412061875,199.09412561875,1,1e+05,5000
1,200,198,198,198.00400001,198.00400001,1,1e+05,5000
0.999,200,199,199,199.047000035,198.047000035,1,1e+05,5000
0.9955,200,199,199,199.035000105,198.035000105,1,1e+05,5000
1,200,198,198,198.0192500725,197.0192500725,1,1e+05,5000
0.9995,200,199,199,199.137500025,198.137500025,1,1e+05,5000
0.3665,200,200,200,200.81849553,199.31850053,1,1e+05,5000
0.9655,200,199,199,200.084990855,198.085000855,1,1e+05,5000
0.396,200,200,200,202.21081551,199.21083551,1,1e+05,5000
0.4,200,200,200,200.8687453275,199.3687503275,1,1e+05,5000
0.128,200,200,200,200.59262035375,199.09262535375,1,1e+05,5000
0.157,200,200,200,201.09461564875,199.09462564875,1,1e+05,5000
0.384,200,200,200,201.27211633875,199.27212633875,1,1e+05,5000
0.9965,200,199,199,199.011000095,199.011000095,1,1e+05,5000
0.14,200,200,200,200.585995565,199.086000565,1,1e+05,5000
0.4285,200,200,200,202.23310747375,198.23312747375,1,1e+05,5000
0.395,200,200,200,201.278991415,199.279001415,1,1e+05,5000
0.9865,200,199,199,199.52412040875,198.02412540875,1,1e+05,5000
0.9955,200,199,199,199.0082501125,199.0082501125,1,1e+05,5000
0.188,200,200,200,201.03228340875,199.03229340875,1,1e+05,5000
0.403,200,200,200,201.27753318125,199.27754318125,1,1e+05,5000
0.3895,200,200,200,201.30228267375,199.30229267375,1,1e+05,5000
0.9875,200,199,199,199.845495365,198.345500365,1,1e+05,5000
0.6805,200,200,200,201.9880665075,197.9880865075,1,1e+05,5000
0.412,200,200,200,201.2479086825,198.2479186825,1,1e+05,5000
0.983,200,199,199,199.8297455025,198.3297505025,1,1e+05,5000
0.193,200,200,200,201.11186588625,199.11187588625,1,1e+05,5000
0.9695,200,199,199,200.00169927125,198.00170927125,1,1e+05,5000
0,200,200.99999,200,202.05036532125,200.05036532125,1,1e+05,5000
0.335,200,200.499995,200,204.21796989,198.21799989,1,1e+05,5000
1,200,199,199,199.0507500025,198.0507500025,1,1e+05,5000
0.174,200,200,200,201.0777410725,199.0777510725,1,1e+05,5000
0.989,200,199,199,199.51137026125,198.01137526125,1,1e+05,5000
0.001,200,200.99999,200,202.5482354175,200.0482404175,1,1e+05,5000
0.393,200,200,200,201.2947411825,199.2947511825,1,1e+05,5000
0.9965,200,199,199,199.1347500575,198.1347500575,1,1e+05,5000
0.998,200,199,199,199.00862506375,199.00862506375,1,1e+05,5000
0.36,200,200,200,200.83362027375,199.33362527375,1,1e+05,5000
0.996,200,199,199,199.539495155,198.039500155,1,1e+05,5000
0,200,200.99999,200,201.138990025,200.138990025,1,1e+05,5000
0.995,200,199,199,199.5087451725,198.0087501725,1,1e+05,5000
0.3255,200,200.499995,200,204.08892934375,198.08895934375,1,1e+05,5000
0.372,200,200,200,200.84387030125,199.34387530125,1,1e+05,5000
1,200,198,198,198.0007500025,198.0007500025,1,1e+05,5000
