"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.923,0.923,48.5805,35.5805,48,35,46.72174,42,1,178
0.4625,0.4625,52.26,42.26,47,37,46.72174,47,1,178
0.144,0.144,55.354,44.354,51,40,46.72174,50,1,178
0.741,0.741,50.276,39.276,45,34,46.72174,45,1,178
0.7115,0.7115,51.337,38.337,48,35,46.72174,45,1,178
0.9765,0.9765,46.0135,37.0135,41,32,46.72174,42,1,178
0.97,0.97,47.535,34.535,46,33,46.72174,41,1,178
0.0855,0.0855,57.888,44.888,54,41,46.72174,51,1,178
0.758,0.758,50.9265,36.9265,49,35,46.72174,44,1,178
0.8735,0.8735,49.6885,38.6885,46,35,46.72174,44,1,178
0.4485,0.4485,53.2235,41.2235,51,39,46.72174,47,1,178
0.1105,0.1105,57.569,44.569,53,40,46.72174,51,1,178
0.5375,0.5375,51.725,40.725,47,36,46.72174,46,1,178
0.9425,0.9425,48.647,35.647,48,35,46.72174,42,1,178
0.989,0.989,46.5685,37.5685,43,34,46.72174,42,1,178
0.8365,0.8365,49.8825,35.8825,48,34,46.72174,43,1,178
0.2295,0.2295,55.7645,41.7645,53,39,46.72174,49,1,178
0.6615,0.6615,50.731,38.731,47,35,46.72174,45,1,178
0.4,0.4,54.648,41.648,53,40,46.72174,48,1,178
0.031,0.031,62.0215,46.0215,59,43,46.72174,54,1,178
0.18,0.18,57.8755,42.8755,56,41,46.72174,50,1,178
0.941,0.941,48.4845,38.4845,46,36,46.72174,43,1,178
0.6325,0.6325,51.441,40.441,47,36,46.72174,46,1,178
0.421,0.421,52.8385,40.8385,49,37,46.72174,47,1,178
0.93,0.93,47.9,38.9,43,34,46.72174,43,1,178
0.6375,0.6375,51.5075,40.5075,47,36,46.72174,46,1,178
0.189,0.189,55.7385,42.7385,50,37,46.72174,49,1,178
0.3,0.3,53.9675,41.9675,50,38,46.72174,48,1,178
0.1475,0.1475,55.477,44.477,50,39,46.72174,50,1,178
0.559,0.559,50.96,40.96,47,37,46.72174,46,1,178
0.8955,0.8955,47.731,37.731,44,34,46.72174,43,1,178
0.142,0.142,56.0165,44.0165,52,40,46.72174,50,1,178
0.178,0.178,54.929,42.929,49,37,46.72174,49,1,178
0.678,0.678,50.8305,38.8305,48,36,46.72174,45,1,178
0.367,0.367,54.396,41.396,52,39,46.72174,48,1,178
0.258,0.258,53.7085,43.7085,48,38,46.72174,49,1,178
0.682,0.682,50.9265,38.9265,48,36,46.72174,45,1,178
0.1825,0.1825,55.642,43.642,51,39,46.72174,50,1,178
0.94,0.94,48.355,36.355,45,33,46.72174,42,1,178
0.3985,0.3985,54.6455,41.6455,51,38,46.72174,48,1,178
0.078,0.078,57.093,45.093,52,40,46.72174,51,1,178
0.4985,0.4985,52.4465,41.4465,48,37,46.72174,47,1,178
0.5095,0.5095,53.471,41.471,50,38,46.72174,47,1,178
0.237,0.237,54.4745,43.4745,48,37,46.72174,49,1,178
0.0645,0.0645,58.682,45.682,54,41,46.72174,52,1,178
0.005,0.005,63.0535,48.0535,58,43,46.72174,56,1,178
