"qtile","truediv","chaoest","obsD","l","inds","reps"
14.95,26.8519167514429,31.9354838709677,24.390243902439,-1,100,500
25.45,26.8519167514429,30.3680981595091,23.4741784037559,-1,100,500
24.4,26.8519167514429,31.3291139240506,24.0384615384615,-1,100,500
10.65,26.8519167514429,33.673469387755,25.3807106598985,-1,100,500
5.55,26.8519167514429,35.3571428571428,26.3157894736842,-1,100,500
1.85,26.8519167514429,36.9402985074626,27.1739130434783,-1,100,500
16.2,26.8519167514429,32.5657894736841,24.7524752475248,-1,100,500
16,26.8519167514429,31.5286624203821,24.1545893719807,-1,100,500
46.75,26.8519167514429,27.4999999999999,21.7391304347826,-1,100,500
1.6,26.8519167514429,37.4999999999999,27.4725274725275,-1,100,500
14.4,26.8519167514429,32.3529411764705,24.6305418719212,-1,100,500
91.2,26.8519167514429,19.9596774193548,16.7785234899329,-1,100,500
56.25,26.8519167514429,26.6129032258064,21.1864406779661,-1,100,500
23.4,26.8519167514429,30.9374999999999,23.8095238095238,-1,100,500
0.05,26.8519167514429,43.0434782608695,30.3030303030303,-1,100,500
81.2,26.8519167514429,22.9166666666666,18.796992481203,-1,100,500
43.3,26.8519167514429,28.4482758620689,22.3214285714286,-1,100,500
7.85,26.8519167514429,35.3571428571428,26.3157894736842,-1,100,500
6.05,26.8519167514429,33.904109589041,25.5102040816327,-1,100,500
3.5,26.8519167514429,35.1063829787233,26.1780104712042,-1,100,500
63.9,26.8519167514429,25.6476683937823,20.5761316872428,-1,100,500
25.1,26.8519167514429,30.5555555555555,23.5849056603774,-1,100,500
97,26.8519167514429,19.3359375,16.3398692810457,-1,100,500
16.7,26.8519167514429,32.9999999999999,25,-1,100,500
9.95,26.8519167514429,32.9999999999999,25,-1,100,500
55.35,26.8519167514429,26.6129032258064,21.1864406779661,-1,100,500
88.75,26.8519167514429,22.3981900452488,18.450184501845,-1,100,500
6.6,26.8519167514429,33.673469387755,25.3807106598985,-1,100,500
27,26.8519167514429,29.9999999999999,23.2558139534884,-1,100,500
0.05,26.8519167514429,44.5945945945945,31.055900621118,-1,100,500
31.2,26.8519167514429,30.1829268292682,23.3644859813084,-1,100,500
6.85,26.8519167514429,33.673469387755,25.3807106598985,-1,100,500
13.65,26.8519167514429,33.221476510067,25.1256281407035,-1,100,500
36.15,26.8519167514429,28.9473684210526,22.6244343891403,-1,100,500
75.65,26.8519167514429,24.1463414634146,19.6078431372549,-1,100,500
21.65,26.8519167514429,30.7453416149068,23.696682464455,-1,100,500
85.95,26.8519167514429,22.8110599078341,18.7265917602996,-1,100,500
72.4,26.8519167514429,24.6268656716417,19.9203187250996,-1,100,500
57.9,26.8519167514429,26.4705882352941,21.0970464135021,-1,100,500
0,26.8519167514429,43.8053097345132,30.6748466257669,-1,100,500
98.6,26.8519167514429,18.6792452830188,15.8730158730159,-1,100,500
1.2,26.8519167514429,39.2857142857142,28.4090909090909,-1,100,500
52.5,26.8519167514429,27.0491803278688,21.4592274678112,-1,100,500
39.75,26.8519167514429,28.2857142857142,22.2222222222222,-1,100,500
63.35,26.8519167514429,25.6476683937823,20.5761316872428,-1,100,500
76.55,26.8519167514429,24.0291262135922,19.53125,-1,100,500
47.9,26.8519167514429,27.6536312849161,21.8340611353712,-1,100,500
36.3,26.8519167514429,28.7790697674418,22.5225225225225,-1,100,500
30.9,26.8519167514429,29.2899408284023,22.8310502283105,-1,100,500
22.2,26.8519167514429,33.221476510067,25.1256281407035,-1,100,500
2.7,26.8519167514429,37.4999999999999,27.4725274725275,-1,100,500
72.1,26.8519167514429,24.5049504950494,19.8412698412698,-1,100,500
13.75,26.8519167514429,32.5657894736841,24.7524752475248,-1,100,500
0.7,26.8519167514429,40.5737704918032,29.0697674418605,-1,100,500
14.5,26.8519167514429,32.7814569536423,24.8756218905473,-1,100,500
5.9,26.8519167514429,35.1063829787233,26.1780104712042,-1,100,500
18,26.8519167514429,32.3529411764705,24.6305418719212,-1,100,500
93.05,26.8519167514429,20.7112970711297,17.3010380622837,-1,100,500
21.65,26.8519167514429,30.7453416149068,23.696682464455,-1,100,500
52.1,26.8519167514429,27.0491803278688,21.4592274678112,-1,100,500
95.4,26.8519167514429,19.1860465116279,16.2337662337662,-1,100,500
99.05,26.8519167514429,15.6645569620253,13.6612021857924,-1,100,500
14,26.8519167514429,32.5657894736841,24.7524752475248,-1,100,500
73.8,26.8519167514429,24.5049504950495,19.8412698412698,-1,100,500
78.3,26.8519167514429,23.5714285714285,19.2307692307692,-1,100,500
67.85,26.8519167514429,25.2551020408163,20.3252032520325,-1,100,500
56.45,26.8519167514429,26.4705882352941,21.0970464135021,-1,100,500
6.1,26.8519167514429,33.673469387755,25.3807106598985,-1,100,500
48.35,26.8519167514429,27.3480662983425,21.6450216450216,-1,100,500
34.3,26.8519167514429,29.1176470588234,22.7272727272727,-1,100,500
74.9,26.8519167514429,24.3842364532019,19.7628458498024,-1,100,500
24.1,26.8519167514429,30.5555555555555,23.5849056603774,-1,100,500
1.45,26.8519167514429,35.3571428571428,26.3157894736842,-1,100,500
33.5,26.8519167514429,29.1176470588235,22.7272727272727,-1,100,500
15.35,26.8519167514429,32.7814569536423,24.8756218905473,-1,100,500
45.7,26.8519167514429,27.9661016949152,22.0264317180617,-1,100,500
72.9,26.8519167514429,24.3842364532019,19.7628458498024,-1,100,500
7.9,26.8519167514429,32.7814569536423,24.8756218905473,-1,100,500
32.95,26.8519167514429,28.7790697674418,22.5225225225225,-1,100,500
79.35,26.8519167514429,23.4597156398104,19.1570881226054,-1,100,500
15,26.8519167514429,32.7814569536423,24.8756218905473,-1,100,500
0,26.8519167514429,49.0099009900989,33.112582781457,-1,100,500
67.3,26.8519167514429,25.1269035532994,20.2429149797571,-1,100,500
63.35,26.8519167514429,25.6476683937823,20.5761316872428,-1,100,500
89.45,26.8519167514429,22.2972972972972,18.3823529411765,-1,100,500
78.55,26.8519167514429,24.3842364532019,19.7628458498024,-1,100,500
84,26.8519167514429,21.9999999999999,18.1818181818182,-1,100,500
79.65,26.8519167514429,23.5714285714285,19.2307692307692,-1,100,500
49.85,26.8519167514429,27.4999999999999,21.7391304347826,-1,100,500
69.45,26.8519167514429,25,20.1612903225806,-1,100,500
92.9,26.8519167514429,19.9596774193548,16.7785234899329,-1,100,500
76.2,26.8519167514429,23.7980769230769,19.3798449612403,-1,100,500
98.45,26.8519167514429,18.1985294117647,15.527950310559,-1,100,500
73.8,26.8519167514429,24.7499999999999,20,-1,100,500
11.7,26.8519167514429,32.1428571428571,24.5098039215686,-1,100,500
91,26.8519167514429,21.244635193133,17.6678445229682,-1,100,500
8.2,26.8519167514429,32.7814569536423,24.8756218905473,-1,100,500
82.1,26.8519167514429,23.1308411214953,18.9393939393939,-1,100,500
37.15,26.8519167514429,28.7790697674418,22.5225225225225,-1,100,500
1.25,26.8519167514429,36.9402985074626,27.1739130434783,-1,100,500
2.7,26.8519167514429,34.8591549295774,26.0416666666667,-1,100,500
5.95,26.8519167514429,32.5657894736841,24.7524752475248,-1,100,500
38.75,26.8519167514429,28.7790697674418,22.5225225225225,-1,100,500
62.05,26.8519167514429,25.9162303664921,20.746887966805,-1,100,500
10.2,26.8519167514429,32.1428571428571,24.5098039215686,-1,100,500
92.9,26.8519167514429,19.4117647058823,16.3934426229508,-1,100,500
61.35,26.8519167514429,26.0526315789473,20.8333333333333,-1,100,500
49.25,26.8519167514429,27.4999999999999,21.7391304347826,-1,100,500
95.15,26.8519167514429,20.7112970711297,17.3010380622837,-1,100,500
77.65,26.8519167514429,23.7980769230769,19.3798449612403,-1,100,500
83.4,26.8519167514429,22.4999999999999,18.5185185185185,-1,100,500
88.3,26.8519167514429,22,18.1818181818182,-1,100,500
33,26.8519167514429,30.3680981595091,23.4741784037559,-1,100,500
31.2,26.8519167514429,29.2899408284023,22.8310502283105,-1,100,500
6.1,26.8519167514429,35.3571428571428,26.3157894736842,-1,100,500
42.8,26.8519167514429,28.4482758620689,22.3214285714286,-1,100,500
69.35,26.8519167514429,24.8743718592964,20.0803212851406,-1,100,500
37.5,26.8519167514429,28.6127167630057,22.4215246636771,-1,100,500
14.75,26.8519167514429,31.9354838709677,24.390243902439,-1,100,500
92.5,26.8519167514429,20.8860759493671,17.4216027874564,-1,100,500
95,26.8519167514429,19.8,16.6666666666667,-1,100,500
24.85,26.8519167514429,30.5555555555555,23.5849056603774,-1,100,500
78.35,26.8519167514429,24.2647058823529,19.6850393700787,-1,100,500
98.1,26.8519167514429,18.5393258426966,15.7728706624606,-1,100,500
48.65,26.8519167514429,27.1978021978021,21.551724137931,-1,100,500
1.25,26.8519167514429,37.4999999999999,27.4725274725275,-1,100,500
89.75,26.8519167514429,21.806167400881,18.0505415162455,-1,100,500
9.5,26.8519167514429,33.4459459459459,25.2525252525252,-1,100,500
28.05,26.8519167514429,29.1176470588235,22.7272727272727,-1,100,500
10.7,26.8519167514429,32.9999999999999,25,-1,100,500
60.8,26.8519167514429,26.0526315789473,20.8333333333333,-1,100,500
77.9,26.8519167514429,23.5714285714285,19.2307692307692,-1,100,500
39.65,26.8519167514429,28.6127167630057,22.4215246636771,-1,100,500
26.8,26.8519167514429,30.9374999999999,23.8095238095238,-1,100,500
44.4,26.8519167514429,27.6536312849161,21.8340611353712,-1,100,500
31.9,26.8519167514429,29.4642857142857,22.9357798165138,-1,100,500
20.95,26.8519167514429,30.9374999999999,23.8095238095238,-1,100,500
59.9,26.8519167514429,26.0526315789473,20.8333333333333,-1,100,500
0.15,26.8519167514429,43.4210526315788,30.4878048780488,-1,100,500
71.2,26.8519167514429,24.5049504950494,19.8412698412698,-1,100,500
9.7,26.8519167514429,33.221476510067,25.1256281407035,-1,100,500
60.75,26.8519167514429,25.9162303664921,20.746887966805,-1,100,500
76.3,26.8519167514429,24.3842364532019,19.7628458498024,-1,100,500
4,26.8519167514429,35.8695652173912,26.5957446808511,-1,100,500
51.85,26.8519167514429,27.0491803278688,21.4592274678112,-1,100,500
95.35,26.8519167514429,18.8212927756654,15.9744408945687,-1,100,500
95,26.8519167514429,20.1219512195122,16.8918918918919,-1,100,500
16.55,26.8519167514429,31.5286624203821,24.1545893719807,-1,100,500
54.85,26.8519167514429,26.6129032258064,21.1864406779661,-1,100,500
81.75,26.8519167514429,23.2394366197183,19.0114068441065,-1,100,500
12.25,26.8519167514429,32.1428571428571,24.5098039215686,-1,100,500
1.45,26.8519167514429,36.6666666666666,27.027027027027,-1,100,500
96.2,26.8519167514429,20.0404858299595,16.8350168350168,-1,100,500
2.15,26.8519167514429,34.3749999999999,25.7731958762887,-1,100,500
4.9,26.8519167514429,35.3571428571428,26.3157894736842,-1,100,500
69.9,26.8519167514429,24.8743718592964,20.0803212851406,-1,100,500
61.8,26.8519167514429,26.0526315789473,20.8333333333333,-1,100,500
91.4,26.8519167514429,21.1538461538461,17.6056338028169,-1,100,500
0.75,26.8519167514429,37.7862595419846,27.6243093922652,-1,100,500
90.85,26.8519167514429,21.6157205240174,17.921146953405,-1,100,500
35.2,26.8519167514429,29.2899408284023,22.8310502283105,-1,100,500
75,26.8519167514429,24.2647058823529,19.6850393700787,-1,100,500
