"qtile","truediv","chaoest","obsD","l","inds","reps"
79.5,15,13.5245901639344,12.0192307692308,-1,100,500
5.05,15,17.7419354838709,15.1975683890578,-1,100,500
90.95,15,12.7249357326478,11.3895216400911,-1,100,500
49.15,15,15.1840490797546,13.2978723404255,-1,100,500
38.2,15,15.9163987138263,13.8504155124654,-1,100,500
36.25,15,15.814696485623,13.7741046831956,-1,100,500
10.2,15,17.9347826086956,15.3374233128834,-1,100,500
63,15,14.4736842105263,12.7551020408163,-1,100,500
0.95,15,20.4545454545454,17.1232876712329,-1,100,500
74.45,15,13.5245901639344,12.0192307692308,-1,100,500
74.05,15,13.7883008356546,12.2249388753056,-1,100,500
35.25,15,15.814696485623,13.7741046831956,-1,100,500
36.85,15,15.9163987138263,13.8504155124654,-1,100,500
69.3,15,14.1428571428571,12.5,-1,100,500
75.5,15,13.6740331491712,12.1359223300971,-1,100,500
48.25,15,15.2307692307692,13.3333333333333,-1,100,500
5.35,15,18.4701492537313,15.7232704402516,-1,100,500
2.4,15,18.9655172413793,16.0771704180064,-1,100,500
70.8,15,13.9044943820224,12.3152709359606,-1,100,500
56.25,15,14.6884272997032,12.9198966408269,-1,100,500
88.5,15,12.890625,11.5207373271889,-1,100,500
67.65,15,14.0226628895184,12.4069478908189,-1,100,500
46.55,15,15.2307692307692,13.3333333333333,-1,100,500
30.65,15,16.2828947368421,14.1242937853107,-1,100,500
51.5,15,15.0455927051671,13.1926121372032,-1,100,500
13.05,15,17.3684210526315,14.9253731343284,-1,100,500
31.95,15,16.0194174757281,13.9275766016713,-1,100,500
27.05,15,16.2295081967213,14.0845070422535,-1,100,500
55.6,15,14.8203592814371,13.0208333333333,-1,100,500
39.45,15,15.6645569620253,13.6612021857923,-1,100,500
38.7,15,15.814696485623,13.7741046831956,-1,100,500
33.4,15,15.8653846153846,13.8121546961326,-1,100,500
54.2,15,14.9096385542168,13.0890052356021,-1,100,500
89.7,15,12.6598465473145,11.3378684807256,-1,100,500
12.6,15,17.2473867595818,14.8367952522255,-1,100,500
86.3,15,12.8238341968912,11.4678899082569,-1,100,500
0.4,15,20.6249999999999,17.2413793103448,-1,100,500
41.15,15,15.566037735849,13.5869565217391,-1,100,500
82.5,15,13.0263157894736,11.6279069767442,-1,100,500
73.65,15,13.9044943820225,12.3152709359606,-1,100,500
39.6,15,15.6151419558359,13.6239782016349,-1,100,500
20.7,15,17.3684210526315,14.9253731343284,-1,100,500
38.05,15,15.814696485623,13.7741046831956,-1,100,500
71.1,15,13.8655462184874,12.2850122850123,-1,100,500
24.7,15,16.7796610169491,14.4927536231884,-1,100,500
99.95,15,9.39278937381401,8.66551126516464,-1,100,500
68.5,15,13.9830508474576,12.3762376237624,-1,100,500
2.85,15,19.1860465116279,16.2337662337662,-1,100,500
77.8,15,13.5245901639344,12.0192307692308,-1,100,500
7.15,15,18.1318681318681,15.4798761609907,-1,100,500
69.05,15,13.9436619718309,12.3456790123457,-1,100,500
28.35,15,16.6107382550335,14.367816091954,-1,100,500
12,15,17.1875,14.792899408284,-1,100,500
87.3,15,12.5954198473282,11.2866817155756,-1,100,500
53.65,15,14.9096385542168,13.0890052356021,-1,100,500
86.85,15,12.6598465473145,11.3378684807256,-1,100,500
32.45,15,15.9677419354838,13.8888888888889,-1,100,500
54.7,15,14.776119402985,12.987012987013,-1,100,500
1.3,15,19.1860465116279,16.2337662337662,-1,100,500
81.1,15,13.4146341463414,11.9331742243437,-1,100,500
75.6,15,13.75,12.1951219512195,-1,100,500
43.6,15,15.4205607476635,13.4770889487871,-1,100,500
50.65,15,15.0914634146341,13.2275132275132,-1,100,500
19,15,16.8367346938775,14.5348837209302,-1,100,500
26.25,15,16.6107382550335,14.367816091954,-1,100,500
61.95,15,14.516129032258,12.7877237851662,-1,100,500
7.4,15,18.0656934306569,15.4320987654321,-1,100,500
66.7,15,14.2651296829971,12.5944584382872,-1,100,500
85.95,15,13.2707774798927,11.8203309692671,-1,100,500
74.9,15,13.5245901639344,12.0192307692308,-1,100,500
14.7,15,17.3684210526315,14.9253731343284,-1,100,500
34.4,15,15.9677419354838,13.8888888888889,-1,100,500
78.9,15,13.5989010989011,12.0772946859903,-1,100,500
25.2,15,16.4451827242525,14.2450142450142,-1,100,500
90.25,15,12.4685138539042,11.1856823266219,-1,100,500
24.7,15,16.6666666666666,14.4092219020173,-1,100,500
58.05,15,14.6884272997032,12.9198966408269,-1,100,500
87.75,15,13.1648936170213,11.7370892018779,-1,100,500
39.9,15,15.566037735849,13.5869565217391,-1,100,500
70.9,15,13.943661971831,12.3456790123457,-1,100,500
1.45,15,20.204081632653,16.9491525423729,-1,100,500
7.8,15,19.0384615384615,16.1290322580645,-1,100,500
28.7,15,16.3366336633663,14.1643059490085,-1,100,500
56.5,15,14.8203592814371,13.0208333333333,-1,100,500
65.05,15,14.2651296829971,12.5944584382872,-1,100,500
81.6,15,13.0606860158311,11.6550116550117,-1,100,500
74.5,15,13.5989010989011,12.0772946859903,-1,100,500
16.15,15,17.1875,14.792899408284,-1,100,500
95.75,15,11.7298578199052,10.5932203389831,-1,100,500
41.45,15,15.5172413793103,13.550135501355,-1,100,500
13.3,15,17.9347826086956,15.3374233128834,-1,100,500
1.7,15,19.8795180722891,16.7224080267559,-1,100,500
49.35,15,15.137614678899,13.262599469496,-1,100,500
39.6,15,15.764331210191,13.7362637362637,-1,100,500
83.4,15,13.129973474801,11.7096018735363,-1,100,500
74.75,15,13.75,12.1951219512195,-1,100,500
66.45,15,14.2651296829971,12.5944584382872,-1,100,500
23.9,15,16.8941979522184,14.5772594752187,-1,100,500
76.3,15,13.8268156424581,12.2549019607843,-1,100,500
14.35,15,17.1875,14.792899408284,-1,100,500
79.55,15,13.4146341463414,11.9331742243437,-1,100,500
18.4,15,17.0103092783505,14.6627565982405,-1,100,500
26.8,15,16.2828947368421,14.1242937853107,-1,100,500
59.8,15,14.5588235294117,12.8205128205128,-1,100,500
96.8,15,12.1026894865525,10.8932461873638,-1,100,500
17.85,15,17.1280276816609,14.7492625368732,-1,100,500
70.2,15,13.9044943820225,12.3152709359606,-1,100,500
89.4,15,12.6598465473146,11.3378684807256,-1,100,500
66.85,15,14.2651296829971,12.5944584382872,-1,100,500
54.3,15,14.8648648648648,13.0548302872063,-1,100,500
41.45,15,15.46875,13.5135135135135,-1,100,500
6.1,15,18.6792452830188,15.8730158730159,-1,100,500
10.35,15,17.5531914893617,15.0602409638554,-1,100,500
22.5,15,17.0103092783505,14.6627565982405,-1,100,500
88.65,15,13.0952380952381,11.6822429906542,-1,100,500
15.9,15,17.4295774647887,14.9700598802395,-1,100,500
91.55,15,12.3441396508728,11.0864745011086,-1,100,500
1,15,20.4545454545454,17.1232876712329,-1,100,500
91.9,15,12.192118226601,10.9649122807018,-1,100,500
64.75,15,14.3063583815029,12.6262626262626,-1,100,500
4.45,15,18.8931297709923,16.025641025641,-1,100,500
37.8,15,15.6151419558359,13.6239782016349,-1,100,500
20.85,15,16.9520547945205,14.6198830409357,-1,100,500
1.25,15,19.260700389105,16.2866449511401,-1,100,500
93,15,12.1026894865525,10.8932461873638,-1,100,500
76.9,15,13.5989010989011,12.0772946859903,-1,100,500
1.15,15,19.260700389105,16.2866449511401,-1,100,500
