"qtile","truediv","chaoest","obsD","l","inds","reps"
3.1,26.8519167514429,37.2180451127819,27.3224043715847,-1,100,500
0.15,26.8519167514429,41.5966386554621,29.585798816568,-1,100,500
0.35,26.8519167514429,41.5966386554621,29.585798816568,-1,100,500
60.85,26.8519167514429,26.0526315789473,20.8333333333333,-1,100,500
99.2,26.8519167514429,16.8941979522184,14.5772594752187,-1,100,500
71.5,26.8519167514429,24.7499999999999,20,-1,100,500
83,26.8519167514429,22.6027397260273,18.5873605947955,-1,100,500
88.9,26.8519167514429,22.0982142857142,18.2481751824818,-1,100,500
24.95,26.8519167514429,30.3680981595091,23.4741784037559,-1,100,500
75.55,26.8519167514429,23.4597156398104,19.1570881226054,-1,100,500
15.25,26.8519167514429,31.9354838709676,24.390243902439,-1,100,500
47.2,26.8519167514429,27.6536312849161,21.8340611353712,-1,100,500
82.5,26.8519167514429,22.7064220183486,18.6567164179104,-1,100,500
43.7,26.8519167514429,27.9661016949152,22.0264317180617,-1,100,500
32.95,26.8519167514429,29.2899408284023,22.8310502283105,-1,100,500
77.05,26.8519167514429,23.7980769230769,19.3798449612403,-1,100,500
47.9,26.8519167514429,27.6536312849161,21.8340611353712,-1,100,500
13.75,26.8519167514429,32.3529411764705,24.6305418719212,-1,100,500
20.1,26.8519167514429,31.132075471698,23.9234449760766,-1,100,500
95.15,26.8519167514429,18.8212927756653,15.9744408945687,-1,100,500
87.25,26.8519167514429,22.1973094170403,18.3150183150183,-1,100,500
32.3,26.8519167514429,29.9999999999999,23.2558139534884,-1,100,500
9,26.8519167514429,33.4459459459459,25.2525252525253,-1,100,500
47.3,26.8519167514429,27.4999999999999,21.7391304347826,-1,100,500
19.95,26.8519167514429,30.5555555555555,23.5849056603774,-1,100,500
98.4,26.8519167514429,18.6090225563909,15.8227848101266,-1,100,500
5.1,26.8519167514429,34.6153846153845,25.9067357512953,-1,100,500
25,26.8519167514429,30.3680981595091,23.4741784037559,-1,100,500
0.2,26.8519167514429,40.9090909090908,29.2397660818713,-1,100,500
46.45,26.8519167514429,27.6536312849161,21.8340611353712,-1,100,500
0,26.8519167514429,38.3720930232557,27.9329608938547,-1,100,500
3.9,26.8519167514429,36.9402985074626,27.1739130434783,-1,100,500
39.55,26.8519167514429,28.6127167630057,22.4215246636771,-1,100,500
80.25,26.8519167514429,23.4597156398104,19.1570881226054,-1,100,500
26.25,26.8519167514429,29.8192771084337,23.1481481481481,-1,100,500
23.5,26.8519167514429,31.9354838709677,24.390243902439,-1,100,500
30.65,26.8519167514429,29.9999999999999,23.2558139534884,-1,100,500
51.1,26.8519167514429,27.0491803278688,21.4592274678112,-1,100,500
37.3,26.8519167514429,29.2899408284023,22.8310502283105,-1,100,500
86.1,26.8519167514429,22.7064220183486,18.6567164179104,-1,100,500
49.15,26.8519167514429,27.6536312849161,21.8340611353712,-1,100,500
64.85,26.8519167514429,25.1269035532995,20.2429149797571,-1,100,500
82.5,26.8519167514429,23.2394366197182,19.0114068441065,-1,100,500
94.4,26.8519167514429,21.1538461538461,17.6056338028169,-1,100,500
36.4,26.8519167514429,28.7790697674418,22.5225225225225,-1,100,500
84.55,26.8519167514429,23.1308411214953,18.9393939393939,-1,100,500
1.7,26.8519167514429,39.5999999999999,28.5714285714286,-1,100,500
87.35,26.8519167514429,21.6157205240174,17.921146953405,-1,100,500
58.65,26.8519167514429,26.1904761904761,20.9205020920502,-1,100,500
24.65,26.8519167514429,30.7453416149068,23.696682464455,-1,100,500
45.7,26.8519167514429,27.9661016949152,22.0264317180617,-1,100,500
44.95,26.8519167514429,27.8089887640449,21.9298245614035,-1,100,500
93.9,26.8519167514429,20.798319327731,17.3611111111111,-1,100,500
68.05,26.8519167514429,25,20.1612903225806,-1,100,500
66.5,26.8519167514429,25.1269035532995,20.2429149797571,-1,100,500
7.4,26.8519167514429,34.3749999999999,25.7731958762887,-1,100,500
11,26.8519167514429,34.3749999999999,25.7731958762887,-1,100,500
98.3,26.8519167514429,19.6428571428571,16.5562913907285,-1,100,500
67.75,26.8519167514429,25.2551020408162,20.3252032520325,-1,100,500
27.8,26.8519167514429,30.1829268292682,23.3644859813084,-1,100,500
64.2,26.8519167514429,25.6476683937823,20.5761316872428,-1,100,500
76.95,26.8519167514429,24.1463414634146,19.6078431372549,-1,100,500
4.1,26.8519167514429,34.6153846153845,25.9067357512953,-1,100,500
90.15,26.8519167514429,22.1973094170403,18.3150183150183,-1,100,500
13,26.8519167514429,32.5657894736841,24.7524752475247,-1,100,500
70.2,26.8519167514429,24.9999999999999,20.1612903225806,-1,100,500
0.05,26.8519167514429,42.3076923076922,29.940119760479,-1,100,500
74.8,26.8519167514429,23.6842105263158,19.3050193050193,-1,100,500
23.8,26.8519167514429,30.1829268292682,23.3644859813084,-1,100,500
92.75,26.8519167514429,19.9596774193548,16.7785234899329,-1,100,500
33.15,26.8519167514429,28.9473684210526,22.6244343891403,-1,100,500
7.6,26.8519167514429,33.4459459459459,25.2525252525252,-1,100,500
38.15,26.8519167514429,28.6127167630057,22.4215246636771,-1,100,500
7.8,26.8519167514429,32.9999999999999,25,-1,100,500
63.5,26.8519167514429,25.3846153846154,20.4081632653061,-1,100,500
7.9,26.8519167514429,33.904109589041,25.5102040816327,-1,100,500
99.5,26.8519167514429,16.6666666666666,14.4092219020173,-1,100,500
58.3,26.8519167514429,26.3297872340425,21.0084033613445,-1,100,500
67.05,26.8519167514429,25.3846153846153,20.4081632653061,-1,100,500
83.3,26.8519167514429,22.6027397260274,18.5873605947955,-1,100,500
98.35,26.8519167514429,18,15.3846153846154,-1,100,500
53.85,26.8519167514429,26.9021739130434,21.3675213675214,-1,100,500
7.1,26.8519167514429,33.221476510067,25.1256281407035,-1,100,500
77.7,26.8519167514429,24.0291262135922,19.53125,-1,100,500
90.85,26.8519167514429,20.4545454545454,17.1232876712329,-1,100,500
1.15,26.8519167514429,38.9763779527558,28.2485875706215,-1,100,500
79.9,26.8519167514429,23.9130434782608,19.4552529182879,-1,100,500
0.25,26.8519167514429,37.7862595419846,27.6243093922652,-1,100,500
78.7,26.8519167514429,23.5714285714285,19.2307692307692,-1,100,500
7.3,26.8519167514429,33.673469387755,25.3807106598985,-1,100,500
73.2,26.8519167514429,24.2647058823529,19.6850393700787,-1,100,500
4.65,26.8519167514429,35.6115107913668,26.4550264550265,-1,100,500
7.35,26.8519167514429,34.6153846153845,25.9067357512953,-1,100,500
64.85,26.8519167514429,25.3846153846153,20.4081632653061,-1,100,500
2.95,26.8519167514429,36.3970588235293,26.8817204301075,-1,100,500
31.95,26.8519167514429,29.6407185628742,23.0414746543779,-1,100,500
68.95,26.8519167514429,24.7499999999999,20,-1,100,500
20.4,26.8519167514429,31.7307692307692,24.2718446601942,-1,100,500
65.15,26.8519167514429,25.1269035532995,20.2429149797571,-1,100,500
95.65,26.8519167514429,19.3359375,16.3398692810458,-1,100,500
83.7,26.8519167514429,22.0982142857143,18.2481751824817,-1,100,500
7.6,26.8519167514429,34.8591549295774,26.0416666666667,-1,100,500
95.65,26.8519167514429,19.3359374999999,16.3398692810458,-1,100,500
13,26.8519167514429,32.5657894736841,24.7524752475248,-1,100,500
2.7,26.8519167514429,35.8695652173912,26.5957446808511,-1,100,500
76.9,26.8519167514429,23.5714285714285,19.2307692307692,-1,100,500
32.9,26.8519167514429,29.2899408284023,22.8310502283105,-1,100,500
72.55,26.8519167514429,24.1463414634146,19.6078431372549,-1,100,500
70.25,26.8519167514429,24.9999999999999,20.1612903225806,-1,100,500
98.75,26.8519167514429,18.1318681318681,15.4798761609907,-1,100,500
64.65,26.8519167514429,25.6476683937823,20.5761316872428,-1,100,500
28.2,26.8519167514429,29.6407185628742,23.0414746543779,-1,100,500
32.6,26.8519167514429,29.1176470588234,22.7272727272727,-1,100,500
7.5,26.8519167514429,34.1379310344827,25.6410256410256,-1,100,500
1.75,26.8519167514429,38.6718749999999,28.0898876404494,-1,100,500
99.7,26.8519167514429,17.3684210526315,14.9253731343284,-1,100,500
11.2,26.8519167514429,32.7814569536423,24.8756218905473,-1,100,500
7.25,26.8519167514429,33.904109589041,25.5102040816327,-1,100,500
28.75,26.8519167514429,29.6407185628742,23.0414746543779,-1,100,500
17.2,26.8519167514429,31.132075471698,23.9234449760766,-1,100,500
2.75,26.8519167514429,34.6153846153845,25.9067357512953,-1,100,500
99.15,26.8519167514429,17.4295774647887,14.9700598802395,-1,100,500
91.15,26.8519167514429,21.806167400881,18.0505415162455,-1,100,500
