"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.6325,0.6325,196.5185,184.5185,187,175,192.13476,191,1,1000
0.743,0.743,195.7135,182.7135,185,172,192.13476,190,1,1000
0.22,0.22,201.048,188.048,191,178,192.13476,195,1,1000
0.74,0.74,195.554,183.554,187,175,192.13476,190,1,1000
0.264,0.264,199.619,187.619,190,178,192.13476,194,1,1000
0.154,0.154,201.279,188.279,191,178,192.13476,195,1,1000
0.633,0.633,197.7085,184.7085,187,174,192.13476,191,1,1000
0.541,0.541,197.8705,185.8705,187,175,192.13476,192,1,1000
0.4235,0.4235,198.967,186.967,189,177,192.13476,193,1,1000
0.4985,0.4985,197.578,185.578,188,176,192.13476,192,1,1000
0.3265,0.3265,200.079,187.079,191,178,192.13476,194,1,1000
0.3935,0.3935,198.7195,186.7195,189,177,192.13476,193,1,1000
0.2575,0.2575,199.5155,187.5155,189,177,192.13476,194,1,1000
0.0675,0.0675,205.0915,191.0915,193,179,192.13476,198,1,1000
0.9965,0.9965,190.2815,179.2815,181,170,192.13476,185,1,1000
0.529,0.529,197.7815,185.7815,189,177,192.13476,192,1,1000
0.3055,0.3055,199.8595,186.8595,190,177,192.13476,194,1,1000
0.3335,0.3335,199.2155,187.2155,189,177,192.13476,193,1,1000
0.226,0.226,199.2035,188.2035,189,178,192.13476,194,1,1000
0.1985,0.1985,201.6745,188.6745,192,179,192.13476,195,1,1000
0.101,0.101,202.409,189.409,193,180,192.13476,196,1,1000
0.422,0.422,198.923,186.923,190,178,192.13476,193,1,1000
0.2515,0.2515,199.4635,188.4635,190,179,192.13476,194,1,1000
0.356,0.356,199.3925,186.3925,192,179,192.13476,193,1,1000
0.526,0.526,197.817,185.817,188,176,192.13476,192,1,1000
0.192,0.192,201.6965,187.6965,192,178,192.13476,195,1,1000
0.4535,0.4535,197.178,186.178,189,178,192.13476,192,1,1000
0.4495,0.4495,198.168,185.168,188,175,192.13476,192,1,1000
0.5235,0.5235,197.811,185.811,188,176,192.13476,192,1,1000
0.308,0.308,200.8765,187.8765,190,177,192.13476,194,1,1000
0.229,0.229,201.0005,188.0005,190,177,192.13476,195,1,1000
0.4165,0.4165,199.73,185.73,191,177,192.13476,193,1,1000
0.1035,0.1035,202.3555,189.3555,192,179,192.13476,196,1,1000
0.5605,0.5605,196.1565,185.1565,185,174,192.13476,191,1,1000
0.2195,0.2195,200.979,187.979,190,177,192.13476,195,1,1000
0.56,0.56,198.0275,185.0275,189,176,192.13476,192,1,1000
0.7915,0.7915,195.9705,183.9705,186,174,192.13476,190,1,1000
0.688,0.688,197.0685,185.0685,186,174,192.13476,191,1,1000
0.1365,0.1365,202.89,189.89,194,181,192.13476,196,1,1000
0.6095,0.6095,196.42,184.42,189,177,192.13476,191,1,1000
0.215,0.215,201.778,187.778,193,179,192.13476,195,1,1000
0.977,0.977,191.732,181.732,184,174,192.13476,187,1,1000
0.5045,0.5045,199.508,184.508,190,175,192.13476,192,1,1000
0.4215,0.4215,198.939,186.939,192,180,192.13476,193,1,1000
