"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.2725,0.2725,202.706,196.706,201,195,199.425,200,1,1778
0.5365,0.5365,201.8,195.8,200,194,199.425,199,1,1778
0.4395,0.4395,202.332,196.332,200,194,199.425,200,1,1778
0.4835,0.4835,201.5125,195.5125,199,193,199.425,199,1,1778
0.7775,0.7775,200.717,194.717,199,193,199.425,198,1,1778
0.3435,0.3435,202.8025,195.8025,202,195,199.425,200,1,1778
0.522,0.522,201.7125,195.7125,200,194,199.425,199,1,1778
0.514,0.514,202.6435,195.6435,201,194,199.425,199,1,1778
0.5455,0.5455,200.794,196.794,199,195,199.425,199,1,1778
0.2565,0.2565,202.523,196.523,200,194,199.425,200,1,1778
0.2965,0.2965,202.8095,196.8095,201,195,199.425,200,1,1778
0.405,0.405,202.3135,197.3135,201,196,199.425,200,1,1778
0.542,0.542,201.7755,195.7755,200,194,199.425,199,1,1778
0.463,0.463,201.4915,195.4915,200,194,199.425,199,1,1778
0.3135,0.3135,203.707,196.707,203,196,199.425,200,1,1778
0.4995,0.4995,201.627,195.627,199,193,199.425,199,1,1778
0.7135,0.7135,200.4915,194.4915,199,193,199.425,198,1,1778
0.617,0.617,202.115,195.115,200,193,199.425,199,1,1778
0.8985,0.8985,200.132,195.132,199,194,199.425,198,1,1778
0.4215,0.4215,205.9175,194.9175,207,196,199.425,200,1,1778
0.4725,0.4725,201.501,195.501,199,193,199.425,199,1,1778
0.7635,0.7635,200.815,193.815,198,191,199.425,198,1,1778
0.4315,0.4315,202.35,196.35,200,194,199.425,200,1,1778
0.5,0.5,201.6885,195.6885,200,194,199.425,199,1,1778
0.22,0.22,202.5365,196.5365,201,195,199.425,200,1,1778
0.526,0.526,201.734,195.734,200,194,199.425,199,1,1778
0.3895,0.3895,202.2005,197.2005,201,196,199.425,200,1,1778
0.958,0.958,199.912,193.912,198,192,199.425,197,1,1778
0.834,0.834,200.952,194.952,200,194,199.425,198,1,1778
0.5115,0.5115,201.615,195.615,200,194,199.425,199,1,1778
0.5905,0.5905,201.949,195.949,200,194,199.425,199,1,1778
0.2365,0.2365,202.553,196.553,201,195,199.425,200,1,1778
0.8875,0.8875,200.3805,194.3805,199,193,199.425,198,1,1778
0.304,0.304,201.927,196.927,200,195,199.425,200,1,1778
0.3865,0.3865,203.901,195.901,202,194,199.425,200,1,1778
0.63,0.63,203.202,195.202,203,195,199.425,199,1,1778
0.6385,0.6385,202.191,195.191,200,193,199.425,199,1,1778
0.4185,0.4185,202.2955,196.2955,200,194,199.425,200,1,1778
0.236,0.236,202.533,196.533,201,195,199.425,200,1,1778
0.2105,0.2105,202.4705,197.4705,201,196,199.425,200,1,1778
0.315,0.315,202.8935,196.8935,201,195,199.425,200,1,1778
0.2245,0.2245,202.456,197.456,201,196,199.425,200,1,1778
1,1,198.447,194.447,197,193,199.425,197,1,1778
0.515,0.515,201.66,195.66,200,194,199.425,199,1,1778
0.532,0.532,201.716,195.716,200,194,199.425,199,1,1778
0.492,0.492,201.573,195.573,200,194,199.425,199,1,1778
0.525,0.525,201.685,195.685,201,195,199.425,199,1,1778
0.5455,0.5455,201.767,195.767,200,194,199.425,199,1,1778
0.568,0.568,201.8495,195.8495,200,194,199.425,199,1,1778
0.5115,0.5115,201.6965,195.6965,199,193,199.425,199,1,1778
0.5375,0.5375,201.758,195.758,200,194,199.425,199,1,1778
0.4575,0.4575,202.4045,196.4045,200,194,199.425,200,1,1778
0.4635,0.4635,201.475,195.475,200,194,199.425,199,1,1778
0.48,0.48,201.5745,195.5745,200,194,199.425,199,1,1778
0.413,0.413,203.1755,196.1755,200,193,199.425,200,1,1778
0.3225,0.3225,202.904,196.904,201,195,199.425,200,1,1778
0.385,0.385,203.1535,196.1535,201,194,199.425,200,1,1778
0.866,0.866,201.31,194.31,199,192,199.425,198,1,1778
0.3075,0.3075,202.751,196.751,200,194,199.425,200,1,1778
0.471,0.471,202.4525,194.4525,200,192,199.425,199,1,1778
0.6085,0.6085,201.0705,196.0705,199,194,199.425,199,1,1778
0.4835,0.4835,201.551,195.551,200,194,199.425,199,1,1778
0.757,0.757,200.581,194.581,199,193,199.425,198,1,1778
0.374,0.374,203.0955,197.0955,201,195,199.425,200,1,1778
0.244,0.244,202.648,196.648,201,195,199.425,200,1,1778
0.445,0.445,202.38,197.38,201,196,199.425,200,1,1778
0.359,0.359,203.0425,196.0425,201,194,199.425,200,1,1778
0.353,0.353,202.8605,195.8605,200,193,199.425,200,1,1778
0.634,0.634,202.15,195.15,200,193,199.425,199,1,1778
0.448,0.448,203.2985,196.2985,202,195,199.425,200,1,1778
0.877,0.877,200.1835,195.1835,198,193,199.425,198,1,1778
0.2175,0.2175,201.6135,197.6135,200,196,199.425,200,1,1778
0.4105,0.4105,203.1935,196.1935,201,194,199.425,200,1,1778
0.4265,0.4265,202.261,196.261,201,195,199.425,200,1,1778
0.238,0.238,202.561,197.561,201,196,199.425,200,1,1778
