"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.7545,0.7545,65.0385,51.0385,61,47,60.36512,58,1,100
0.6085,0.6085,65.4145,52.4145,59,46,60.36512,59,1,100
0.5615,0.5615,67.1575,52.1575,63,48,60.36512,60,1,100
0.9505,0.9505,61.2195,50.2195,53,42,60.36512,56,1,100
0.1325,0.1325,70.875,56.875,64,50,60.36512,64,1,100
0.392,0.392,67.604,54.604,59,46,60.36512,61,1,100
0.8335,0.8335,63.8765,50.8765,58,45,60.36512,57,1,100
0.729,0.729,64.1615,53.1615,54,43,60.36512,59,1,100
0.44,0.44,67.086,55.086,58,46,60.36512,61,1,100
0.132,0.132,70.094,58.094,60,48,60.36512,64,1,100
0.319,0.319,68.9135,54.9135,63,49,60.36512,62,1,100
0.5425,0.5425,66.8215,53.8215,60,47,60.36512,60,1,100
0.661,0.661,65.996,51.996,61,47,60.36512,59,1,100
0.735,0.735,64.3655,52.3655,56,44,60.36512,58,1,100
0.7405,0.7405,64.684,51.684,59,46,60.36512,58,1,100
0.7975,0.7975,64.351,51.351,58,45,60.36512,58,1,100
0.2325,0.2325,69.973,55.973,63,49,60.36512,63,1,100
0.2825,0.2825,68.428,55.428,63,50,60.36512,62,1,100
0.9965,0.9965,57.693,46.693,53,42,60.36512,52,1,100
0.3465,0.3465,68.282,55.282,59,46,60.36512,62,1,100
0.374,0.374,67.4495,54.4495,61,48,60.36512,61,1,100
0.9995,0.9995,57.1485,46.1485,49,38,60.36512,52,1,100
0.956,0.956,61.3435,50.3435,53,42,60.36512,56,1,100
0.82,0.82,64.256,52.256,56,44,60.36512,58,1,100
0.8245,0.8245,64.3515,51.3515,58,45,60.36512,58,1,100
0.816,0.816,64.2065,52.2065,56,44,60.36512,58,1,100
0.1435,0.1435,70.822,57.822,63,50,60.36512,64,1,100
0.5705,0.5705,67.072,53.072,61,47,60.36512,60,1,100
0.2635,0.2635,67.5765,55.5765,57,45,60.36512,62,1,100
0.402,0.402,67.672,54.672,62,49,60.36512,61,1,100
0.1875,0.1875,69.64,56.64,61,48,60.36512,63,1,100
0.7595,0.7595,64.733,51.733,57,44,60.36512,58,1,100
0.8225,0.8225,64.1905,52.1905,57,45,60.36512,58,1,100
0.1395,0.1395,70.839,56.839,63,49,60.36512,64,1,100
0.249,0.249,69.2405,56.2405,61,48,60.36512,63,1,100
0.7415,0.7415,63.596,51.596,56,44,60.36512,58,1,100
0.9835,0.9835,59.928,47.928,53,41,60.36512,54,1,100
0.4115,0.4115,67.715,53.715,62,48,60.36512,61,1,100
0.22,0.22,68.926,56.926,59,47,60.36512,63,1,100
0.0125,0.0125,74.122,61.122,66,53,60.36512,68,1,100
0.1485,0.1485,71.0285,57.0285,64,50,60.36512,64,1,100
0.642,0.642,65.786,52.786,60,47,60.36512,59,1,100
0.9835,0.9835,59.84,47.84,54,42,60.36512,54,1,100
0.1265,0.1265,70.51,57.51,63,50,60.36512,64,1,100
0.5935,0.5935,66.3125,54.3125,58,46,60.36512,60,1,100
0.306,0.306,68.621,55.621,62,49,60.36512,62,1,100
0.9225,0.9225,62.257,49.257,57,44,60.36512,56,1,100
0.4635,0.4635,68.1205,54.1205,62,48,60.36512,61,1,100
0.5945,0.5945,67.353,52.353,64,49,60.36512,60,1,100
0.243,0.243,67.4135,56.4135,57,46,60.36512,62,1,100
