"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.474,0.474,100.416,93.416,98,91,96.78482,97,1,1000
0.6095,0.6095,99.067,92.067,96,89,96.78482,96,1,1000
0.8045,0.8045,99.237,91.237,96,88,96.78482,95,1,1000
0.176,0.176,103.3465,94.3465,101,92,96.78482,99,1,1000
0.143,0.143,102.425,94.425,100,92,96.78482,99,1,1000
0.043,0.043,103.9755,95.9755,101,93,96.78482,100,1,1000
0.487,0.487,100.4835,93.4835,98,91,96.78482,97,1,1000
0.7455,0.7455,99.729,91.729,99,91,96.78482,96,1,1000
0.5605,0.5605,98.8635,92.8635,97,91,96.78482,96,1,1000
0.139,0.139,102.4455,95.4455,99,92,96.78482,99,1,1000
0.4835,0.4835,101.4225,92.4225,98,89,96.78482,97,1,1000
0.881,0.881,97.9185,89.9185,96,88,96.78482,94,1,1000
0.683,0.683,99.4275,92.4275,97,90,96.78482,96,1,1000
0.694,0.694,99.4655,92.4655,97,90,96.78482,96,1,1000
0.1005,0.1005,101.446,95.446,99,93,96.78482,99,1,1000
0.289,0.289,101.498,94.498,98,91,96.78482,98,1,1000
0.661,0.661,99.2165,92.2165,97,90,96.78482,96,1,1000
0.5015,0.5015,100.5995,93.5995,98,91,96.78482,97,1,1000
0.864,0.864,98.549,91.549,96,89,96.78482,95,1,1000
0.699,0.699,99.6145,91.6145,97,89,96.78482,96,1,1000
0.8535,0.8535,98.3805,91.3805,95,88,96.78482,95,1,1000
0.7425,0.7425,98.634,92.634,96,90,96.78482,96,1,1000
0.566,0.566,98.886,91.886,96,89,96.78482,96,1,1000
0.252,0.252,102.1135,93.1135,101,92,96.78482,98,1,1000
0.2475,0.2475,101.921,93.921,98,90,96.78482,98,1,1000
0.797,0.797,97.923,90.923,95,88,96.78482,95,1,1000
0.4065,0.4065,100.1845,94.1845,97,91,96.78482,97,1,1000
0.631,0.631,100.2105,92.2105,97,89,96.78482,96,1,1000
0.8875,0.8875,98.6895,90.6895,98,90,96.78482,95,1,1000
0.226,0.226,101.092,94.092,98,91,96.78482,98,1,1000
0.5665,0.5665,98.902,91.902,96,89,96.78482,96,1,1000
0.707,0.707,99.8775,89.8775,99,89,96.78482,95,1,1000
0.8585,0.8585,98.5635,91.5635,96,89,96.78482,95,1,1000
0.0465,0.0465,104.086,96.086,101,93,96.78482,100,1,1000
0.4155,0.4155,100.1975,93.1975,97,90,96.78482,97,1,1000
0.256,0.256,100.464,94.464,98,92,96.78482,98,1,1000
0.181,0.181,100.8865,93.8865,99,92,96.78482,98,1,1000
0.695,0.695,99.516,91.516,97,89,96.78482,96,1,1000
0.926,0.926,96.876,90.876,94,88,96.78482,94,1,1000
0.3465,0.3465,100.82,92.82,98,90,96.78482,97,1,1000
0.4565,0.4565,99.448,93.448,97,91,96.78482,97,1,1000
0.1595,0.1595,100.795,94.795,99,93,96.78482,98,1,1000
0.4375,0.4375,101.2015,93.2015,98,90,96.78482,97,1,1000
0.616,0.616,100.126,91.126,97,88,96.78482,96,1,1000
0.4635,0.4635,100.4025,92.4025,97,89,96.78482,97,1,1000
0.9465,0.9465,96.945,90.945,94,88,96.78482,94,1,1000
0.2305,0.2305,101.998,93.998,100,92,96.78482,98,1,1000
0.3565,0.3565,100.853,92.853,99,91,96.78482,97,1,1000
0.2595,0.2595,102.162,94.162,99,91,96.78482,98,1,1000
0.183,0.183,102.725,94.725,99,91,96.78482,99,1,1000
0.468,0.468,101.304,93.304,98,90,96.78482,97,1,1000
0.9415,0.9415,97.349,90.349,94,87,96.78482,94,1,1000
0.0565,0.0565,104.112,95.112,100,91,96.78482,100,1,1000
0.5235,0.5235,99.698,93.698,98,92,96.78482,97,1,1000
0.4535,0.4535,100.2935,93.2935,97,90,96.78482,97,1,1000
0.975,0.975,97.717,90.717,96,89,96.78482,94,1,1000
0.362,0.362,100.846,92.846,99,91,96.78482,97,1,1000
0.842,0.842,98.6115,90.6115,96,88,96.78482,95,1,1000
0.6955,0.6955,99.525,92.525,97,90,96.78482,96,1,1000
0.144,0.144,102.337,95.337,98,91,96.78482,99,1,1000
0.651,0.651,99.3185,92.3185,96,89,96.78482,96,1,1000
0.322,0.322,102.5565,93.5565,100,91,96.78482,98,1,1000
0.488,0.488,100.5125,92.5125,98,90,96.78482,97,1,1000
0.604,0.604,99.004,92.004,96,89,96.78482,96,1,1000
0.315,0.315,99.7945,93.7945,97,91,96.78482,97,1,1000
0.545,0.545,100.776,92.776,99,91,96.78482,97,1,1000
0.9085,0.9085,97.782,91.782,96,90,96.78482,95,1,1000
0.169,0.169,101.742,95.742,100,94,96.78482,99,1,1000
0.0555,0.0555,103.393,96.393,100,93,96.78482,100,1,1000
0.1735,0.1735,100.908,93.908,98,91,96.78482,98,1,1000
0.409,0.409,101.0405,92.0405,100,91,96.78482,97,1,1000
0.1835,0.1835,100.8375,94.8375,98,92,96.78482,98,1,1000
0.509,0.509,99.641,93.641,97,91,96.78482,97,1,1000
0.9,0.9,98.696,91.696,96,89,96.78482,95,1,1000
0.3285,0.3285,99.8555,93.8555,98,92,96.78482,97,1,1000
0.268,0.268,101.295,94.295,98,91,96.78482,98,1,1000
0.5415,0.5415,100.751,92.751,99,91,96.78482,97,1,1000
0.254,0.254,101.357,94.357,98,91,96.78482,98,1,1000
0.464,0.464,101.3645,92.3645,98,89,96.78482,97,1,1000
0.7595,0.7595,99.781,92.781,97,90,96.78482,96,1,1000
0.534,0.534,100.767,92.767,99,91,96.78482,97,1,1000
0.8105,0.8105,99.27,91.27,96,88,96.78482,95,1,1000
0.447,0.447,101.246,93.246,98,90,96.78482,97,1,1000
0.359,0.359,100.8825,92.8825,98,90,96.78482,97,1,1000
0.5025,0.5025,100.586,93.586,98,91,96.78482,97,1,1000
0.8505,0.8505,98.366,91.366,96,89,96.78482,95,1,1000
0.3065,0.3065,101.4525,93.4525,99,91,96.78482,98,1,1000
0.312,0.312,102.4865,93.4865,100,91,96.78482,98,1,1000
0.641,0.641,99.233,92.233,98,91,96.78482,96,1,1000
0.2925,0.2925,100.695,94.695,98,92,96.78482,98,1,1000
0.8435,0.8435,98.389,91.389,95,88,96.78482,95,1,1000
0.455,0.455,101.319,92.319,98,89,96.78482,97,1,1000
0.926,0.926,97.5425,91.5425,96,90,96.78482,95,1,1000
0.2985,0.2985,99.808,93.808,98,92,96.78482,97,1,1000
0.1815,0.1815,101.824,93.824,99,91,96.78482,98,1,1000
0.9835,0.9835,96.3425,90.3425,95,89,96.78482,94,1,1000
0.4265,0.4265,100.2415,93.2415,99,92,96.78482,97,1,1000
0.8345,0.8345,98.4895,90.4895,96,88,96.78482,95,1,1000
0.7405,0.7405,99.763,91.763,98,90,96.78482,96,1,1000
0.8975,0.8975,98.601,91.601,98,91,96.78482,95,1,1000
0.2105,0.2105,101.9265,93.9265,100,92,96.78482,98,1,1000
0.2715,0.2715,102.3015,94.3015,99,91,96.78482,98,1,1000
0.3905,0.3905,100.982,92.982,99,91,96.78482,97,1,1000
0.478,0.478,100.484,93.484,98,91,96.78482,97,1,1000
0.615,0.615,100.1455,92.1455,97,89,96.78482,96,1,1000
0.443,0.443,100.3305,92.3305,97,89,96.78482,97,1,1000
0.5275,0.5275,100.6675,92.6675,99,91,96.78482,97,1,1000
0.4505,0.4505,100.3685,93.3685,98,91,96.78482,97,1,1000
0.3455,0.3455,101.7255,93.7255,98,90,96.78482,98,1,1000
