"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.3875,0.3875,61.5115,48.5115,59,46,54.50128,55,1,1000
0.0295,0.0295,67.658,53.658,64,50,54.50128,61,1,1000
0.2325,0.2325,62.4975,51.4975,59,48,54.50128,57,1,1000
0.335,0.335,62.2975,50.2975,59,47,54.50128,56,1,1000
0.097,0.097,62.831,52.831,59,49,54.50128,58,1,1000
0.8905,0.8905,55.908,45.908,53,43,54.50128,51,1,1000
0.6105,0.6105,60.359,47.359,58,45,54.50128,54,1,1000
0.797,0.797,58.0675,46.0675,56,44,54.50128,52,1,1000
0.39,0.39,60.6895,48.6895,58,46,54.50128,55,1,1000
0.9975,0.9975,51.9605,43.9605,49,41,54.50128,48,1,1000
0.2935,0.2935,61.088,51.088,57,47,54.50128,56,1,1000
0.0605,0.0605,66.991,52.991,65,51,54.50128,60,1,1000
0.4565,0.4565,61.1,49.1,59,47,54.50128,55,1,1000
0.812,0.812,57.508,44.508,57,44,54.50128,51,1,1000
0.678,0.678,57.889,46.889,55,44,54.50128,53,1,1000
0.3395,0.3395,61.315,51.315,59,49,54.50128,56,1,1000
0.8115,0.8115,58.044,46.044,55,43,54.50128,52,1,1000
0.816,0.816,56.6555,47.6555,54,45,54.50128,52,1,1000
1,1,50.4055,41.4055,49,40,54.50128,46,1,1000
0.693,0.693,56.6225,48.6225,54,46,54.50128,53,1,1000
0.6825,0.6825,57.7295,47.7295,54,44,54.50128,53,1,1000
0.169,0.169,61.1775,52.1775,57,48,54.50128,57,1,1000
0.4655,0.4655,61.218,49.218,57,45,54.50128,55,1,1000
0.332,0.332,62.209,50.209,61,49,54.50128,56,1,1000
0.887,0.887,57.361,45.361,56,44,54.50128,51,1,1000
0.133,0.133,64.516,51.516,62,49,54.50128,58,1,1000
0.6025,0.6025,59.259,48.259,56,45,54.50128,54,1,1000
0.1415,0.1415,66.4075,51.4075,66,51,54.50128,59,1,1000
0.052,0.052,64.212,53.212,60,49,54.50128,59,1,1000
0.491,0.491,61.4165,49.4165,60,48,54.50128,55,1,1000
0.2995,0.2995,64.473,49.473,62,47,54.50128,57,1,1000
0.0105,0.0105,66.1965,55.1965,60,49,54.50128,61,1,1000
0.062,0.062,64.4765,53.4765,60,49,54.50128,59,1,1000
0.9595,0.9595,54.6565,44.6565,52,42,54.50128,50,1,1000
0.2245,0.2245,63.022,51.022,60,48,54.50128,57,1,1000
0.9515,0.9515,54.656,44.656,51,41,54.50128,50,1,1000
0.295,0.295,64.439,49.439,63,48,54.50128,57,1,1000
0.3525,0.3525,62.2935,50.2935,61,49,54.50128,56,1,1000
0.8475,0.8475,56.6315,44.6315,55,43,54.50128,51,1,1000
0.196,0.196,62.889,50.889,59,47,54.50128,57,1,1000
0.619,0.619,59.294,48.294,57,46,54.50128,54,1,1000
0.047,0.047,67.581,53.581,65,51,54.50128,60,1,1000
0.262,0.262,63.3075,50.3075,60,47,54.50128,57,1,1000
0.3945,0.3945,59.888,49.888,55,45,54.50128,55,1,1000
0.6035,0.6035,58.135,49.135,54,45,54.50128,54,1,1000
0.3415,0.3415,61.4345,50.4345,57,46,54.50128,56,1,1000
0.5145,0.5145,60.699,46.699,59,45,54.50128,54,1,1000
0.6785,0.6785,57.738,47.738,54,44,54.50128,53,1,1000
0.1235,0.1235,64.6715,51.6715,62,49,54.50128,58,1,1000
0.6135,0.6135,58.228,49.228,54,45,54.50128,54,1,1000
0.4445,0.4445,61.1545,48.1545,58,45,54.50128,55,1,1000
0.207,0.207,62.2645,51.2645,57,46,54.50128,57,1,1000
0.9495,0.9495,54.5455,43.5455,53,42,54.50128,49,1,1000
0.335,0.335,59.5985,50.5985,56,47,54.50128,55,1,1000
0.227,0.227,62.193,51.193,59,48,54.50128,57,1,1000
0.2095,0.2095,62.1865,51.1865,58,47,54.50128,57,1,1000
0.124,0.124,66.445,52.445,64,50,54.50128,59,1,1000
0.208,0.208,63.0355,51.0355,59,47,54.50128,57,1,1000
0.212,0.212,63.877,49.877,61,47,54.50128,57,1,1000
0.501,0.501,58.577,48.577,54,44,54.50128,54,1,1000
0.288,0.288,62.6505,49.6505,60,47,54.50128,56,1,1000
0.693,0.693,57.775,47.775,54,44,54.50128,53,1,1000
0.9005,0.9005,55.926,45.926,53,43,54.50128,51,1,1000
0.744,0.744,58.454,47.454,57,46,54.50128,53,1,1000
0.24,0.24,60.81,50.81,57,47,54.50128,56,1,1000
0.9905,0.9905,52.8195,42.8195,50,40,54.50128,48,1,1000
0.022,0.022,66.3545,55.3545,62,51,54.50128,61,1,1000
0.634,0.634,58.4125,49.4125,54,45,54.50128,54,1,1000
0.4995,0.4995,61.4365,49.4365,59,47,54.50128,55,1,1000
0.402,0.402,63.4245,48.4245,62,47,54.50128,56,1,1000
0.921,0.921,55.934,45.934,52,42,54.50128,51,1,1000
0.1955,0.1955,62.1535,51.1535,58,47,54.50128,57,1,1000
0.9735,0.9735,54.5605,43.5605,52,41,54.50128,49,1,1000
0.3335,0.3335,62.138,50.138,60,48,54.50128,56,1,1000
0.244,0.244,64.008,50.008,62,48,54.50128,57,1,1000
0.9495,0.9495,55.1685,46.1685,51,42,54.50128,51,1,1000
0.822,0.822,56.651,47.651,53,44,54.50128,52,1,1000
0.505,0.505,57.5985,49.5985,55,47,54.50128,54,1,1000
0.725,0.725,58.1325,48.1325,54,44,54.50128,53,1,1000
0.714,0.714,59.348,47.348,57,45,54.50128,53,1,1000
0.363,0.363,61.4725,50.4725,59,48,54.50128,56,1,1000
0.092,0.092,65.7065,51.7065,63,49,54.50128,59,1,1000
0.9975,0.9975,52.6965,43.6965,49,40,54.50128,48,1,1000
0.1275,0.1275,64.032,52.032,61,49,54.50128,58,1,1000
0.1325,0.1325,64.192,52.192,61,49,54.50128,58,1,1000
0.0105,0.0105,70.2285,56.2285,68,54,54.50128,63,1,1000
0.007,0.007,68.5205,55.5205,65,52,54.50128,62,1,1000
0.714,0.714,57.939,47.939,54,44,54.50128,53,1,1000
0.531,0.531,59.791,47.791,57,45,54.50128,54,1,1000
0.0025,0.0025,67.5845,56.5845,63,52,54.50128,62,1,1000
0.7145,0.7145,58.082,47.082,56,45,54.50128,53,1,1000
0.9165,0.9165,55.6545,46.6545,52,43,54.50128,51,1,1000
0.839,0.839,57.1085,47.1085,54,44,54.50128,52,1,1000
0.6065,0.6065,59.212,49.212,55,45,54.50128,54,1,1000
0.343,0.343,59.5235,49.5235,56,46,54.50128,55,1,1000
0.9355,0.9355,56.1005,44.1005,55,43,54.50128,50,1,1000
0.9985,0.9985,53.125,43.125,51,41,54.50128,48,1,1000
0.2925,0.2925,61.056,51.056,57,47,54.50128,56,1,1000
0.417,0.417,61.756,48.756,60,47,54.50128,55,1,1000
0.559,0.559,58.9125,48.9125,55,45,54.50128,54,1,1000
0.197,0.197,62.928,50.928,59,47,54.50128,57,1,1000
0.8325,0.8325,58.345,46.345,56,44,54.50128,52,1,1000
0.657,0.657,57.564,47.564,53,43,54.50128,53,1,1000
0.963,0.963,54.7685,43.7685,53,42,54.50128,49,1,1000
0.1445,0.1445,65.099,51.099,64,50,54.50128,58,1,1000
0.2945,0.2945,61.8965,49.8965,58,46,54.50128,56,1,1000
0.7495,0.7495,58.438,47.438,56,45,54.50128,53,1,1000
0.49,0.49,60.4445,49.4445,56,45,54.50128,55,1,1000
0.907,0.907,56.087,45.087,53,42,54.50128,51,1,1000
0.7805,0.7805,59.195,45.195,59,45,54.50128,52,1,1000
0.647,0.647,59.476,48.476,55,44,54.50128,54,1,1000
0.1995,0.1995,62.903,50.903,59,47,54.50128,57,1,1000
0.7725,0.7725,57.5545,46.5545,55,44,54.50128,52,1,1000
0.298,0.298,62.029,50.029,59,47,54.50128,56,1,1000
0.662,0.662,57.602,47.602,55,45,54.50128,53,1,1000
0.104,0.104,63.783,51.783,61,49,54.50128,58,1,1000
0.052,0.052,66.2625,54.2625,64,52,54.50128,60,1,1000
0.9945,0.9945,53.2725,44.2725,51,42,54.50128,49,1,1000
0.4505,0.4505,60.1625,50.1625,57,47,54.50128,55,1,1000
0.607,0.607,59.3625,48.3625,56,45,54.50128,54,1,1000
0.103,0.103,65.3765,52.3765,61,48,54.50128,59,1,1000
0.189,0.189,61.381,52.381,57,48,54.50128,57,1,1000
0.4415,0.4415,61.024,49.024,59,47,54.50128,55,1,1000
0.9795,0.9795,53.8635,45.8635,51,43,54.50128,50,1,1000
0.2035,0.2035,62.331,51.331,58,47,54.50128,57,1,1000
0.0295,0.0295,68.104,54.104,64,50,54.50128,61,1,1000
0.0185,0.0185,66.4805,55.4805,62,51,54.50128,61,1,1000
