"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.58,0.58,98.9135,91.9135,96,89,96.7831,96,1,1000
0.3775,0.3775,100.9545,92.9545,97,89,96.7831,97,1,1000
0.4125,0.4125,101.0795,92.0795,99,90,96.7831,97,1,1000
0.2115,0.2115,102.706,94.706,100,92,96.7831,99,1,1000
0.8105,0.8105,98.2065,91.2065,95,88,96.7831,95,1,1000
0.2485,0.2485,102.0545,94.0545,98,90,96.7831,98,1,1000
0.788,0.788,98.9955,90.9955,95,87,96.7831,95,1,1000
0.8215,0.8215,98.35,91.35,97,90,96.7831,95,1,1000
0.6125,0.6125,100.1695,91.1695,99,90,96.7831,96,1,1000
0.321,0.321,100.708,94.708,98,92,96.7831,98,1,1000
0.74,0.74,98.8405,90.8405,97,89,96.7831,95,1,1000
0.201,0.201,102.7045,94.7045,100,92,96.7831,99,1,1000
0.5475,0.5475,98.7835,92.7835,96,90,96.7831,96,1,1000
0.285,0.285,102.249,93.249,101,92,96.7831,98,1,1000
0.965,0.965,97.716,89.716,96,88,96.7831,94,1,1000
0.3165,0.3165,101.706,93.706,98,90,96.7831,98,1,1000
0.459,0.459,100.351,93.351,97,90,96.7831,97,1,1000
0.878,0.878,98.7205,90.7205,95,87,96.7831,95,1,1000
0.5815,0.5815,98.9325,92.9325,96,90,96.7831,96,1,1000
0.4005,0.4005,100.2065,93.2065,97,90,96.7831,97,1,1000
0.5755,0.5755,98.891,92.891,96,90,96.7831,96,1,1000
0.973,0.973,97.751,90.751,95,88,96.7831,94,1,1000
0.645,0.645,100.3775,91.3775,99,90,96.7831,96,1,1000
0.3705,0.3705,100.885,92.885,99,91,96.7831,97,1,1000
0.434,0.434,100.2555,93.2555,97,90,96.7831,97,1,1000
0.681,0.681,99.364,92.364,97,90,96.7831,96,1,1000
0.19,0.19,100.924,93.924,98,91,96.7831,98,1,1000
0.32,0.32,99.7985,93.7985,97,91,96.7831,97,1,1000
