"qtile","truediv","chaoest","obsD","l","inds","reps"
35.4,10.674396398684,11.6470588235294,10.5263157894737,-1,100,500
19.2,10.674396398684,13.0263157894737,11.6279069767442,-1,100,500
99.4,10.674396398684,7.03124999999998,6.63129973474801,-1,100,500
48.1,10.674396398684,10.9030837004405,9.92063492063492,-1,100,500
49.05,10.674396398684,10.8791208791209,9.9009900990099,-1,100,500
52.75,10.674396398684,10.6681034482758,9.72762645914397,-1,100,500
97.05,10.674396398684,7.86963434022256,7.36377025036819,-1,100,500
93.8,10.674396398684,8.36148648648647,7.78816199376947,-1,100,500
29.95,10.674396398684,11.6470588235294,10.5263157894737,-1,100,500
71.75,10.674396398684,9.76331360946743,8.97666068222621,-1,100,500
42.5,10.674396398684,11.4849187935035,10.3950103950104,-1,100,500
62.9,10.674396398684,10.1851851851852,9.32835820895522,-1,100,500
67.15,10.674396398684,10.0609756097561,9.22509225092251,-1,100,500
62.4,10.674396398684,10.2272727272727,9.36329588014981,-1,100,500
94.7,10.674396398684,7.93269230769229,7.41839762611276,-1,100,500
57.4,10.674396398684,10.4872881355932,9.57854406130268,-1,100,500
72.5,10.674396398684,9.74409448818897,8.96057347670251,-1,100,500
74.6,10.674396398684,9.74409448818895,8.96057347670251,-1,100,500
72.6,10.674396398684,9.68688845401172,8.9126559714795,-1,100,500
90,10.674396398684,8.53448275862066,7.93650793650794,-1,100,500
12.3,10.674396398684,13.129973474801,11.7096018735363,-1,100,500
52.9,10.674396398684,10.6911447084233,9.74658869395711,-1,100,500
7.3,10.674396398684,13.5245901639344,12.0192307692308,-1,100,500
81.55,10.674396398684,9.26966292134829,8.56164383561644,-1,100,500
51.2,10.674396398684,10.7608695652174,9.80392156862745,-1,100,500
1.35,10.674396398684,14.8203592814371,13.0208333333333,-1,100,500
8.1,10.674396398684,13.8268156424581,12.2549019607843,-1,100,500
20.5,10.674396398684,12.192118226601,10.9649122807018,-1,100,500
75.65,10.674396398684,9.57446808510636,8.81834215167548,-1,100,500
95.05,10.674396398684,8.49056603773582,7.89889415481833,-1,100,500
20.45,10.674396398684,12.5,11.2107623318386,-1,100,500
31.4,10.674396398684,11.5654205607476,10.4602510460251,-1,100,500
85.3,10.674396398684,9.18367346938774,8.48896434634974,-1,100,500
61.6,10.674396398684,10.3556485355648,9.46969696969697,-1,100,500
84.95,10.674396398684,8.9189189189189,8.26446280991736,-1,100,500
10.05,10.674396398684,13.4146341463414,11.9331742243437,-1,100,500
40.4,10.674396398684,11.2756264236902,10.2249488752556,-1,100,500
51.85,10.674396398684,10.7142857142857,9.765625,-1,100,500
67.05,10.674396398684,10.081466395112,9.24214417744917,-1,100,500
62.9,10.674396398684,10.2484472049689,9.38086303939962,-1,100,500
53.55,10.674396398684,10.6911447084233,9.74658869395711,-1,100,500
44.35,10.674396398684,11.3272311212814,10.2669404517454,-1,100,500
50.1,10.674396398684,10.8315098468271,9.86193293885601,-1,100,500
71.75,10.674396398684,9.78260869565217,8.99280575539568,-1,100,500
4.95,10.674396398684,13.9044943820224,12.3152709359606,-1,100,500
60.15,10.674396398684,10.3556485355648,9.46969696969697,-1,100,500
11.75,10.674396398684,13.4510869565217,11.9617224880383,-1,100,500
81.65,10.674396398684,9.33962264150942,8.62068965517241,-1,100,500
45.1,10.674396398684,11,10,-1,100,500
88.5,10.674396398684,8.76106194690263,8.13008130081301,-1,100,500
37.4,10.674396398684,11.3272311212814,10.2669404517454,-1,100,500
86.45,10.674396398684,9.18367346938774,8.48896434634974,-1,100,500
88,10.674396398684,9.03284671532844,8.36120401337793,-1,100,500
29.25,10.674396398684,11.9854721549636,10.7991360691145,-1,100,500
74.55,10.674396398684,9.68688845401171,8.9126559714795,-1,100,500
24.8,10.674396398684,11.9854721549636,10.7991360691145,-1,100,500
42.25,10.674396398684,11.1486486486486,10.1214574898785,-1,100,500
20.75,10.674396398684,12.5,11.2107623318386,-1,100,500
1.75,10.674396398684,14.3478260869565,12.6582278481013,-1,100,500
64.05,10.674396398684,10.2272727272727,9.36329588014981,-1,100,500
28.55,10.674396398684,12.0145631067961,10.8225108225108,-1,100,500
16.4,10.674396398684,12.7577319587629,11.4155251141553,-1,100,500
11.2,10.674396398684,13.8268156424581,12.2549019607843,-1,100,500
59.25,10.674396398684,10.3556485355648,9.46969696969697,-1,100,500
94,10.674396398684,8.46153846153845,7.8740157480315,-1,100,500
2.3,10.674396398684,14.6449704142011,12.8865979381443,-1,100,500
42.45,10.674396398684,11.1486486486486,10.1214574898785,-1,100,500
60.8,10.674396398684,10.3556485355648,9.46969696969697,-1,100,500
0.7,10.674396398684,15.6645569620253,13.6612021857923,-1,100,500
22.9,10.674396398684,12.1026894865525,10.8932461873638,-1,100,500
85.5,10.674396398684,8.95117540687158,8.29187396351575,-1,100,500
74.7,10.674396398684,9.66796874999998,8.89679715302491,-1,100,500
34.3,10.674396398684,11.7298578199052,10.5932203389831,-1,100,500
26.2,10.674396398684,12.1026894865525,10.8932461873638,-1,100,500
93.75,10.674396398684,8.40407470288623,7.82472613458529,-1,100,500
85.2,10.674396398684,9.21787709497204,8.51788756388416,-1,100,500
26.3,10.674396398684,11.8705035971223,10.7066381156317,-1,100,500
1.35,10.674396398684,15.2307692307692,13.3333333333333,-1,100,500
0.3,10.674396398684,17.3076923076923,14.8809523809524,-1,100,500
91.95,10.674396398684,8.68421052631578,8.06451612903226,-1,100,500
66.6,10.674396398684,10.0202429149797,9.19117647058824,-1,100,500
60.95,10.674396398684,10.3125,9.43396226415094,-1,100,500
