"size","lcl","ucl","est","obs"
316,30.2259968314157,61.4500451349248,108.417721518987,65
562,18.7774907306527,30.6309767960377,99.9956884752258,76
1000,12.0957924667525,20.816766461819,92.1337142857143,83
1778,14.6625610455793,29.2851877291275,108.054590832396,94
3162,8.15036717806449,15.0459137446989,106.554431091433,103
5623,6.29245204751825,10.4729114150462,111.499555397475,109
10000,8.23595255696429,19.3615874430357,120.49955,116
100,19.3603389148352,43.7459735851648,52.404,33
178,29.5715059254416,68.5012724198087,84.5734349919743,47
316,12.3632051774997,24.9668729475003,60.1408227848101,52
562,19.6783291428656,33.5342536291222,111.983451957295,84
1000,11.4307496237067,17.9519687849067,94.0276785714286,86
1778,16.5987660444513,27.5603467033008,120.23861079865,100
3162,9.06085892644558,17.0472473617686,110.048719165085,106
5623,8.59065153808415,15.1422024290406,118.681163403554,115
10000,6.97520751160714,19.3556924883928,118.49975,116
100,32.7518954938187,70.0585795061813,94.371,42
178,13.2450312268256,25.4388617011321,60.790838375108,51
316,20.2299851286361,35.5883495232626,89.9592563291139,64
562,20.6029391986159,32.6129463504436,104.196174377224,74
1000,17.6439003970204,28.9444478172653,115.103875,94
1778,14.2521016951761,24.3123619126095,116.277679575767,102
3162,13.2931207039119,23.4807460470896,118.246125869703,106
5623,8.47508010448706,15.3655620444675,119.332384847946,114
10000,5.45991458660714,14.5382879133928,115.1248875,114
100,63.296011625,203.731038375,135.04,40
178,45.4866467222618,96.916047476096,129.578651685393,55
316,14.6768102172617,29.4278696756302,72.9940664556962,58
562,22.2858891017279,36.3309385546015,104.943060498221,73
1000,17.5788707974579,32.2969307683844,117.155636363636,91
1778,21.0899736423311,40.2185963801661,124.648293963255,92
3162,9.96577378611195,17.050691507239,111.24802340291,105
5623,7.57854569080068,14.4252609960213,116.248888493687,110
10000,10.8686717546429,26.1308254953571,128.49875,116
100,35.514885168956,71.124114831044,90.52,43
178,24.3132814540349,44.1655879279875,81.8767556179775,49
316,13.5570253636308,22.8808702059895,77.2455498417721,66
562,19.4854042344346,32.3421450156924,99.9555160142349,75
1000,16.3581262127143,27.7059891444286,104.163636363636,86
1778,18.3430266216971,34.601679665017,119.985939257593,95
3162,9.04235128395122,13.6259487107778,110.783884521551,105
5623,5.53699744524845,13.0582443983161,111.99964431798,110
10000,7.03581719315933,13.3055006639835,118.9997,116
100,31.2202347898352,61.6956839601648,79.93,40
178,27.2645237278233,56.9065788002665,87.7977528089888,52
316,15.3680633424514,27.6402436195739,76.680667433832,62
562,16.7584741535329,30.4367164921204,89.0178825622776,71
1000,14.67345110793,21.1419751008612,102.870730769231,89
1778,10.0816990794269,17.446182381304,99.6301649793776,94
3162,9.07548955984836,13.8851438445398,114.652374349243,110
5623,6.00395104210656,12.5211387676035,112.785396712482,111
10000,4.43016299446428,9.94359950553572,115.6666,115
100,25.7034658990385,50.4666796366758,74.731875,42
178,46.6984427657314,126.102610605055,118.087078651685,45
316,15.6874785564573,30.757719767766,69.840676728335,56
562,15.1879758067889,23.9973607561144,90.2602948652771,76
1000,15.9192055228384,24.8970517193312,105.596769230769,87
1778,10.0804520519547,18.9300782723797,99.3189980716696,95
3162,8.38950799740331,15.7726710691158,107.898450347881,103
5623,9.51208164071095,18.6879450354406,122.998577271919,115
10000,8.09780452932692,16.8212159081731,122.9994,117
100,23.7512197527472,48.4822677472526,69.286875,42
178,15.2032023095502,37.3096152977021,58.1423220973783,44
316,24.1233718158097,46.6732811257898,98.6123417721519,64
562,25.7254260927907,52.9643203484904,103.509913573971,69
1000,13.4708359595416,19.909160580637,108.1,97
1778,14.7152161876882,30.1364449927781,116.375962620057,101
3162,9.99270709466587,17.0884717478389,112.997469955724,105
5623,18.7723102835764,35.500527466142,144.244620309443,114
10000,7.78408060553571,20.0599633230357,116.1246875,113
100,12.7930230322802,25.1294769677198,44.1828571428571,34
178,22.4471667566674,37.6170387007965,77.0347293156282,51
316,36.3507477144355,77.4408572193964,119.822784810127,64
562,27.7169949022923,44.2211495594514,125.919928825623,81
1000,23.9655276350318,44.4000466182149,124.7662,91
1778,14.8449749236354,23.4447730794044,119.124259467567,103
3162,10.5442219529222,20.0329948007148,112.72009628224,106
5623,6.7143176955077,14.0423871487544,115.99946647697,113
10000,10.4470248171429,26.3188358078571,120.1243875,114
100,13.8470345618132,29.3611060631868,44.78,34
178,36.3202691850188,82.577553848689,104.778892455859,53
316,23.6465901028102,43.3067227927594,92.8987341772152,61
562,13.7669246445119,21.9830793476407,86.0119217081851,74
1000,14.5570735341361,24.426012973575,106.369230769231,91
1778,9.06827131526592,15.5378826029943,97.4969066366704,92
3162,14.3672809814017,24.3755129537902,122.217724365732,108
5623,8.79392906672436,17.7288782647713,116.082607149209,112
10000,16.0980936558929,42.0326944691071,132.9984,117
100,11.4464671428571,22.4137078571429,45.295,36
178,24.2658441707334,54.1623089191542,84.3772070626003,50
316,26.4107658495028,55.7295153092119,101.436708860759,64
562,18.0739760004995,29.2503342533036,94.8592399593289,76
1000,13.419378253799,23.3423353825647,98.4490769230769,86
1778,11.640120827751,20.6899137762839,106.794488188976,97
3162,10.9682722035339,18.707557402502,119.385919600815,110
5623,8.91187202639821,18.9602747368954,115.123910723813,109
10000,9.5696549075,27.2211057175,123.9994,118
100,18.7660605989011,49.5691894010989,58.0475,38
178,19.3029662852129,41.9830021471038,66.526886035313,46
316,17.5970208608314,31.2215906898015,79.5564751703992,61
562,14.2717618438548,23.791657068194,86.0119217081851,74
1000,12.8012697294288,23.3679349580712,94.5598571428571,83
1778,13.9911851064851,27.9643681084032,106.128975355353,93
3162,13.6479103110852,23.7614363576898,121.217724365732,107
5623,12.7819536339794,24.6644862618219,126.997865907878,115
10000,9.66025553821429,18.8916582117857,121.1243875,115
100,16.857322309874,29.6917169758403,60,42
178,29.6744162391881,60.2148920473287,87.5734349919743,50
316,30.6770907527994,61.9933566004802,113.732594936709,61
562,25.385360719337,43.9586250457876,114.488730723606,77
1000,22.6330885249321,39.0526391536393,112.4685,81
1778,15.5910335222857,26.4039882132786,117.039848143982,99
3162,9.83966075884678,19.1910120471581,112.141230685823,107
5623,8.18733722900639,18.1504433469444,115.884280222712,114
10000,12.1563424739148,29.5934346510852,128.6656,118
100,19.3716661428571,50.9715838571428,51.404,32
178,30.7448474124823,68.0976169963532,88.1067415730337,48
316,13.655572873903,21.474485472616,68.0929588607595,58
562,17.1805757631473,28.226535743377,101.309950725431,81
1000,14.0674318564169,25.0390005542974,105.013975,94
1778,11.9796157708834,17.7591368069194,111.840616076837,102
3162,13.0328778095682,23.2953598564659,115.246125869703,103
5623,8.93087181605962,16.6305454180045,116.332384847946,111
10000,7.23866069583791,15.1808257327335,119.1246875,116
100,16.8752366208791,37.6257633791209,51.84,36
178,20.2190743136524,36.3474494829512,76.3623595505618,52
316,25.1889517222818,49.2759216954397,89.1542721518987,59
562,11.7120237610477,19.8749174088811,79.1521352313167,71
1000,18.5262984721746,29.271982657633,106.978,85
1778,18.4352799557772,33.8216262791577,121.549810179977,99
3162,8.46026092834579,14.4964341354324,109.680653786441,106
5623,8.10071620212291,16.9424665326907,118.570615583954,114
10000,6.47224056785714,15.8593594321429,118.6664,116
100,22.426822146119,39.3351019610239,76.125,48
178,21.7542959210382,38.0926161863417,76.7378277153558,50
316,21.438820292986,36.8925681563811,100.278876582278,70
562,17.1040629360001,31.561496926735,97.3099507254312,77
1000,13.3826129374738,24.0576016916471,94.7872,82
1778,9.73580839025472,15.1066378776225,103.797300337458,99
3162,11.0145326196838,20.4413136023175,117.536077458279,110
5623,12.131535646469,23.2918110672832,124.081540103148,114
10000,7.92832370250001,18.084912235,119.1246875,116
100,19.3272648434066,38.9277101565934,58.4364285714286,38
178,11.2263567965976,21.8845561247507,53.9606741573034,47
316,28.7283124236335,55.7811812472526,102.075949367089,63
562,15.3404139500647,28.1204367664452,85.3096085409253,72
1000,19.2798927329751,37.0245339715704,113.014423076923,89
1778,16.9954248942098,28.2772102228291,118.988751406074,99
3162,10.2144208896764,16.5906290335187,110.543384509229,104
5623,7.75812837990971,12.8586942681429,115.449564289525,113
10000,5.07132734571428,11.7732114042857,113.285685714286,113
100,22.3509148983516,52.1762726016483,63.73,37
178,38.7380449250188,85.0433016339699,102.790730337079,51
316,15.5435420188753,28.3811810823906,72.9940664556962,58
562,17.2735816879683,28.6330049207633,94.0097864768683,74
1000,22.0723346722874,37.4223802830697,118.1385,90
1778,9.93380970464474,17.1682172685461,101.139964647276,96
3162,13.9982469965438,25.0305826932623,121.058052656546,107
5623,9.8486464492011,19.8216140878787,115.892342674221,113
10000,7.32721113357144,17.3786230851785,119.9997,117
100,27.59386,82.1276489285714,63.34,31
178,22.34288267899,41.2354162867913,77.407654494382,50
316,19.4678997199282,40.7749800269072,82.4224683544304,58
562,17.816028232387,30.519640324849,94.1658362989324,75
1000,15.3040693967635,24.6359037282365,110.543264705882,95
1778,26.6694084457276,46.6027565100901,145.226237345332,103
3162,9.40424791337264,18.0886679626552,110.124011701455,107
5623,10.8769070865511,20.6287938293301,124.998399430909,116
10000,7.72932789535716,16.1927768367857,119.571171428571,117
100,15.157093782967,33.3672812170329,51.17,35
178,23.1396242281858,50.1823395559233,80.2237827715356,51
316,31.0216052454494,56.3364285085631,111.574367088608,65
562,18.6981337911187,32.6033284610419,100.493238434164,78
1000,23.9768443817938,42.5312319312314,124.7662,91
1778,13.3943838569477,22.8690300327223,111.564920456372,100
3162,8.38597584640999,14.9103885765994,106.569982831842,102
5623,11.7314174389068,26.3687804092169,124.081540103148,114
10000,6.02391799142858,12.7542684371429,117.3332,116
100,18.2058099755171,38.1797587744829,61.0475,41
178,24.6360705273308,56.1103011955156,75.407654494382,48
316,15.8485115246467,24.549060666809,76.1902457185406,62
562,14.3680031206862,25.7202095763143,90.3572406241445,75
1000,11.9092057085554,20.0602662232627,91.6451923076923,83
1778,16.4839969465923,27.4749781157354,119.23861079865,99
3162,13.7161873636488,25.4754035334627,118.661395741092,102
5623,9.42532949035301,17.1644644204978,119.748799573182,113
10000,7.29623844232144,16.5763599326786,121.16625,117
100,22.634328551713,46.5397964482869,68.286875,41
178,22.3365262734835,40.1027317753497,82.2494892747702,54
316,15.1913499050435,25.3388617247033,80.6534810126582,66
562,26.7996668538605,47.3103286977409,121.823652770717,83
1000,13.4227510986757,22.4552641610645,97.7529411764706,86
1778,14.6744801765149,21.7592484310698,116.375962620057,101
3162,10.6909955209291,17.6490355180627,114.679388764303,107
5623,8.23519964543652,15.8984498743927,116.061955361906,113
10000,5.75617619697803,12.356669053022,115.9998,114
100,20.2269534491758,48.2313809258242,56.4364285714286,36
178,28.0458362526608,52.0174268711536,92.843047752809,54
316,15.1558568492708,25.0237367029444,81.0771360759494,66
562,17.8790100804338,29.0869936444889,98.534824605999,78
1000,11.1740810357519,17.7418524017481,95.4925,88
1778,14.9555418521785,23.1783947133807,115.19088863892,99
3162,13.7068437373824,23.5373229292842,121.037858422939,109
5623,9.99139734785562,18.7092209730019,117.098559487818,109
10000,6.6211541057143,18.0436458942857,117.9996,114
100,14.4705599711538,30.6363275288461,49.672,37
178,35.2235746021906,75.7268335789891,99.7303370786517,52
316,43.2703926184691,87.0142296125435,136.425632911392,68
562,23.8246935611039,38.2002907961759,114.553791404325,80
1000,9.50186100561571,17.3671206015271,85.7952,81
1778,13.430912399284,22.2373109284329,111.611675378813,101
3162,8.5366417822532,14.6624926298001,109.130904823729,107
5623,7.44768851973706,13.302474871691,115.499733238485,114
10000,17.7003264596429,46.385718540357,135.665,119
100,10.2141594807692,19.4673092692308,43.92,36
178,15.9744068772719,25.8628403137393,62.1089887640449,46
316,20.2687493848412,37.8108787797157,81.9693613348677,58
562,15.7877638800541,26.2642303793934,96.3423042704626,78
1000,17.6518078557084,27.6331731320539,107.025409090909,87
1778,11.4377187302109,17.9196997174831,105.031194761369,97
3162,9.78013231793325,17.3965174817716,111.570299087377,108
5623,8.30604290335235,14.4501778269814,117.999288635959,114
10000,5.55923057482143,13.4389769251786,115.49985,114
100,15.9484288553652,33.2523211446348,51.08,37
178,19.7521303921832,45.5083506471427,76.0640449438202,52
316,35.4896187594051,68.3543784716075,114.396162974684,62
562,10.0842958574621,16.3980202753968,77.2174822064057,73
1000,19.2506019361037,32.2456500375804,116.42355,90
1778,13.346465049052,23.6392821566544,110.79392575928,100
3162,8.25785890595697,14.6872667177692,107.373932637571,104
5623,8.64207713402696,15.6390506002785,120.999110794949,116
10000,7.26060915982143,16.3884607464286,118.1246875,115
100,23.9480511304945,53.9328363695055,67.7825,38
178,13.8412935501764,29.2446966183629,50.7449438202247,41
316,15.4963247581428,30.142441064642,73.3359298928919,58
562,25.1421100235426,41.2644469159592,116.385142348754,80
1000,16.761220545044,28.6459776692417,105.1465,85
1778,11.8302504767368,19.2454240254166,107.613925097598,101
3162,16.5970657448274,27.7414152403086,122.27993132737,104
5623,6.954306687429,12.1103991127285,111.799679886182,110
10000,5.72220869821429,14.9438816589286,118.59984,117
100,15.090311603022,34.382782146978,51.731,35
178,45.9139498431812,121.871703246706,109.292134831461,43
316,18.6747881588813,37.1823568173845,73.2658227848101,52
562,28.5442760490259,50.2810798228603,124.60409252669,81
1000,18.0078204845677,30.1983743449778,112.019625,90
1778,14.60532849026,24.0415140811871,112.991001124859,97
3162,7.82284313424438,12.9718845471508,111.19898798229,108
5623,9.25402898434335,19.2487324015231,118.784685348441,113
10000,23.8668356696429,64.0257860446429,157.49595,117
100,17.0153214107143,41.4930910892857,47.731,31
178,24.6192815379611,61.1702198665332,72.9143258426966,43
316,23.7410257399509,37.494349871384,99.5632911392405,67
562,21.476288098929,38.3580304406275,110.074955516014,82
1000,13.4179997324144,25.205280687166,97.4905,88
1778,11.9841645407867,21.0955942170472,105.648978973782,97
3162,7.97039059943035,14.1638883379511,110.908170892991,108
5623,7.01914526963787,13.2364567221814,114.499555397475,112
10000,5.95652412428571,12.8484890453571,119.142742857143,118
100,29.6756447362637,71.6809177637362,79.93,40
178,21.5378142456058,35.3952985574693,81.301404494382,55
