"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.6055,0.6055,199.891,196.891,199,196,199.22612,199,1,3162
0.4055,0.4055,201.2975,196.2975,200,195,199.22612,199,1,3162
0.295,0.295,202.849,196.849,201,195,199.22612,200,1,3162
0.3395,0.3395,201.989,196.989,201,196,199.22612,200,1,3162
0.2755,0.2755,201.8445,197.8445,201,197,199.22612,200,1,3162
0.598,0.598,201.9635,195.9635,200,194,199.22612,199,1,3162
0.5935,0.5935,200.9185,195.9185,200,195,199.22612,199,1,3162
0.2945,0.2945,201.93,196.93,201,196,199.22612,200,1,3162
0.9145,0.9145,200.1495,195.1495,199,194,199.22612,198,1,3162
0.3755,0.3755,202.093,197.093,200,195,199.22612,200,1,3162
0.349,0.349,202.1315,197.1315,201,196,199.22612,200,1,3162
0.8745,0.8745,199.8,195.8,199,195,199.22612,198,1,3162
1,1,198.1555,195.1555,197,194,199.22612,197,1,3162
0.204,0.204,201.636,197.636,201,197,199.22612,200,1,3162
0.6525,0.6525,201.05,196.05,200,195,199.22612,199,1,3162
0.57,0.57,199.7775,196.7775,199,196,199.22612,199,1,3162
0.569,0.569,200.776,196.776,200,196,199.22612,199,1,3162
0.738,0.738,200.3505,195.3505,200,195,199.22612,198,1,3162
0.6165,0.6165,201.953,195.953,201,195,199.22612,199,1,3162
0.599,0.599,201.9645,195.9645,200,194,199.22612,199,1,3162
0.5485,0.5485,200.743,196.743,200,196,199.22612,199,1,3162
0.462,0.462,200.4715,196.4715,200,196,199.22612,199,1,3162
0.2755,0.2755,201.8545,197.8545,201,197,199.22612,200,1,3162
0.2475,0.2475,202.5045,197.5045,202,197,199.22612,200,1,3162
0.2315,0.2315,201.7505,197.7505,201,197,199.22612,200,1,3162
0.6075,0.6075,200.949,195.949,200,195,199.22612,199,1,3162
0.629,0.629,199.9305,196.9305,199,196,199.22612,199,1,3162
0.276,0.276,201.866,197.866,201,197,199.22612,200,1,3162
0.3255,0.3255,202.034,198.034,201,197,199.22612,200,1,3162
0.2945,0.2945,201.919,196.919,201,196,199.22612,200,1,3162
0.243,0.243,202.6315,196.6315,201,195,199.22612,200,1,3162
0.465,0.465,200.529,196.529,200,196,199.22612,199,1,3162
