"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.5165,0.5165,200.6595,194.6595,198,192,198.4214,198,1,1778
0.495,0.495,201.5175,193.5175,198,190,198.4214,198,1,1778
0.4045,0.4045,203.0315,194.0315,201,192,198.4214,199,1,1778
0.432,0.432,204.1245,194.1245,202,192,198.4214,199,1,1778
0.58,0.58,202.0405,194.0405,199,191,198.4214,198,1,1778
0.5215,0.5215,201.6745,193.6745,199,191,198.4214,198,1,1778
0.288,0.288,201.6755,195.6755,199,193,198.4214,199,1,1778
0.3665,0.3665,202.9295,194.9295,200,192,198.4214,199,1,1778
0.52,0.52,201.638,193.638,198,190,198.4214,198,1,1778
0.215,0.215,203.128,196.128,200,193,198.4214,200,1,1778
0.185,0.185,204.492,195.492,200,191,198.4214,200,1,1778
0.6605,0.6605,201.3625,194.3625,198,191,198.4214,198,1,1778
0.152,0.152,203.59,195.59,201,193,198.4214,200,1,1778
0.3245,0.3245,203.5205,194.5205,199,190,198.4214,199,1,1778
0.566,0.566,201.8645,193.8645,198,190,198.4214,198,1,1778
0.386,0.386,203.8405,194.8405,200,191,198.4214,199,1,1778
0.786,0.786,200.1015,193.1015,197,190,198.4214,197,1,1778
0.375,0.375,202.039,195.039,199,192,198.4214,199,1,1778
0.5295,0.5295,201.7215,193.7215,198,190,198.4214,198,1,1778
0.7465,0.7465,200.822,192.822,197,189,198.4214,197,1,1778
0.1905,0.1905,202.9435,195.9435,200,193,198.4214,200,1,1778
0.149,0.149,203.45,196.45,200,193,198.4214,200,1,1778
0.3405,0.3405,202.754,194.754,199,191,198.4214,199,1,1778
0.3405,0.3405,203.537,194.537,202,193,198.4214,199,1,1778
0.7155,0.7155,199.4975,193.4975,197,191,198.4214,197,1,1778
0.637,0.637,201.283,194.283,198,191,198.4214,198,1,1778
0.287,0.287,203.343,195.343,199,191,198.4214,200,1,1778
0.3,0.3,202.517,194.517,199,191,198.4214,199,1,1778
0.3065,0.3065,203.431,194.431,200,191,198.4214,199,1,1778
0.2585,0.2585,203.242,196.242,200,193,198.4214,200,1,1778
0.47,0.47,203.385,194.385,200,191,198.4214,199,1,1778
0.172,0.172,202.892,195.892,200,193,198.4214,200,1,1778
0.492,0.492,201.5465,194.5465,198,191,198.4214,198,1,1778
0.21,0.21,203.033,196.033,200,193,198.4214,200,1,1778
0.298,0.298,202.5885,195.5885,199,192,198.4214,199,1,1778
0.2045,0.2045,203.7295,195.7295,201,193,198.4214,200,1,1778
0.456,0.456,202.3795,195.3795,201,194,198.4214,199,1,1778
0.392,0.392,202.989,194.989,199,191,198.4214,199,1,1778
0.754,0.754,200.983,192.983,197,189,198.4214,197,1,1778
0.6305,0.6305,201.109,195.109,199,193,198.4214,198,1,1778
0.493,0.493,201.5555,193.5555,198,190,198.4214,198,1,1778
0.322,0.322,202.6505,194.6505,199,191,198.4214,199,1,1778
0.259,0.259,203.3565,196.3565,200,193,198.4214,200,1,1778
0.8975,0.8975,199.9095,191.9095,196,188,198.4214,196,1,1778
0.6755,0.6755,201.5645,192.5645,200,191,198.4214,197,1,1778
0.1985,0.1985,203.0115,196.0115,200,193,198.4214,200,1,1778
0.582,0.582,202.035,194.035,198,190,198.4214,198,1,1778
0.397,0.397,202.118,195.118,199,192,198.4214,199,1,1778
0.417,0.417,202.2365,195.2365,199,192,198.4214,199,1,1778
0.193,0.193,202.9425,195.9425,200,193,198.4214,200,1,1778
0.527,0.527,201.7725,193.7725,198,190,198.4214,198,1,1778
0.1555,0.1555,203.6185,195.6185,200,192,198.4214,200,1,1778
0.293,0.293,202.488,194.488,200,192,198.4214,199,1,1778
0.855,0.855,200.3835,193.3835,197,190,198.4214,197,1,1778
0.2515,0.2515,203.3185,196.3185,200,193,198.4214,200,1,1778
0.321,0.321,201.7795,194.7795,199,192,198.4214,199,1,1778
0.3425,0.3425,203.601,193.601,201,191,198.4214,199,1,1778
0.672,0.672,200.4995,192.4995,197,189,198.4214,197,1,1778
0.409,0.409,202.1305,195.1305,199,192,198.4214,199,1,1778
0.8105,0.8105,200.213,193.213,197,190,198.4214,197,1,1778
0.726,0.726,199.5805,193.5805,197,191,198.4214,197,1,1778
0.1385,0.1385,202.6305,196.6305,200,194,198.4214,200,1,1778
0.5875,0.5875,200.9865,193.9865,198,191,198.4214,198,1,1778
0.2845,0.2845,201.617,195.617,199,193,198.4214,199,1,1778
0.2695,0.2695,202.486,195.486,200,193,198.4214,199,1,1778
0.582,0.582,200.9535,194.9535,198,192,198.4214,198,1,1778
0.226,0.226,203.0975,196.0975,200,193,198.4214,200,1,1778
0.1955,0.1955,203.629,195.629,201,193,198.4214,200,1,1778
0.5995,0.5995,202.0965,193.0965,201,192,198.4214,198,1,1778
0.63,0.63,202.265,194.265,199,191,198.4214,198,1,1778
0.3545,0.3545,202.7635,194.7635,199,191,198.4214,199,1,1778
0.5905,0.5905,201.9785,193.9785,200,192,198.4214,198,1,1778
0.138,0.138,203.5945,196.5945,201,194,198.4214,200,1,1778
0.655,0.655,202.3975,193.3975,198,189,198.4214,198,1,1778
0.4625,0.4625,201.442,194.442,198,191,198.4214,198,1,1778
0.146,0.146,203.546,195.546,200,192,198.4214,200,1,1778
0.6695,0.6695,201.4195,193.4195,197,189,198.4214,198,1,1778
0.4705,0.4705,203.39,194.39,200,191,198.4214,199,1,1778
0.637,0.637,200.146,195.146,198,193,198.4214,198,1,1778
0.4155,0.4155,202.2315,195.2315,199,192,198.4214,199,1,1778
0.1865,0.1865,202.8505,195.8505,199,192,198.4214,200,1,1778
0.2265,0.2265,204.0045,196.0045,200,192,198.4214,200,1,1778
0.611,0.611,201.1665,194.1665,198,191,198.4214,198,1,1778
0.526,0.526,201.65,193.65,199,191,198.4214,198,1,1778
0.466,0.466,202.4135,194.4135,200,192,198.4214,199,1,1778
0.24,0.24,203.2835,196.2835,200,193,198.4214,200,1,1778
0.931,0.931,199.244,192.244,196,189,198.4214,196,1,1778
0.4125,0.4125,202.169,194.169,200,192,198.4214,199,1,1778
0.6695,0.6695,201.414,194.414,199,192,198.4214,198,1,1778
0.746,0.746,199.7685,192.7685,197,190,198.4214,197,1,1778
0.217,0.217,203.9665,195.9665,202,194,198.4214,200,1,1778
0.4575,0.4575,202.3325,195.3325,198,191,198.4214,199,1,1778
0.2825,0.2825,202.491,195.491,199,192,198.4214,199,1,1778
0.193,0.193,203.746,195.746,200,192,198.4214,200,1,1778
0.9385,0.9385,198.864,191.864,196,189,198.4214,196,1,1778
0.8685,0.8685,200.38,193.38,198,191,198.4214,197,1,1778
0.213,0.213,203.819,195.819,201,193,198.4214,200,1,1778
0.5025,0.5025,201.6195,193.6195,199,191,198.4214,198,1,1778
0.365,0.365,202.8905,194.8905,199,191,198.4214,199,1,1778
0.4795,0.4795,201.4555,193.4555,198,190,198.4214,198,1,1778
0.356,0.356,202.8275,194.8275,200,192,198.4214,199,1,1778
0.253,0.253,203.219,195.219,199,191,198.4214,200,1,1778
0.6345,0.6345,202.366,193.366,199,190,198.4214,198,1,1778
0.4415,0.4415,202.3365,195.3365,199,192,198.4214,199,1,1778
0.176,0.176,204.5555,195.5555,202,193,198.4214,200,1,1778
0.498,0.498,201.635,193.635,198,190,198.4214,198,1,1778
0.726,0.726,199.653,193.653,197,191,198.4214,197,1,1778
0.667,0.667,201.3995,194.3995,198,191,198.4214,198,1,1778
0.5005,0.5005,201.572,193.572,198,190,198.4214,198,1,1778
0.786,0.786,200.003,193.003,198,191,198.4214,197,1,1778
0.292,0.292,201.618,195.618,199,193,198.4214,199,1,1778
0.4765,0.4765,201.4655,194.4655,197,190,198.4214,198,1,1778
0.4475,0.4475,202.3365,194.3365,199,191,198.4214,199,1,1778
0.686,0.686,200.498,193.498,197,190,198.4214,197,1,1778
0.466,0.466,203.312,194.312,201,192,198.4214,199,1,1778
0.257,0.257,201.509,195.509,199,193,198.4214,199,1,1778
