"","true","gods","naive","chao","l","N","S","comsize","saddef"
"1",32.81350479744,30.6780751902472,24.2718446601942,31.7307692307692,-1,100,150,8103,1
"2",56.2672954975632,54.6932787684338,33.7698174656229,52.1490445979489,0,100,150,8103,1
"3",150,142.901597082307,46,80.375,1,100,150,8103,1
"4",32.81350479744,34.7820488056146,28.9017341040462,33.6148648648649,-1,200,150,8103,1
"5",56.2672954975632,61.7605618235136,42.9268532329403,59.3681221337236,0,200,150,8103,1
"6",150,222.828212105045,67,124.511,1,200,150,8103,1
"7",32.81350479744,31.6948511675815,27.4557657107993,30.1208865010074,-1,300,150,8103,1
"8",56.2672954975632,49.807661574243,39.1010617917801,45.2413237284187,0,300,150,8103,1
"9",150,133.184757131476,66,78.2091666666667,1,300,150,8103,1
"10",32.81350479744,32.8823491218388,30.8947108255067,32.8635405690201,-1,500,150,8103,1
"11",56.2672954975632,57.7138447046703,50.2052200894031,57.162930588009,0,500,150,8103,1
"12",150,173.523527986187,94,116.455,1,500,150,8103,1
"13",71.1955588037245,79.5035321821036,46.7289719626168,86.8421052631577,-1,100,150,8103,2
"14",93.8591956616255,105.156666034067,53.5370794744756,92.6036268411764,0,100,150,8103,2
"15",150,147.612982523715,61,96.6691176470588,1,100,150,8103,2
"16",71.1955588037245,79.0729446206392,66.006600660066,98.0295566502464,-1,200,150,8103,2
"17",93.8591956616255,104.585841317625,77.4048462619118,109.795420032171,0,200,150,8103,2
"18",150,164.477985509304,92,123.234347826087,1,200,150,8103,2
"19",71.1955588037245,69.8213465073529,56.7465321563682,69.751166407465,-1,300,150,8103,2
"20",93.8591956616255,96.4988837518346,75.6602589323569,95.2800801601245,0,300,150,8103,2
"21",150,175.127116996264,103,122.076822916667,1,300,150,8103,2
"22",71.1955588037245,71.0939145083175,63.7755102040816,72.9532163742692,-1,500,150,8103,2
"23",93.8591956616255,92.5383313559571,80.7287867442307,93.6493921397719,0,500,150,8103,2
"24",150,135.891588944228,110,136.081066666667,1,500,150,8103,2
"25",114.370485658097,104.757595345831,46.7289719626168,86.8421052631577,-1,100,150,8103,3
"26",130.223469896803,116.385286729881,54.5692159426098,104.369263366981,0,100,150,8103,3
"27",150,130.339504617346,63,119.571428571429,1,100,150,8103,3
"28",114.370485658097,115.009580583351,73.5294117647059,115.697674418605,-1,200,150,8103,3
"29",130.223469896803,134.088075748593,87.8821306649937,131.983831134839,0,200,150,8103,3
"30",150,158.939267082097,104,141.328046875,1,200,150,8103,3
"31",114.370485658097,114.887282007656,84.1121495327103,116.493506493506,-1,300,150,8103,3
"32",130.223469896803,130.916829372723,97.8488406013547,130.355692460345,0,300,150,8103,3
"33",150,151.961722139448,118,153.1624,1,300,150,8103,3
"34",114.370485658097,112.526038050271,90.3832248734635,110.105913503972,-1,500,150,8103,3
"35",130.223469896803,127.582259114775,108.215320572801,130.273814874128,0,500,150,8103,3
"36",150,146.527429592311,137,169.172368421053,1,500,150,8103,3
"37",48.6915872117728,44.1339869281046,25.2525252525252,33.4459459459459,-1,100,150,8103,4
"38",73.8990338122299,69.480292085619,34.8171496749292,56.3959395338507,0,100,150,8103,4
"39",150,181.334923172645,48,89.6295,1,100,150,8103,4
"40",48.6915872117728,50.2371431228494,41.8410041841004,52.6455026455027,-1,200,150,8103,4
"41",73.8990338122299,79.6096646426968,56.3746818862892,75.0375290432972,0,200,150,8103,4
"42",150,164.048395395354,76,101.163026315789,1,200,150,8103,4
"43",48.6915872117728,49.3033160937025,41.9776119402985,48.644251626898,-1,300,150,8103,4
"44",73.8990338122299,74.0992586493099,57.7240931778699,72.9069686484402,0,300,150,8103,4
"45",150,138.931152717194,88,125.901018518519,1,300,150,8103,4
"46",48.6915872117728,49.6136466611969,47.1698113207547,51.9791666666668,-1,500,150,8103,4
"47",73.8990338122299,75.398584546004,65.5067659231757,76.5299582992839,0,500,150,8103,4
"48",150,153.166067349864,104,142.2046875,1,500,150,8103,4
"49",72.1758738841138,70.6883014917561,39.6825396825397,65.1315789473683,-1,100,150,8103,5
"50",97.0761941048994,92.4750348841496,47.5137682871411,87.5388643945237,0,100,150,8103,5
"51",150,141.617434327876,57,117.6375,1,100,150,8103,5
"52",72.1758738841138,69.5238095238095,50.8905852417303,67.9180887372014,-1,200,150,8103,5
"53",97.0761941048994,96.1198353215631,67.7808459653445,95.6147705007694,0,200,150,8103,5
"54",150,150.072872666614,89,119.973981481481,1,200,150,8103,5
"55",72.1758738841138,74.0338053905893,59.8404255319149,74.5016611295681,-1,300,150,8103,5
"56",97.0761941048994,99.8914278351327,77.1982870424635,99.5866226457376,0,300,150,8103,5
"57",150,164.844442456136,104,135.581875,1,300,150,8103,5
"58",72.1758738841138,71.2176343405579,62.2509960159363,70.9613196814564,-1,500,150,8103,5
"59",97.0761941048994,94.2329528462528,81.8776628293265,94.6372817089173,0,500,150,8103,5
"60",150,138.496188725555,113,132.4921875,1,500,150,8103,5
"61",5.14423386624474,5.19696250593261,5.18134715025907,5.40983606557375,-1,100,150,8103,6
"62",11.6553823638504,12.3362784244087,9.93183996675898,13.2798577555977,0,100,150,8103,6
"63",150,155.809849245604,25,62.125,1,100,150,8103,6
"64",5.14423386624474,5.62682934450876,6.06428138265616,6.22263914946842,-1,200,150,8103,6
"65",11.6553823638504,14.9351807767577,12.1563604837539,14.3324890972312,0,200,150,8103,6
"66",150,224.019473101896,35,63.7555,1,200,150,8103,6
"67",5.14423386624474,5.40077582414653,5.57068581332013,5.6571644803229,-1,300,150,8103,6
"68",11.6553823638504,12.7130826523472,10.9458762162873,12.1313470256815,0,300,150,8103,6
"69",150,150.48990919406,38,56.0022916666667,1,300,150,8103,6
"70",5.14423386624474,5.20733589790717,5.2362600536193,5.28109389552114,-1,500,150,8103,6
"71",11.6553823638504,11.6725764981673,10.5789002552231,11.3437550724512,0,500,150,8103,6
"72",150,136.744551924412,44,64.6015714285714,1,500,150,8103,6
"73",53.5895464706953,53.0856918238994,33.7837837837838,50.5102040816325,-1,100,150,8103,7
"74",80.7207303509914,80.6876331287826,46.0051512422562,86.1308034929953,0,100,150,8103,7
"75",150,148.276339435217,58,119.605,1,100,150,8103,7
"76",53.5895464706953,58.2028444189053,50.3778337531486,67.003367003367,-1,200,150,8103,7
"77",80.7207303509914,92.8635296771568,63.8326981625846,91.8650646013215,0,200,150,8103,7
"78",150,236.672224852035,83,133.4465,1,200,150,8103,7
