"samp","chaoest","cover","coverage","l","size","comm","reps"
39.1112219937501,39.19523178959,39.104,0.999,-1,17782,4,2
69.8175447632866,70.2812112171002,69.776,0.999,0,17782,4,2
217,227.226697579779,215.712,0.999,1,17782,4,2
6.79822654383445,6.79947333826831,6.797,1,-1,31622,1,2
17.2476686469202,17.2811562260977,17.205,1,0,31622,1,2
119,120.999936752894,114.877,1,1,31622,1,2
19.1154203717994,19.1263777220611,19.101,1,-1,31622,2,2
34.6371778126783,34.7009196573006,34.552,1,0,31622,2,2
114,115.124964423503,110.103,1,1,31622,2,2
20.3649489305494,20.3774282277558,20.363,1,-1,31622,3,2
49.2197308586388,49.407486475398,49.187,1,0,31622,3,2
227,234.562260846879,225.196,1,1,31622,3,2
39.0614206164586,39.1084945502604,39.061,1,-1,31622,4,2
70.2576693420399,70.5319534684926,70.258,1,0,31622,4,2
230,238.90880917198,230,1,1,31622,4,2
6.81053850713443,6.81124231069686,6.81,1,-1,56234,1,2
17.3794248695909,17.3980861115301,17.363,1,0,56234,1,2
120,120.499991108582,118.941,1,1,56234,1,2
19.0945830331108,19.1007292414092,19.091,1,-1,56234,2,2
34.6070106961441,34.6440043913649,34.588,1,0,56234,2,2
117,119.249959988619,115.702,1,1,56234,2,2
19.8080388198286,19.8146661562728,19.808,1,-1,56234,3,2
48.8999152906056,49.0030171833834,48.892,1,0,56234,3,2
233,234.142836819616,232.696,1,1,56234,3,2
39.3716649511161,39.3985493060949,39.372,1,-1,56234,4,2
70.7651702923423,70.9102969621935,70.765,1,0,56234,4,2
225,227.49995554291,225,1,1,56234,4,2
6.77715625351277,6.7775478069553,6.777,1,-1,1e+05,1,2
17.2670257723827,17.2773526952402,17.254,1,0,1e+05,1,2
120,120,119.458,1,1,1e+05,1,2
19.3823085428064,19.3858721492747,19.38,1,-1,1e+05,2,2
34.9369878532629,34.957996264535,34.926,1,0,1e+05,2,2
120,120.166665,119.222,1,1,1e+05,2,2
20.0830538709444,20.0868871007632,20.083,1,-1,1e+05,3,2
49.0189900950148,49.0780185846363,49.019,1,0,1e+05,3,2
237,238.33332,237,1,1,1e+05,3,2
38.3873563717868,38.4017139009912,38.387,1,-1,1e+05,4,2
69.3999798334923,69.4837374155718,69.4,1,0,1e+05,4,2
238,238.799992,238,1,1,1e+05,4,2
5.79374275782155,6.08856088560885,4.276,0.628,-1,100,1,3
10.3788625937553,13.8267239152735,5.516,0.628,0,100,1,3
22,81.895,6.943,0.628,1,100,1,3
18.7265917602996,22.8110599078341,14.762,0.619,-1,100,2,3
27.3634640171888,38.5823934354306,18.935,0.619,0,100,2,3
40,62,23.486,0.619,1,100,2,3
15.6739811912226,18.4014869888475,13.651,0.62,-1,100,3,3
27.7039519815315,44.930195668086,20.693,0.62,0,100,3,3
44,95.5507142857143,28.196,0.62,1,100,3,3
38.4615384615385,61.8749999999999,38.462,0.622,-1,100,4,3
47.3853809176379,93.6132484783669,47.385,0.622,0,100,4,3
58,137.42,58,0.622,1,100,4,3
6.96354745499,7.20777417862099,6.809,0.843,-1,177,1,3
14.6105904465937,18.2028652980061,13.211,0.843,0,177,1,3
39,75.5423728813559,29.37,0.843,1,177,1,3
18.1407064273306,20.098064516129,15.838,0.844,-1,177,2,3
24.603397021712,27.6979716714956,20.517,0.844,0,177,2,3
36,39.045197740113,27.243,0.844,1,177,2,3
16.3256904637832,17.8828932261768,16.326,0.842,-1,177,3,3
30.153956626399,40.4536955845589,30.154,0.842,0,177,3,3
55,98.3094789704959,55,0.842,1,177,3,3
36.6421052631579,45.9469026548672,36.339,0.842,-1,177,4,3
47.3537489401987,63.180466148296,46.836,0.842,0,177,4,3
64,91.8800521512386,62.914,0.842,1,177,4,3
6.541928721174,6.65908482740166,6.426,0.855,-1,316,1,3
15.5670032638857,17.8272267630904,13.831,0.855,0,316,1,3
56,75.4694422468354,38.575,0.855,1,316,1,3
18.0636758321274,19.0982348426707,16.811,0.855,-1,316,2,3
31.2395912713814,36.239832124128,26.659,0.855,0,316,2,3
60,88.4810126582279,43.223,0.855,1,316,2,3
21.2731146144014,22.7364093193239,21.273,0.855,-1,316,3,3
41.2635447294781,54.4777123046407,41.264,0.855,0,316,3,3
85,172.887658227848,85,0.855,1,316,3,3
32.9123269611075,36.6225165562914,32.055,0.855,-1,316,4,3
52.3464549096953,64.3806893715349,49.65,0.855,0,316,4,3
89,115.546161254816,80.603,0.855,1,316,4,3
7.42184415828555,7.50778682668954,7.295,0.916,-1,562,1,3
15.5619894260948,17.1677514388721,14.155,0.916,0,562,1,3
59,110.990658362989,39.471,0.916,1,562,1,3
18.3993941512292,18.9883160684173,17.583,0.916,-1,562,2,3
30.4690648738728,32.9040780676287,27.418,0.916,0,562,2,3
67,78.5508388408744,49.515,0.916,1,562,2,3
19.0704021253472,19.705125,19.02,0.916,-1,562,3,3
40.3695418220775,46.8885723481311,39.927,0.916,0,562,3,3
102,152.856714740588,98.522,0.916,1,562,3,3
40.9018389018389,44.0337988826816,40.902,0.916,-1,562,4,3
65.6712736906435,78.1115705348525,65.671,0.916,0,562,4,3
121,179.028141974152,121,0.916,1,562,4,3
7.3503469363754,7.39736982406252,7.329,0.96,-1,1000,1,3
17.9898038245311,19.0307780652468,17.549,0.96,0,1000,1,3
83,101.363970588235,73.112,0.96,1,1000,1,3
18.5714816328047,18.90398516444,18.193,0.96,-1,1000,2,3
31.8859732501886,33.407414273754,30.218,0.96,0,1000,2,3
77,86.365625,63.76,0.96,1,1000,2,3
18.4679027849597,18.7965680740573,18.468,0.96,-1,1000,3,3
42.0531328356491,45.855650423269,42.053,0.96,0,1000,3,3
128,154.64,128,0.96,1,1000,3,3
37.6931775348662,39.1304347826085,37.465,0.96,-1,1000,4,3
61.0332360310495,66.5370468117277,60.205,0.96,0,1000,4,3
126,158.079,120.773,0.96,1,1000,4,3
6.23006400958567,6.24845445232436,6.212,0.971,-1,1778,1,3
15.7303120166276,16.2466797631377,15.252,0.971,0,1778,1,3
92,105.325834270716,76.247,0.971,1,1778,1,3
18.8602758686522,19.0517613574694,18.559,0.971,-1,1778,2,3
33.4995336944853,34.6875318896561,31.948,0.971,0,1778,2,3
92,116.486220472441,72.694,0.971,1,1778,2,3
20.5743107802046,20.8034686648143,20.574,0.971,-1,1778,3,3
48.1110523524404,51.3927201552199,48.111,0.971,0,1778,3,3
155,216.893740960951,155,0.971,1,1778,3,3
40.6491449144915,41.5768238761975,40.459,0.971,-1,1778,4,3
67.8103946446313,72.1785997881979,67,0.971,0,1778,4,3
157,205.630528091883,148.878,0.971,1,1778,4,3
6.21356286122677,6.22382806808234,6.203,0.986,-1,3162,1,3
15.8970740840079,16.2146006269527,15.592,0.986,0,3162,1,3
102,116.722615145765,87.873,0.986,1,3162,1,3
19.0202182382663,19.1292703185825,18.83,0.986,-1,3162,2,3
33.5555087203812,34.1138919726396,32.576,0.986,0,3162,2,3
95,99.5440170202979,80.969,0.986,1,3162,2,3
18.8788595166163,18.9862471934017,18.879,0.986,-1,3162,3,3
45.8481496966312,47.6048213295161,45.848,0.986,0,3162,3,3
182,216.90275142315,182,0.986,1,3162,3,3
38.4086941823658,38.8686836476765,38.308,0.986,-1,3162,4,3
68.0351878341809,70.6613194358694,67.506,0.986,0,3162,4,3
180,225.61890153911,172.627,0.986,1,3162,4,3
6.58300543015574,6.58954927387297,6.576,0.995,-1,5623,1,3
16.2885365039528,16.4521643556293,16.12,0.995,0,5623,1,3
104,107.999288635959,96.092,0.995,1,5623,1,3
19.0489590832824,19.110311133035,18.978,0.995,-1,5623,2,3
34.556464585716,34.9146875526751,34.141,0.995,0,5623,2,3
105,111.248888493687,95.784,0.995,1,5623,2,3
19.3365193795558,19.3997930689133,19.335,0.995,-1,5623,3,3
46.7218717137365,47.6864582658085,46.697,0.995,0,5623,3,3
193,215.127643045012,192.25,0.995,1,5623,3,3
38.3386208677749,38.5949499685015,38.339,0.995,-1,5623,4,3
69.0551283815567,70.4916526486938,69.055,0.995,0,5623,4,3
197,216.56173789328,197,0.995,1,5623,4,3
6.67268186694699,6.67646959452017,6.669,0.997,-1,10000,1,3
17.18200160619,17.2873646802404,17.07,0.997,0,10000,1,3
115,118.49965,108.062,0.997,1,10000,1,3
19.7311901577667,19.7682220936721,19.679,0.997,-1,10000,2,3
35.4006970697181,35.5994181099399,35.109,0.997,0,10000,2,3
108,109.56234375,100.716,0.997,1,10000,2,3
20.2727002547468,20.3118505905856,20.273,0.997,-1,10000,3,3
48.3460864743386,48.9273487264976,48.346,0.997,0,10000,3,3
208,225.787694736842,208,0.997,1,10000,3,3
38.0985762562053,38.2404570956529,38.074,0.997,-1,10000,4,3
68.4680265294804,69.2364459865678,68.328,0.997,0,10000,4,3
204,213.0240975,200.65,0.997,1,10000,4,3
6.720572540932,6.72273540553811,6.718,0.999,-1,17782,1,3
17.1844675903888,17.2425764051633,17.119,0.999,0,17782,1,3
116,117.999887526712,111.535,0.999,1,17782,1,3
19.2711005460519,19.2909231880403,19.252,0.999,-1,17782,2,3
34.7884709835993,34.9072298597805,34.675,0.999,0,17782,2,3
114,118.499746935103,109.208,0.999,1,17782,2,3
19.7719138103337,19.7928096495332,19.77,0.999,-1,17782,3,3
48.8679069944786,49.1941774553669,48.835,0.999,0,17782,3,3
222,228.532965920594,220.606,0.999,1,17782,3,3
37.9914443426905,38.0706461980376,37.991,0.999,-1,17782,4,3
68.3770429814131,68.8361336916912,68.377,0.999,0,17782,4,3
216,229.135624891361,216,0.999,1,17782,4,3
6.74549700443398,6.7467228757243,6.744,1,-1,31622,1,3
17.1562360438557,17.1894372856745,17.118,1,0,31622,1,3
118,120.666582337191,114.396,1,1,31622,1,3
19.3464106273041,19.3576418738362,19.338,1,-1,31622,2,3
35.1895873651819,35.2584216203599,35.139,1,0,31622,2,3
119,121.499920941117,115.693,1,1,31622,2,3
20.4494888358303,20.4620746772961,20.449,1,-1,31622,3,3
49.4904605746399,49.6789822018733,49.49,1,0,31622,3,3
226,233.999747011574,226,1,1,31622,3,3
38.2380744501286,38.2831581316279,38.229,1,-1,31622,4,3
69.1582698731753,69.4168650428482,69.108,1,0,31622,4,3
224,230.749786541016,222.337,1,1,31622,4,3
6.74875166364674,6.74944166531838,6.748,1,-1,56234,1,3
17.3249726770241,17.3434458496988,17.3,1,0,56234,1,3
120,120,118.753,1,1,56234,1,3
19.326231559864,19.3325319965827,19.321,1,-1,56234,2,3
35.1670710485621,35.2056372521546,35.134,1,0,56234,2,3
120,122.249959988619,117.825,1,1,56234,2,3
20.0037291393212,20.0104916090895,20.003,1,-1,56234,3,3
48.8077113214532,48.9121875811256,48.797,1,0,56234,3,3
235,236.799967990895,234.369,1,1,56234,3,3
38.8755493972885,38.901751542153,38.876,1,-1,56234,4,3
70.0577771747455,70.2087216011655,70.058,1,0,56234,4,3
233,237.571347278464,233,1,1,56234,4,3
6.72253765922573,6.72292238483825,6.722,1,-1,1e+05,1,3
17.162760526382,17.1730200091038,17.147,1,0,1e+05,1,3
120,120,119.363,1,1,1e+05,1,3
19.2422363454849,19.245747235291,19.241,1,-1,1e+05,2,3
34.76750668944,34.7882368170062,34.757,1,0,1e+05,2,3
119,119.166665,118.247,1,1,1e+05,2,3
20.3859477411612,20.3899005561556,20.386,1,-1,1e+05,3,3
49.5877376437022,49.6473324974955,49.588,1,0,1e+05,3,3
