"qtile","truediv","chaoest","obsD","l","inds","reps"
20.6,25,28.6127167630057,22.4215246636771,-1,100,500
27.5,25,27.0491803278688,21.4592274678112,-1,100,500
33.75,25,26.6129032258064,21.1864406779661,-1,100,500
54.25,25,24.9999999999999,20.1612903225806,-1,100,500
51.65,25,24.9999999999999,20.1612903225806,-1,100,500
28,25,27.1978021978021,21.551724137931,-1,100,500
5.55,25,29.9999999999999,23.2558139534884,-1,100,500
99.5,25,15.7142857142857,13.6986301369863,-1,100,500
38.65,25,26.0526315789473,20.8333333333333,-1,100,500
38,25,26.3297872340425,21.0084033613445,-1,100,500
0,25,38.3720930232557,27.9329608938547,-1,100,500
17.35,25,29.1176470588235,22.7272727272727,-1,100,500
37.95,25,26.3297872340425,21.0084033613445,-1,100,500
85.6,25,21.7105263157894,17.9856115107914,-1,100,500
91.85,25,20.2868852459016,17.0068027210884,-1,100,500
79.65,25,22.0982142857142,18.2481751824817,-1,100,500
29.25,25,26.9021739130434,21.3675213675214,-1,100,500
38.35,25,26.3297872340425,21.0084033613445,-1,100,500
87.3,25,21.6157205240174,17.921146953405,-1,100,500
39.45,25,26.4705882352941,21.0970464135021,-1,100,500
18,25,28.6127167630057,22.4215246636771,-1,100,500
17.9,25,27.8089887640449,21.9298245614035,-1,100,500
85.9,25,21.7105263157894,17.9856115107914,-1,100,500
81.7,25,22.2972972972972,18.3823529411765,-1,100,500
73.95,25,23.2394366197183,19.0114068441065,-1,100,500
7.15,25,30.3680981595091,23.4741784037559,-1,100,500
2.35,25,32.3529411764705,24.6305418719212,-1,100,500
98.3,25,17.4295774647887,14.9700598802395,-1,100,500
1.75,25,31.7307692307692,24.2718446601942,-1,100,500
60.1,25,24.1463414634146,19.6078431372549,-1,100,500
43.65,25,25.6476683937823,20.5761316872428,-1,100,500
92.15,25,20.7112970711297,17.3010380622837,-1,100,500
87.55,25,20.7112970711297,17.3010380622837,-1,100,500
77,25,22.6027397260273,18.5873605947955,-1,100,500
7.05,25,29.9999999999999,23.2558139534884,-1,100,500
66.65,25,23.7980769230769,19.3798449612403,-1,100,500
58.85,25,24.5049504950494,19.8412698412698,-1,100,500
4.85,25,31.9354838709677,24.390243902439,-1,100,500
22.5,25,27.9661016949152,22.0264317180617,-1,100,500
58.65,25,24.5049504950494,19.8412698412698,-1,100,500
77,25,22.7064220183486,18.6567164179104,-1,100,500
73.9,25,23.0232558139534,18.8679245283019,-1,100,500
50.75,25,25.1269035532994,20.2429149797571,-1,100,500
68.8,25,23.6842105263157,19.3050193050193,-1,100,500
69,25,23.4597156398104,19.1570881226054,-1,100,500
86.75,25,22.0982142857142,18.2481751824818,-1,100,500
95.6,25,19.8,16.6666666666667,-1,100,500
19.9,25,28.2857142857142,22.2222222222222,-1,100,500
14.8,25,28.9473684210526,22.6244343891403,-1,100,500
89,25,19.8795180722891,16.7224080267559,-1,100,500
70.2,25,23.5714285714285,19.2307692307692,-1,100,500
68.55,25,23.1308411214953,18.9393939393939,-1,100,500
44.85,25,25.5154639175257,20.4918032786885,-1,100,500
3.75,25,31.3291139240506,24.0384615384615,-1,100,500
93.7,25,19.8,16.6666666666667,-1,100,500
48.35,25,25.2551020408163,20.3252032520325,-1,100,500
95.7,25,19.8,16.6666666666667,-1,100,500
96.05,25,18.9655172413793,16.0771704180064,-1,100,500
3.3,25,32.5657894736841,24.7524752475248,-1,100,500
99.35,25,17.0103092783505,14.6627565982405,-1,100,500
61.15,25,24.2647058823529,19.6850393700787,-1,100,500
55.95,25,24.6268656716417,19.9203187250996,-1,100,500
98.9,25,18.6090225563909,15.8227848101266,-1,100,500
77.9,25,22.6027397260273,18.5873605947955,-1,100,500
66.7,25,23.5714285714285,19.2307692307692,-1,100,500
79.25,25,22.6027397260273,18.5873605947955,-1,100,500
88.15,25,20.9745762711864,17.4825174825175,-1,100,500
37.35,25,26.4705882352941,21.0970464135021,-1,100,500
18.9,25,28.6127167630057,22.4215246636771,-1,100,500
11.45,25,29.1176470588235,22.7272727272727,-1,100,500
81.8,25,22.1973094170403,18.3150183150183,-1,100,500
71.9,25,23.3490566037735,19.0839694656489,-1,100,500
84.15,25,21.9026548672566,18.1159420289855,-1,100,500
16.05,25,28.4482758620689,22.3214285714286,-1,100,500
45.05,25,25.9162303664921,20.746887966805,-1,100,500
60.6,25,24.1463414634146,19.6078431372549,-1,100,500
5.6,25,30.9374999999999,23.8095238095238,-1,100,500
74.9,25,23.1308411214953,18.9393939393939,-1,100,500
85.7,25,21.7105263157894,17.9856115107914,-1,100,500
17.55,25,28.6127167630057,22.4215246636771,-1,100,500
56.3,25,24.6268656716417,19.9203187250996,-1,100,500
54.7,25,24.8743718592964,20.0803212851406,-1,100,500
73.25,25,23.3490566037735,19.0839694656489,-1,100,500
87.25,25,21.3362068965517,17.7304964539007,-1,100,500
72,25,23.0232558139534,18.8679245283019,-1,100,500
45.1,25,25.6476683937823,20.5761316872428,-1,100,500
89.8,25,20.9745762711864,17.4825174825175,-1,100,500
56.2,25,24.7499999999999,20,-1,100,500
92.6,25,20.6249999999999,17.2413793103448,-1,100,500
41.9,25,25.7812499999999,20.6611570247934,-1,100,500
82.05,25,22.1973094170403,18.3150183150183,-1,100,500
60,25,24.2647058823529,19.6850393700787,-1,100,500
96.2,25,19.1860465116279,16.2337662337662,-1,100,500
39.6,25,26.0526315789473,20.8333333333333,-1,100,500
13.3,25,29.2899408284023,22.8310502283105,-1,100,500
12.55,25,30.3680981595091,23.4741784037559,-1,100,500
51.4,25,25.1269035532994,20.2429149797571,-1,100,500
45.05,25,25.6476683937823,20.5761316872428,-1,100,500
85.95,25,21.806167400881,18.0505415162455,-1,100,500
85.95,25,22.0982142857142,18.2481751824818,-1,100,500
65.5,25,23.6842105263157,19.3050193050193,-1,100,500
92,25,20.3703703703703,17.0648464163823,-1,100,500
65.25,25,23.9130434782608,19.4552529182879,-1,100,500
0.1,25,40.9090909090908,29.2397660818713,-1,100,500
68.7,25,23.3490566037735,19.0839694656489,-1,100,500
80.25,25,22.1973094170403,18.3150183150183,-1,100,500
64.3,25,23.9130434782608,19.4552529182879,-1,100,500
8.45,25,31.9354838709677,24.390243902439,-1,100,500
56.65,25,24.6268656716417,19.9203187250996,-1,100,500
42.15,25,25.9162303664921,20.746887966805,-1,100,500
1.25,25,32.3529411764705,24.6305418719212,-1,100,500
95.35,25,20.3703703703703,17.0648464163823,-1,100,500
63.8,25,24.1463414634146,19.6078431372549,-1,100,500
18.95,25,27.9661016949152,22.0264317180617,-1,100,500
1.2,25,33.221476510067,25.1256281407035,-1,100,500
2,25,31.7307692307692,24.2718446601942,-1,100,500
31.25,25,26.9021739130434,21.3675213675214,-1,100,500
18.4,25,27.8089887640449,21.9298245614035,-1,100,500
0.95,25,33.673469387755,25.3807106598985,-1,100,500
99.45,25,17.3076923076923,14.8809523809524,-1,100,500
43.05,25,25.6476683937823,20.5761316872428,-1,100,500
63.75,25,23.9130434782608,19.4552529182879,-1,100,500
38.55,25,26.1904761904761,20.9205020920502,-1,100,500
89.15,25,21.3362068965517,17.7304964539007,-1,100,500
77.8,25,22.2972972972972,18.3823529411765,-1,100,500
2.4,25,32.3529411764705,24.6305418719212,-1,100,500
16.5,25,28.6127167630057,22.4215246636771,-1,100,500
6,25,30.1829268292682,23.3644859813084,-1,100,500
58.7,25,24.5049504950495,19.8412698412698,-1,100,500
73.85,25,23.2394366197182,19.0114068441065,-1,100,500
22.2,25,28.1249999999999,22.1238938053097,-1,100,500
97.45,25,18.8931297709923,16.025641025641,-1,100,500
24.35,25,27.4999999999999,21.7391304347826,-1,100,500
30.1,25,27.3480662983425,21.6450216450216,-1,100,500
8,25,30.7453416149067,23.696682464455,-1,100,500
2.4,25,32.3529411764705,24.6305418719212,-1,100,500
60.4,25,24.2647058823529,19.6850393700787,-1,100,500
36.5,25,26.6129032258064,21.1864406779661,-1,100,500
37.55,25,26.4705882352941,21.0970464135021,-1,100,500
5.9,25,31.132075471698,23.9234449760766,-1,100,500
94.65,25,18.75,15.9235668789809,-1,100,500
27.85,25,27.3480662983425,21.6450216450216,-1,100,500
27.8,25,27.3480662983425,21.6450216450216,-1,100,500
0.1,25,35.8695652173912,26.5957446808511,-1,100,500
8.05,25,29.9999999999999,23.2558139534884,-1,100,500
68.65,25,23.4597156398104,19.1570881226054,-1,100,500
96.8,25,19.1860465116279,16.2337662337662,-1,100,500
74.65,25,22.811059907834,18.7265917602996,-1,100,500
53.05,25,24.8743718592964,20.0803212851406,-1,100,500
54,25,24.7499999999999,20,-1,100,500
8.45,25,29.9999999999999,23.2558139534884,-1,100,500
10.9,25,30.1829268292682,23.3644859813084,-1,100,500
13.35,25,28.7790697674418,22.5225225225225,-1,100,500
9.25,25,30.3680981595091,23.4741784037559,-1,100,500
54.3,25,24.8743718592964,20.0803212851406,-1,100,500
98.5,25,17.2473867595819,14.8367952522255,-1,100,500
74.55,25,22.8110599078341,18.7265917602996,-1,100,500
77.5,25,22.7064220183486,18.6567164179104,-1,100,500
40.5,25,26.1904761904761,20.9205020920502,-1,100,500
39.8,25,25.9162303664921,20.746887966805,-1,100,500
91.45,25,20.204081632653,16.9491525423729,-1,100,500
44.55,25,25.6476683937823,20.5761316872428,-1,100,500
49.25,25,25.2551020408163,20.3252032520325,-1,100,500
54.85,25,24.7499999999999,20,-1,100,500
20.25,25,28.6127167630057,22.4215246636771,-1,100,500
26.7,25,27.3480662983425,21.6450216450216,-1,100,500
74.65,25,22.7064220183486,18.6567164179104,-1,100,500
81.8,25,21.6157205240174,17.921146953405,-1,100,500
0.25,25,35.6115107913668,26.4550264550265,-1,100,500
7.85,25,30.5555555555555,23.5849056603774,-1,100,500
83.95,25,22.0982142857142,18.2481751824818,-1,100,500
42.7,25,25.6476683937823,20.5761316872428,-1,100,500
42.1,25,26.1904761904761,20.9205020920502,-1,100,500
9.65,25,29.6407185628742,23.0414746543779,-1,100,500
