"qtile","truediv","chaoest","obsD","l","inds","reps"
41.45,26.8519167514429,28.1249999999999,22.1238938053097,-1,100,500
73.85,26.8519167514429,23.9130434782608,19.4552529182879,-1,100,500
23.7,26.8519167514429,30.7453416149068,23.696682464455,-1,100,500
48.15,26.8519167514429,27.4999999999999,21.7391304347826,-1,100,500
37.35,26.8519167514429,28.7790697674418,22.5225225225225,-1,100,500
91.2,26.8519167514429,21.806167400881,18.0505415162455,-1,100,500
81.05,26.8519167514429,22.7064220183486,18.6567164179104,-1,100,500
11.1,26.8519167514429,32.1428571428571,24.5098039215686,-1,100,500
9.25,26.8519167514429,33.4459459459459,25.2525252525252,-1,100,500
76.3,26.8519167514429,23.9130434782608,19.4552529182879,-1,100,500
49.75,26.8519167514429,27.3480662983425,21.6450216450216,-1,100,500
68.5,26.8519167514429,24.9999999999999,20.1612903225806,-1,100,500
40.2,26.8519167514429,28.2857142857142,22.2222222222222,-1,100,500
1.05,26.8519167514429,37.4999999999999,27.4725274725275,-1,100,500
22.5,26.8519167514429,31.7307692307692,24.2718446601942,-1,100,500
8.9,26.8519167514429,33.4459459459459,25.2525252525253,-1,100,500
50.95,26.8519167514429,27.1978021978021,21.551724137931,-1,100,500
4.15,26.8519167514429,35.6115107913668,26.4550264550265,-1,100,500
81.5,26.8519167514429,22.9166666666666,18.796992481203,-1,100,500
7.2,26.8519167514429,32.9999999999999,25,-1,100,500
58.5,26.8519167514429,26.3297872340425,21.0084033613445,-1,100,500
53.05,26.8519167514429,27.0491803278688,21.4592274678112,-1,100,500
83.3,26.8519167514429,23.4597156398104,19.1570881226054,-1,100,500
76.6,26.8519167514429,23.7980769230769,19.3798449612403,-1,100,500
72.25,26.8519167514429,24.5049504950494,19.8412698412698,-1,100,500
75.85,26.8519167514429,23.9130434782608,19.4552529182879,-1,100,500
10.25,26.8519167514429,31.7307692307692,24.2718446601942,-1,100,500
22.6,26.8519167514429,30.5555555555555,23.5849056603774,-1,100,500
0.1,26.8519167514429,41.2499999999999,29.4117647058824,-1,100,500
12.3,26.8519167514429,32.7814569536423,24.8756218905473,-1,100,500
57.4,26.8519167514429,26.3297872340425,21.0084033613445,-1,100,500
21.95,26.8519167514429,30.7453416149068,23.696682464455,-1,100,500
87.6,26.8519167514429,21.063829787234,17.5438596491228,-1,100,500
78.05,26.8519167514429,23.7980769230769,19.3798449612403,-1,100,500
0,26.8519167514429,43.4210526315788,30.4878048780488,-1,100,500
8.2,26.8519167514429,33.904109589041,25.5102040816327,-1,100,500
50.7,26.8519167514429,27.1978021978021,21.551724137931,-1,100,500
86.65,26.8519167514429,22.7064220183486,18.6567164179104,-1,100,500
2.2,26.8519167514429,35.8695652173912,26.5957446808511,-1,100,500
26.95,26.8519167514429,30.1829268292682,23.3644859813084,-1,100,500
51.15,26.8519167514429,27.1978021978021,21.551724137931,-1,100,500
97.7,26.8519167514429,18.4014869888475,15.6739811912226,-1,100,500
47.5,26.8519167514429,27.8089887640449,21.9298245614035,-1,100,500
61.35,26.8519167514429,26.0526315789473,20.8333333333333,-1,100,500
83.85,26.8519167514429,22.8110599078341,18.7265917602996,-1,100,500
96.55,26.8519167514429,19.1860465116279,16.2337662337662,-1,100,500
6,26.8519167514429,35.8695652173912,26.5957446808511,-1,100,500
9.4,26.8519167514429,32.9999999999999,25,-1,100,500
5.55,26.8519167514429,33.904109589041,25.5102040816327,-1,100,500
67.15,26.8519167514429,24.8743718592964,20.0803212851406,-1,100,500
91.4,26.8519167514429,20.7112970711297,17.3010380622837,-1,100,500
40.6,26.8519167514429,28.1249999999999,22.1238938053097,-1,100,500
54.3,26.8519167514429,26.7567567567567,21.2765957446809,-1,100,500
35.55,26.8519167514429,29.2899408284023,22.8310502283105,-1,100,500
8.05,26.8519167514429,33.673469387755,25.3807106598985,-1,100,500
96.35,26.8519167514429,18.8212927756653,15.9744408945687,-1,100,500
0.2,26.8519167514429,41.9491525423728,29.7619047619048,-1,100,500
23.15,26.8519167514429,31.3291139240506,24.0384615384615,-1,100,500
32.25,26.8519167514429,29.8192771084337,23.1481481481481,-1,100,500
93,26.8519167514429,20.204081632653,16.9491525423729,-1,100,500
42.75,26.8519167514429,28.4482758620689,22.3214285714286,-1,100,500
80.65,26.8519167514429,22.9166666666666,18.796992481203,-1,100,500
25.4,26.8519167514429,30.7453416149068,23.696682464455,-1,100,500
40.15,26.8519167514429,28.1249999999999,22.1238938053097,-1,100,500
95.8,26.8519167514429,19.7999999999999,16.6666666666667,-1,100,500
59,26.8519167514429,26.1904761904761,20.9205020920502,-1,100,500
80.55,26.8519167514429,23.0232558139534,18.8679245283019,-1,100,500
21.6,26.8519167514429,30.7453416149068,23.696682464455,-1,100,500
53.1,26.8519167514429,27.0491803278688,21.4592274678112,-1,100,500
62.55,26.8519167514429,25.7812499999999,20.6611570247934,-1,100,500
57.05,26.8519167514429,26.3297872340425,21.0084033613445,-1,100,500
89.4,26.8519167514429,22.3981900452488,18.450184501845,-1,100,500
2.1,26.8519167514429,34.8591549295774,26.0416666666667,-1,100,500
88.7,26.8519167514429,22.3981900452488,18.450184501845,-1,100,500
58.5,26.8519167514429,26.1904761904762,20.9205020920502,-1,100,500
37.9,26.8519167514429,28.6127167630057,22.4215246636771,-1,100,500
54.2,26.8519167514429,26.9021739130434,21.3675213675214,-1,100,500
9.75,26.8519167514429,32.5657894736841,24.7524752475248,-1,100,500
36.3,26.8519167514429,29.1176470588235,22.7272727272727,-1,100,500
95.8,26.8519167514429,19.9596774193548,16.7785234899329,-1,100,500
9,26.8519167514429,32.9999999999999,25,-1,100,500
67.9,26.8519167514429,25.1269035532994,20.2429149797571,-1,100,500
83.85,26.8519167514429,22.7064220183486,18.6567164179104,-1,100,500
63.15,26.8519167514429,25.6476683937823,20.5761316872428,-1,100,500
16.2,26.8519167514429,32.1428571428571,24.5098039215686,-1,100,500
17.95,26.8519167514429,31.3291139240506,24.0384615384615,-1,100,500
15,26.8519167514429,32.7814569536423,24.8756218905473,-1,100,500
19.6,26.8519167514429,32.7814569536423,24.8756218905473,-1,100,500
60.15,26.8519167514429,26.0526315789473,20.8333333333333,-1,100,500
5.5,26.8519167514429,33.221476510067,25.1256281407035,-1,100,500
17.85,26.8519167514429,30.9374999999999,23.8095238095238,-1,100,500
4.9,26.8519167514429,35.8695652173912,26.5957446808511,-1,100,500
80.2,26.8519167514429,23.5714285714285,19.2307692307692,-1,100,500
48.3,26.8519167514429,27.4999999999999,21.7391304347826,-1,100,500
72.05,26.8519167514429,24.6268656716417,19.9203187250996,-1,100,500
92,26.8519167514429,21.5217391304347,17.8571428571429,-1,100,500
