"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.288,0.288,58.7305,45.7305,59,46,50.3546,52,1,1000
0.8445,0.8445,51.6645,43.6645,51,43,50.3546,48,1,1000
0.254,0.254,55.296,48.296,52,45,50.3546,52,1,1000
0.36,0.36,55.712,46.712,55,46,50.3546,51,1,1000
0.008,0.008,60.6815,50.6815,59,49,50.3546,56,1,1000
0.386,0.386,55.84,46.84,54,45,50.3546,51,1,1000
0.632,0.632,54.327,45.327,52,43,50.3546,50,1,1000
0.5355,0.5355,54.6825,45.6825,54,45,50.3546,50,1,1000
0.476,0.476,54.3685,45.3685,53,44,50.3546,50,1,1000
0.766,0.766,52.906,44.906,51,43,50.3546,49,1,1000
0.5535,0.5535,53.8085,45.8085,52,44,50.3546,50,1,1000
0.6465,0.6465,54.2395,46.2395,53,45,50.3546,50,1,1000
0.555,0.555,54.853,44.853,54,44,50.3546,50,1,1000
0.2175,0.2175,56.668,47.668,55,46,50.3546,52,1,1000
0.367,0.367,55.7515,46.7515,54,45,50.3546,51,1,1000
0.905,0.905,51.4735,42.4735,50,41,50.3546,47,1,1000
0.556,0.556,53.8225,45.8225,52,44,50.3546,50,1,1000
0.992,0.992,50.034,44.034,49,43,50.3546,47,1,1000
0.0725,0.0725,59.392,48.392,59,48,50.3546,54,1,1000
0.673,0.673,54.5635,43.5635,53,42,50.3546,49,1,1000
0.6235,0.6235,54.274,45.274,52,43,50.3546,50,1,1000
0.6105,0.6105,54.122,46.122,52,44,50.3546,50,1,1000
0.801,0.801,53.2315,45.2315,52,44,50.3546,49,1,1000
0.189,0.189,56.39,47.39,54,45,50.3546,52,1,1000
0.433,0.433,57.0045,46.0045,56,45,50.3546,51,1,1000
0.4935,0.4935,54.499,45.499,53,44,50.3546,50,1,1000
0.1615,0.1615,59.4315,47.4315,59,47,50.3546,53,1,1000
0.8795,0.8795,52.5755,41.5755,53,42,50.3546,47,1,1000
0.846,0.846,51.667,43.667,51,43,50.3546,48,1,1000
0.845,0.845,52.227,45.227,51,44,50.3546,49,1,1000
1,1,48.011,43.011,47,42,50.3546,46,1,1000
0.2455,0.2455,56.736,46.736,55,45,50.3546,52,1,1000
0.575,0.575,52.8805,46.8805,51,45,50.3546,50,1,1000
0.508,0.508,53.5835,46.5835,51,44,50.3546,50,1,1000
0.124,0.124,60.7255,47.7255,61,48,50.3546,54,1,1000
0.8575,0.8575,53.2915,43.2915,53,43,50.3546,48,1,1000
0.1295,0.1295,57.9195,47.9195,56,46,50.3546,53,1,1000
0.0275,0.0275,58.356,49.356,57,48,50.3546,54,1,1000
0.3555,0.3555,55.671,46.671,54,45,50.3546,51,1,1000
0.024,0.024,61.0815,51.0815,59,49,50.3546,56,1,1000
0.246,0.246,57.516,46.516,57,46,50.3546,52,1,1000
0.3435,0.3435,54.6395,47.6395,52,45,50.3546,51,1,1000
0.553,0.553,54.7855,45.7855,53,44,50.3546,50,1,1000
0.4885,0.4885,53.5025,46.5025,51,44,50.3546,50,1,1000
0.8245,0.8245,52.758,42.758,52,42,50.3546,48,1,1000
0.0835,0.0835,57.444,48.444,54,45,50.3546,53,1,1000
0.727,0.727,52.621,45.621,50,43,50.3546,49,1,1000
0.9845,0.9845,50.3545,43.3545,50,43,50.3546,47,1,1000
0.2875,0.2875,54.5515,47.5515,52,45,50.3546,51,1,1000
0.9925,0.9925,49.4005,42.4005,47,40,50.3546,46,1,1000
0.904,0.904,51.9585,43.9585,51,43,50.3546,48,1,1000
0.9115,0.9115,51.9815,43.9815,50,42,50.3546,48,1,1000
0.997,0.997,48.8755,42.8755,47,41,50.3546,46,1,1000
1,1,47.6395,41.6395,46,40,50.3546,45,1,1000
0.304,0.304,57.8775,45.8775,57,45,50.3546,52,1,1000
0.587,0.587,54.0005,46.0005,52,44,50.3546,50,1,1000
0.227,0.227,56.8245,47.8245,55,46,50.3546,52,1,1000
0.73,0.73,52.8725,44.8725,52,44,50.3546,49,1,1000
0.866,0.866,51.446,44.446,49,42,50.3546,48,1,1000
0.2635,0.2635,56.864,46.864,55,45,50.3546,52,1,1000
0.182,0.182,57.9965,47.9965,58,48,50.3546,53,1,1000
0.45,0.45,55.2035,46.2035,53,44,50.3546,51,1,1000
0.343,0.343,55.645,46.645,54,45,50.3546,51,1,1000
0.91,0.91,52.2885,44.2885,51,43,50.3546,48,1,1000
0.462,0.462,54.3425,47.3425,51,44,50.3546,51,1,1000
0.9395,0.9395,51.2685,42.2685,51,42,50.3546,47,1,1000
0.8525,0.8525,52.9915,42.9915,52,42,50.3546,48,1,1000
0.99,0.99,49.6745,43.6745,48,42,50.3546,47,1,1000
0.976,0.976,49.5625,43.5625,47,41,50.3546,47,1,1000
0.3885,0.3885,55.0195,47.0195,53,45,50.3546,51,1,1000
0.8735,0.8735,52.218,43.218,52,43,50.3546,48,1,1000
0.475,0.475,53.42,46.42,50,43,50.3546,50,1,1000
