"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.408,0.408,119.359,100.359,110,91,108.46282,110,1,178
0.6505,0.6505,115.0535,99.0535,101,85,108.46282,107,1,178
0.172,0.172,122.25,104.25,110,92,108.46282,113,1,178
0.8685,0.8685,111.5725,94.5725,103,86,108.46282,103,1,178
0.543,0.543,116.988,98.988,104,86,108.46282,108,1,178
0.372,0.372,118.121,101.121,103,86,108.46282,110,1,178
0.9925,0.9925,107.1165,93.1165,90,76,108.46282,100,1,178
0.405,0.405,119.374,101.374,109,91,108.46282,110,1,178
0.8105,0.8105,114.2295,96.2295,101,83,108.46282,105,1,178
0.1695,0.1695,121.862,103.862,113,95,108.46282,113,1,178
0.0585,0.0585,123.8175,106.8175,108,91,108.46282,115,1,178
0.444,0.444,117.838,100.838,105,88,108.46282,109,1,178
0.177,0.177,122.3525,104.3525,109,91,108.46282,113,1,178
0.3625,0.3625,118.8345,100.8345,107,89,108.46282,110,1,178
0.0515,0.0515,124.2715,107.2715,110,93,108.46282,116,1,178
0.128,0.128,123.0825,105.0825,111,93,108.46282,114,1,178
0.655,0.655,115.2105,98.2105,102,85,108.46282,107,1,178
0.2205,0.2205,120.288,103.288,104,87,108.46282,112,1,178
0.401,0.401,117.515,100.515,103,86,108.46282,109,1,178
0.961,0.961,108.8425,92.8425,95,79,108.46282,101,1,178
0.9255,0.9255,111.33,94.33,96,79,108.46282,103,1,178
0.0305,0.0305,126.059,108.059,114,96,108.46282,117,1,178
0.5145,0.5145,116.703,98.703,106,88,108.46282,108,1,178
0.724,0.724,115.447,96.447,108,89,108.46282,106,1,178
0.825,0.825,113.119,94.119,105,86,108.46282,104,1,178
0.391,0.391,119.219,101.219,107,89,108.46282,110,1,178
0.699,0.699,113.652,97.652,99,83,108.46282,106,1,178
0.4845,0.4845,117.257,100.257,102,85,108.46282,109,1,178
0.388,0.388,119.1085,101.1085,108,90,108.46282,110,1,178
0.4165,0.4165,116.692,101.692,100,85,108.46282,109,1,178
0.3185,0.3185,120.297,102.297,110,92,108.46282,111,1,178
0.6855,0.6855,114.7045,97.7045,104,87,108.46282,106,1,178
0.983,0.983,107.629,90.629,95,78,108.46282,99,1,178
0.101,0.101,122.9455,105.9455,109,92,108.46282,114,1,178
0.7505,0.7505,112.498,96.498,98,82,108.46282,105,1,178
0.8945,0.8945,112.2155,94.2155,101,83,108.46282,103,1,178
0.3165,0.3165,119.3265,102.3265,108,91,108.46282,111,1,178
0.692,0.692,114.6095,97.6095,103,86,108.46282,106,1,178
0.264,0.264,119.5965,101.5965,107,89,108.46282,111,1,178
0.0115,0.0115,127.7145,109.7145,112,94,108.46282,119,1,178
0.6865,0.6865,114.6875,97.6875,102,85,108.46282,106,1,178
0.214,0.214,121.003,103.003,106,88,108.46282,112,1,178
0.924,0.924,110.3755,95.3755,97,82,108.46282,103,1,178
0.292,0.292,120.863,101.863,110,91,108.46282,111,1,178
0.7515,0.7515,113.508,96.508,101,84,108.46282,105,1,178
0.896,0.896,112.0505,94.0505,101,83,108.46282,103,1,178
0.965,0.965,110.24,92.24,99,81,108.46282,101,1,178
0.488,0.488,117.444,101.444,103,87,108.46282,109,1,178
0.906,0.906,110.871,94.871,98,82,108.46282,103,1,178
0.3815,0.3815,118.279,101.279,104,87,108.46282,110,1,178
0.8245,0.8245,113.3685,97.3685,100,84,108.46282,105,1,178
0.478,0.478,117.2245,99.2245,106,88,108.46282,109,1,178
0.026,0.026,125.9955,107.9955,110,92,108.46282,117,1,178
0.2815,0.2815,119.868,102.868,106,89,108.46282,111,1,178
0.075,0.075,123.921,105.921,111,93,108.46282,115,1,178
0.693,0.693,114.8235,96.8235,104,86,108.46282,106,1,178
0.3,0.3,120.214,102.214,106,88,108.46282,111,1,178
0.7355,0.7355,115.2355,97.2355,103,85,108.46282,106,1,178
0.1425,0.1425,122.4755,103.4755,111,92,108.46282,113,1,178
0.4655,0.4655,117.9665,98.9665,108,89,108.46282,109,1,178
0.6525,0.6525,114.9835,98.9835,99,83,108.46282,107,1,178
0.822,0.822,113.2595,96.2595,98,81,108.46282,105,1,178
0.4475,0.4475,116.92,100.92,101,85,108.46282,109,1,178
0.672,0.672,114.6955,96.6955,107,89,108.46282,106,1,178
0.392,0.392,119.315,101.315,107,89,108.46282,110,1,178
0.0685,0.0685,123.502,105.502,111,93,108.46282,115,1,178
0.9995,0.9995,104.41,89.41,89,74,108.46282,97,1,178
0.4895,0.4895,116.6085,99.6085,102,85,108.46282,108,1,178
0.8595,0.8595,112.1785,95.1785,101,84,108.46282,104,1,178
0.0335,0.0335,126.899,107.899,114,95,108.46282,117,1,178
0.587,0.587,116.396,99.396,105,88,108.46282,108,1,178
0.7595,0.7595,114.356,98.356,101,85,108.46282,106,1,178
0.1195,0.1195,123.7435,104.7435,112,93,108.46282,114,1,178
0.102,0.102,123.5565,104.5565,111,92,108.46282,114,1,178
0.296,0.296,119.104,103.104,105,89,108.46282,111,1,178
0.5375,0.5375,116.972,98.972,108,90,108.46282,108,1,178
0.8065,0.8065,114.345,96.345,104,86,108.46282,105,1,178
0.4065,0.4065,117.5785,100.5785,103,86,108.46282,109,1,178
0.9365,0.9365,110.08,94.08,98,82,108.46282,102,1,178
0.4255,0.4255,117.6565,100.6565,106,89,108.46282,109,1,178
0.763,0.763,113.4995,96.4995,100,83,108.46282,105,1,178
0.56,0.56,116.0905,100.0905,103,87,108.46282,108,1,178
0.043,0.043,124.477,106.477,112,94,108.46282,116,1,178
0.451,0.451,118.0035,100.0035,107,89,108.46282,109,1,178
0.161,0.161,121.282,104.282,105,88,108.46282,113,1,178
0.463,0.463,117.137,100.137,102,85,108.46282,109,1,178
0.122,0.122,123.9105,103.9105,112,92,108.46282,114,1,178
0.165,0.165,121.3665,104.3665,107,90,108.46282,113,1,178
0.593,0.593,115.5855,98.5855,101,84,108.46282,107,1,178
0.8365,0.8365,112.724,95.724,101,84,108.46282,104,1,178
0.731,0.731,113.9965,97.9965,101,85,108.46282,106,1,178
0.766,0.766,113.7235,96.7235,100,83,108.46282,105,1,178
0.4605,0.4605,117.174,100.174,102,85,108.46282,109,1,178
0.478,0.478,117.352,100.352,101,84,108.46282,109,1,178
0.985,0.985,108.2065,91.2065,97,80,108.46282,100,1,178
0.6355,0.6355,115.8645,98.8645,103,86,108.46282,107,1,178
0.0645,0.0645,123.8485,106.8485,107,90,108.46282,115,1,178
0.5305,0.5305,116.818,98.818,106,88,108.46282,108,1,178
0.911,0.911,111.149,95.149,100,84,108.46282,103,1,178
0.3155,0.3155,119.448,101.448,106,88,108.46282,111,1,178
0.118,0.118,122.7395,103.7395,112,93,108.46282,114,1,178
0.018,0.018,126.662,108.662,114,96,108.46282,118,1,178
0.554,0.554,116.2085,99.2085,103,86,108.46282,108,1,178
0.05,0.05,124.9475,106.9475,112,94,108.46282,116,1,178
0.6155,0.6155,114.717,99.717,99,84,108.46282,107,1,178
0.9975,0.9975,104.6305,89.6305,90,75,108.46282,97,1,178
0.1995,0.1995,119.952,103.952,105,89,108.46282,112,1,178
0.6755,0.6755,115.576,96.576,106,87,108.46282,106,1,178
0.2575,0.2575,119.6355,102.6355,106,89,108.46282,111,1,178
0.205,0.205,120.756,103.756,108,91,108.46282,112,1,178
0.6905,0.6905,114.6575,97.6575,103,86,108.46282,106,1,178
0.77,0.77,112.846,96.846,100,84,108.46282,105,1,178
0.4735,0.4735,118.183,100.183,108,90,108.46282,109,1,178
0.7715,0.7715,113.721,96.721,102,85,108.46282,105,1,178
0.803,0.803,113.1235,96.1235,99,82,108.46282,105,1,178
0.5275,0.5275,116.794,98.794,105,87,108.46282,108,1,178
0.897,0.897,111.1275,94.1275,100,83,108.46282,103,1,178
0.217,0.217,121.025,103.025,108,90,108.46282,112,1,178
0.557,0.557,118.3385,98.3385,110,90,108.46282,108,1,178
0.4005,0.4005,119.2135,100.2135,109,90,108.46282,110,1,178
