"","true","gods","naive","chao","l","N","S","comsize","saddef"
"1",6.42394503350335,5.88303626529205,5.22466039707419,5.45755237045203,-1,100,30,8103,1
"2",10.6020473965442,9.07688055667574,7.90627881795582,9.29079910094234,0,100,30,8103,1
"3",30,22.8586295491982,17,32.84,1,100,30,8103,1
"4",6.42394503350335,6.62529434850863,6.73854447439353,6.93863319386333,-1,200,30,8103,1
"5",10.6020473965442,11.5349496013963,10.9730680128273,12.3726013969965,0,200,30,8103,1
"6",30,37.2906384987774,26,50.875,1,200,30,8103,1
"7",6.42394503350335,6.85382234026356,7.11237553342816,7.26080621661,-1,300,30,8103,1
"8",10.6020473965442,11.0772803373177,10.4166581417934,10.846922141511,0,300,30,8103,1
"9",30,25.5282354079391,22,23.495,1,300,30,8103,1
"10",6.42394503350335,6.35740826753367,6.21828673763805,6.28400161192829,-1,500,30,8103,1
"11",10.6020473965442,10.5905602719576,10.1806529949181,10.4584830184813,0,500,30,8103,1
"12",30,35.2390496897107,26,26.499,1,500,30,8103,1
"13",16.1642717220927,17.5116701244813,14.8809523809524,17.3076923076923,-1,100,30,8103,2
"14",20.7798274996418,23.7258895507706,18.6701594310605,22.2641891559089,0,100,30,8103,2
"15",30,37.8144009415737,26,32.336,1,100,30,8103,2
"16",16.1642717220927,17.4978675621106,18.018018018018,19.7029702970297,-1,200,30,8103,2
"17",20.7798274996418,22.6278386583193,21.6528257023869,23.3639786156421,0,200,30,8103,2
"18",30,31.6399750349045,28,29.4925,1,200,30,8103,2
"19",16.1642717220927,16.5955529461561,16.2396246842295,17.1117893933613,-1,300,30,8103,2
"20",20.7798274996418,21.8060047056221,20.9058623295417,22.0211936568453,0,300,30,8103,2
"21",30,33.269468537474,30,30.6644444444444,1,300,30,8103,2
"22",16.1642717220927,15.910510008129,15.2513421181064,15.6997231311352,-1,500,30,8103,2
"23",20.7798274996418,19.9078141633148,19.2822655285144,19.868999984634,0,500,30,8103,2
"24",30,27.4460375725416,29,29.6653333333333,1,500,30,8103,2
"25",24.4104828998454,25.0828045194242,20.4081632653061,25.3846153846153,-1,100,30,8103,3
"26",26.8547817521582,27.5111126428665,22.9405341334512,26.8366509759429,0,100,30,8103,3
"27",30,30.7659653209532,27,29.475,1,100,30,8103,3
"28",24.4104828998454,24.4751865164467,22.0264317180617,24.6287128712872,-1,200,30,8103,3
"29",26.8547817521582,26.7833914957079,25.2430203578072,27.2453597160293,0,200,30,8103,3
"30",30,29.8005866291972,30,30.24875,1,200,30,8103,3
"31",24.4104828998454,23.3264883122865,20.5949656750572,22.039312039312,-1,300,30,8103,3
"32",26.8547817521582,25.6019016520376,24.2416157280043,25.5098087295698,0,300,30,8103,3
"33",30,28.547605547406,30,30.4983333333333,1,300,30,8103,3
"34",24.4104828998454,25.1998134038252,23.983115886416,25.1410721483273,-1,500,30,8103,3
"35",26.8547817521582,28.1377988559265,26.4441393147794,27.2333246392834,0,500,30,8103,3
"36",30,32.0536535224681,30,30,1,500,30,8103,3
"37",15.3694346357992,16.1472241042605,14.7058823529412,17.0689655172413,-1,100,30,8103,4
"38",19.211280550143,20.2281709447799,17.3947753135432,20.1559359462576,0,100,30,8103,4
"39",30,31.2086955661965,23,27.455,1,100,30,8103,4
"40",15.3694346357992,15.2990710671399,14.3575017946877,15.3905645784996,-1,200,30,8103,4
"41",19.211280550143,19.1276853057684,18.1004652468987,19.4784577105248,0,200,30,8103,4
"42",30,31.1805864036591,27,28.1371428571429,1,200,30,8103,4
