"p","truediv","chaoest","obsD","upper","lower","l","inds","reps"
0.759,5.95,5.56586893312456,5.48659340659341,6.73520071340095,4.53233899925833,-1,316,50
0.905,5.95,5.23013871374527,5.16105023775067,6.35290536575978,4.29999421901695,-1,316,50
0.857,5.95,5.38519800908893,5.31148936170213,6.44271786098686,4.46375209925326,-1,316,50
0.0185,5.95,7.38756122903369,7.24118926758521,9.00149403145748,6.05834135458958,-1,316,50
0.4945,5.95,5.9985536941063,5.90514488468362,7.21800614775926,4.93777555200726,-1,316,50
0.595,5.95,5.84497944803287,5.75671624582036,7.11256846943355,4.78170623321686,-1,316,50
0.3965,5.95,6.12177121771218,6.02413127413127,7.20387534490873,5.18094699005433,-1,316,50
0.428,5.95,6.08063530849115,5.98441807503296,7.36784338683948,4.94620215258404,-1,316,50
0.404,5.95,6.12553846153846,6.02776771701074,7.4369709735827,4.99869484584105,-1,316,50
0.9625,5.95,5.01814882032668,4.95514092894006,6.05188319885538,4.16472635591168,-1,316,50
0.741,5.95,5.62372881355931,5.54262877442274,6.75153114858646,4.62784980128692,-1,316,50
0.232,5.95,6.50333202665621,6.3920112661631,7.99373170397953,5.19695346348454,-1,316,50
0.229,5.95,6.50673290626225,6.39528628154221,8.05151966841657,5.1785938390013,-1,316,50
0.9255,5.95,5.21424829753797,5.14562506441307,6.22981680525189,4.29337472906371,-1,316,50
0.34,5.95,6.24388407978923,6.14196088079715,7.59072728131787,5.12849328885053,-1,316,50
0.2365,5.95,6.45441576967967,6.3448976998348,7.91225939525727,5.28961619791742,-1,316,50
0.3205,5.95,6.23840561544246,6.13667649950836,7.47929919689912,5.19250611320671,-1,316,50
0.481,5.95,6.03931561703676,5.9445172044291,7.3088402445147,4.99259682021476,-1,316,50
0.0085,5.95,7.47072951065745,7.3208211143695,8.86989827115949,6.21037184959387,-1,316,50
0.235,5.95,6.4519056261343,6.34247967479675,7.85240530218467,5.27736490882903,-1,316,50
0.5005,5.95,5.97837837837837,5.8856536602617,7.19627884776898,4.89450980831774,-1,316,50
0.5375,5.95,5.94126775695357,5.8497949619215,7.1907049736482,4.88372315245413,-1,316,50
0.084,5.95,6.8733600331446,6.7479389106636,8.31202929815467,5.57985284131829,-1,316,50
0.3335,5.95,6.21270752715017,6.11188639980414,7.42812069126794,5.07854885974708,-1,316,50
0.5025,5.95,5.97407274036729,5.88149369772647,7.30504595129066,4.81842392021858,-1,316,50
0.6585,5.95,5.74512293662703,5.66012923704795,6.90784178020992,4.76520617730956,-1,316,50
0.4055,5.95,6.12252429573133,6.02485821165681,7.41065468480077,4.98862023756962,-1,316,50
0.9365,5.95,5.14471780028944,5.07811228641172,6.21224068600708,4.19990062301622,-1,316,50
0.4985,5.95,6.00434310532029,5.91073753995501,7.33647951782184,4.89208994875241,-1,316,50
0.526,5.95,5.93914081145585,5.84773951745139,7.21232177151759,4.89124679174375,-1,316,50
0.046,5.95,7.19323601676543,7.0549667938392,8.87335496621168,5.74405624379091,-1,316,50
0.4345,5.95,6.09627633512983,5.99951934631098,7.41647580084607,4.98064246751274,-1,316,50
0.952,5.95,5.03541076487252,4.97191794463254,6.18559464555769,4.13214567824916,-1,316,50
0.536,5.95,5.93064823641562,5.83953216374269,7.26924592508206,4.84137484282496,-1,316,50
0.019,5.95,7.2455961566458,7.10516578909919,8.66931992790017,6.00368235409973,-1,316,50
0.712,5.95,5.68020999771741,5.59730941704036,6.87109268786048,4.69125283751103,-1,316,50
0.8175,5.95,5.4512595837897,5.3755383290267,6.60525429481709,4.45469961921456,-1,316,50
0.1305,5.95,6.71116504854368,6.59202534988117,8.22588906537892,5.43427314126163,-1,316,50
0.1985,5.95,6.53149606299212,6.4191308819748,8.00383401158673,5.30220096643783,-1,316,50
0.376,5.95,6.14596196591751,6.04748062015504,7.33249055907156,5.07430060066745,-1,316,50
0.138,5.95,6.66800643086817,6.55051167672527,8.18568914574475,5.43918573051313,-1,316,50
0.7275,5.95,5.61801557737893,5.53709659531995,6.75994168349999,4.64681704967496,-1,316,50
0.552,5.95,5.9074183976261,5.81708027496213,7.11659757057564,4.8463451037656,-1,316,50
0.5175,5.95,5.96119295724038,5.86904901845539,7.19223223686867,4.8969352622815,-1,316,50
0.3825,5.95,6.22047244094487,6.11937737467827,7.68294774394886,5.00124829536504,-1,316,50
0.8345,5.95,5.47103440694734,5.3947055645597,6.43323737875606,4.58812317201201,-1,316,50
0.98,5.95,4.80683793702915,4.74961948249619,5.90164381328506,3.94545078148282,-1,316,50
0.484,5.95,5.99999999999999,5.90654205607477,7.34133911466097,4.89983832794506,-1,316,50
0.752,5.95,5.57772049759048,5.49807289946041,6.8277837785629,4.54811639634943,-1,316,50
0.6865,5.95,5.69841996794137,5.61493477282951,6.89629102145866,4.62520459184839,-1,316,50
