"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.034,0.034,61.9315,44.9315,61,44,45.90832,53,1,562
0.4945,0.4945,53.468,38.468,52,37,45.90832,46,1,562
0.9975,0.9975,44.2765,37.2765,41,34,45.90832,41,1,562
0.219,0.219,54.063,42.063,51,39,45.90832,48,1,562
0.3315,0.3315,51.4215,41.4215,49,39,45.90832,47,1,562
0.528,0.528,52.628,39.628,51,38,45.90832,46,1,562
0.885,0.885,46.9975,38.9975,44,36,45.90832,43,1,562
0.983,0.983,45.83,35.83,43,33,45.90832,41,1,562
0.047,0.047,55.8515,45.8515,51,41,45.90832,51,1,562
0.7785,0.7785,48.055,40.055,44,36,45.90832,44,1,562
0.2425,0.2425,54.206,41.206,52,39,45.90832,48,1,562
0.2965,0.2965,51.1505,42.1505,47,38,45.90832,47,1,562
0.6665,0.6665,49.6605,39.6605,47,37,45.90832,45,1,562
0.1645,0.1645,53.1305,43.1305,50,40,45.90832,48,1,562
0.294,0.294,52.925,41.925,48,37,45.90832,47,1,562
0.95,0.95,46.206,35.206,45,34,45.90832,41,1,562
0.9595,0.9595,46.1925,35.1925,44,33,45.90832,41,1,562
0.1625,0.1625,56.992,41.992,55,40,45.90832,49,1,562
0.291,0.291,53.7545,42.7545,53,42,45.90832,48,1,562
0.0415,0.0415,59.4135,45.4135,57,43,45.90832,52,1,562
0.99,0.99,45.427,36.427,42,33,45.90832,41,1,562
0.0525,0.0525,57.4265,44.4265,55,42,45.90832,51,1,562
0.823,0.823,48.1045,37.1045,47,36,45.90832,43,1,562
0.01,0.01,60.645,47.645,55,42,45.90832,54,1,562
0.7625,0.7625,49.622,37.622,48,36,45.90832,44,1,562
0.4395,0.4395,53.8795,39.8795,52,38,45.90832,47,1,562
0.73,0.73,50.3315,38.3315,48,36,45.90832,44,1,562
0.9985,0.9985,44.463,35.463,41,32,45.90832,40,1,562
0.976,0.976,45.243,36.243,42,33,45.90832,41,1,562
0.296,0.296,52.0375,42.0375,48,38,45.90832,47,1,562
0.345,0.345,54.9605,39.9605,54,39,45.90832,47,1,562
0.8935,0.8935,48.6635,35.6635,48,35,45.90832,42,1,562
0.672,0.672,49.5915,39.5915,47,37,45.90832,45,1,562
0.4325,0.4325,53.8605,40.8605,53,40,45.90832,47,1,562
0.17,0.17,54.582,43.582,52,41,45.90832,49,1,562
0.9165,0.9165,47.697,37.697,46,36,45.90832,43,1,562
