"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.4725,0.4725,59.3085,45.3085,55,41,52.07304,52,1,100
0.094,0.094,62.312,49.312,55,42,52.07304,56,1,100
0.0545,0.0545,63.3175,50.3175,57,44,52.07304,57,1,100
0.2365,0.2365,62.0175,48.0175,58,44,52.07304,55,1,100
0.1015,0.1015,63.164,49.164,58,44,52.07304,56,1,100
0.183,0.183,61.5085,48.5085,56,43,52.07304,55,1,100
0.139,0.139,62.641,49.641,57,44,52.07304,56,1,100
0.12,0.12,62.4595,49.4595,58,45,52.07304,56,1,100
0.2525,0.2525,62.0385,48.0385,58,44,52.07304,55,1,100
0.3665,0.3665,60.3195,46.3195,55,41,52.07304,53,1,100
0.583,0.583,57.111,45.111,51,39,52.07304,51,1,100
0.4625,0.4625,57.2065,46.2065,50,39,52.07304,52,1,100
0.158,0.158,61.4335,49.4335,54,42,52.07304,55,1,100
0.459,0.459,60.043,46.043,56,42,52.07304,53,1,100
0.1475,0.1475,61.2015,49.2015,54,42,52.07304,55,1,100
0.052,0.052,65.3075,50.3075,61,46,52.07304,58,1,100
0.889,0.889,53.6485,44.6485,47,38,52.07304,49,1,100
0.896,0.896,54.4775,41.4775,50,37,52.07304,48,1,100
0.597,0.597,56.1315,46.1315,48,38,52.07304,51,1,100
0.0605,0.0605,63.292,50.292,57,44,52.07304,57,1,100
0.593,0.593,58.2925,44.2925,56,42,52.07304,51,1,100
0.1535,0.1535,61.385,49.385,55,43,52.07304,55,1,100
0.109,0.109,64.0295,50.0295,59,45,52.07304,57,1,100
0.0945,0.0945,63.8485,49.8485,60,46,52.07304,57,1,100
0.701,0.701,56.9115,45.9115,50,39,52.07304,51,1,100
0.628,0.628,56.455,45.455,50,39,52.07304,51,1,100
0.13,0.13,62.743,49.743,57,44,52.07304,56,1,100
0.493,0.493,58.3585,46.3585,53,41,52.07304,52,1,100
0.9715,0.9715,52.462,39.462,49,36,52.07304,46,1,100
0.4295,0.4295,58.8745,46.8745,54,42,52.07304,53,1,100
0.895,0.895,54.8395,40.8395,51,37,52.07304,48,1,100
0.124,0.124,60.2375,49.2375,50,39,52.07304,55,1,100
0.441,0.441,59.044,47.044,53,41,52.07304,53,1,100
0.589,0.589,56.096,46.096,50,40,52.07304,51,1,100
0.495,0.495,58.487,45.487,53,40,52.07304,52,1,100
0.062,0.062,63.187,50.187,58,45,52.07304,57,1,100
0.532,0.532,58.6385,45.6385,54,41,52.07304,52,1,100
0.4465,0.4465,59.07,47.07,53,41,52.07304,53,1,100
0.4615,0.4615,59.234,45.234,55,41,52.07304,52,1,100
0.1175,0.1175,60.2195,49.2195,52,41,52.07304,55,1,100
0.923,0.923,53.8015,41.8015,48,36,52.07304,48,1,100
