"p","truediv","chaoest","obsD","upper","lower","l","inds","reps"
0.1535,50.5,52.0408815390698,50.5886381821091,55.1320192044991,49.0768995384714,-1,1778,50
0.067,50.5,52.8752217424776,51.3762595072483,55.8652099175001,49.8731283229054,-1,1778,50
0.533,50.5,50.3940602271278,49.0319198436579,53.4875150089255,47.1742195881918,-1,1778,50
0.7535,50.5,49.4105154510197,48.1008490307659,52.459201258821,46.1762982205775,-1,1778,50
0.24,50.5,51.6377275847416,50.207801283273,54.8309541140527,48.5616065067964,-1,1778,50
0.1735,50.5,52.1439463955638,50.6859708193042,55.5900899555845,48.9364364664561,-1,1778,50
0.288,50.5,51.3991540588906,49.9823551732861,54.7142764039825,48.0476122685578,-1,1778,50
0.452,50.5,50.6915992812219,49.313387202446,53.9752973484631,47.5628078972527,-1,1778,50
0.236,50.5,51.6326644005753,50.2030173098301,54.7907300065675,48.6248500255733,-1,1778,50
0.404,50.5,50.8727981193444,49.4847536159289,53.8308893342322,47.9210924659328,-1,1778,50
0.746,50.5,49.4507293557879,48.1389371097914,52.6267855193599,46.3485973821371,-1,1778,50
0.308,50.5,51.2790274937514,49.868816254417,54.2026521409675,48.3876576177597,-1,1778,50
0.5865,50.5,50.1158873167947,48.7686896424054,53.1814725508801,46.6491117262941,-1,1778,50
0.2265,50.5,51.720567050812,50.2860687812172,54.8255804410928,48.6157588730186,-1,1778,50
0.5395,50.5,50.3314429540893,48.9726731937043,53.5482250467952,47.0089461632008,-1,1778,50
0.4105,50.5,50.8695218161327,49.4816553969447,53.7562684440228,47.9883631430089,-1,1778,50
0.822,50.5,49.0865674424386,47.7939646831156,52.3280835014454,45.8820392437221,-1,1778,50
0.1565,50.5,52.0803415422148,50.6259048107104,55.2311907358299,48.9820890716228,-1,1778,50
0.5015,50.5,50.4777926891616,49.1111387292217,53.4580917382791,47.5113971525221,-1,1778,50
0.1555,50.5,51.945054583717,50.4981310501262,54.918511766001,49.1229245318778,-1,1778,50
0.135,50.5,52.1370627062707,50.6794703260765,55.020911781696,49.2471087590297,-1,1778,50
0.5595,50.5,50.2449985687479,48.890875347974,53.1381927955305,47.1669037623243,-1,1778,50
0.9505,50.5,47.7959881399008,46.570283727645,51.05183663799,44.5879463612913,-1,1778,50
0.2515,50.5,51.6090493302843,50.1807041493381,54.8214638891278,48.4563509374531,-1,1778,50
0.1525,50.5,52.1301808342133,50.672971500016,55.2413516795635,49.0619844181251,-1,1778,50
0.857,50.5,48.727729796422,47.453901347984,51.857222826197,45.7192041290637,-1,1778,50
0.0615,50.5,52.7745373154273,51.2812510138533,55.5585577133769,49.7376327627139,-1,1778,50
0.657,50.5,49.856498137979,48.5231619339985,52.9007331778377,46.7279597857021,-1,1778,50
0.8655,50.5,48.7924452543473,47.5152407863885,51.8075077272538,45.7436952310647,-1,1778,50
0.483,50.5,50.6298634702904,49.2549936119161,53.7785217402141,47.4510241118557,-1,1778,50
0.8565,50.5,48.6841813307036,47.4126222328874,52.0208570132629,45.4701625319556,-1,1778,50
0.7815,50.5,49.1690684428398,47.8721303531407,52.4441405573485,45.8069855180524,-1,1778,50
0.4405,50.5,50.7339263921896,49.3534205514097,53.6723726328818,47.7284319402373,-1,1778,50
0.393,50.5,50.8711599149868,49.4832044579407,53.739333669657,47.9080068485272,-1,1778,50
0.489,50.5,50.5909498494844,49.2181846489179,53.8036728340097,47.4612674543581,-1,1778,50
0.925,50.5,48.3223112688119,47.0695333670826,51.2154188343922,45.2412023909982,-1,1778,50
0.569,50.5,50.2114614455534,48.8591388210565,53.3193951862223,47.154923100023,-1,1778,50
0.632,50.5,49.9811117790363,48.641125061546,53.0569415152554,46.9384089893528,-1,1778,50
0.3225,50.5,51.230801660397,49.8232308904649,54.2202203898274,48.1857184345286,-1,1778,50
0.049,50.5,52.9496564437741,51.4464913422731,55.9061740341569,50.0756143820856,-1,1778,50
0.749,50.5,49.3025716247426,47.9986031398986,52.574644717285,45.9638614035479,-1,1778,50
0.952,50.5,47.7858676910978,46.560681041593,50.987256601172,44.6975714072678,-1,1778,50
0.389,50.5,50.913787546732,49.5235141147351,53.8576278390392,48.0332905865702,-1,1778,50
0.5845,50.5,50.1492968477192,48.8003087372646,53.2320647626603,47.0146213978118,-1,1778,50
0.4425,50.5,50.7339263921897,49.3534205514097,53.7999362444988,47.5950398785858,-1,1778,50
0.354,50.5,51.1114598162289,49.7104129320376,54.2399694511694,47.9997183767283,-1,1778,50
0.337,50.5,51.1611179480537,49.757358264866,54.2183573149076,48.0984414427912,-1,1778,50
0.558,50.5,50.2609843784799,48.9060024752475,53.31847628676,47.2748856868717,-1,1778,50
0.5485,50.5,50.3154123005383,48.9575048008425,53.5253482351874,47.2683565331965,-1,1778,50
0.48,50.5,50.5893297466936,49.216652136007,53.7336760730812,47.2453747756492,-1,1778,50
