"","true","gods","naive","chao","l","N","S","comsize","saddef"
"1",15.4588508269342,14.2060695313733,12.5,14.1428571428571,-1,100,75,8103,1
"2",28.1928650866217,23.6261738510101,19.3380380993637,25.0088260749498,0,100,75,8103,1
"3",75,61.573699434222,31,47.17,1,100,75,8103,1
"4",15.4588508269342,14.4617663593935,12.531328320802,13.3021390374332,-1,200,75,8103,1
"5",28.1928650866217,25.7464565860889,20.6638596215431,23.7735742153219,0,200,75,8103,1
"6",75,68.012743960253,38,52.328,1,200,75,8103,1
"7",15.4588508269342,16.1962822306616,16.1812297734628,17.0467502850627,-1,300,75,8103,1
"8",28.1928650866217,28.8084514773733,25.7236105280806,28.6867018288151,0,300,75,8103,1
"9",75,67.8847685415222,49,59.1931818181818,1,300,75,8103,1
"10",15.4588508269342,13.1150884212366,10.6965599863084,10.9085344526059,-1,500,75,8103,1
"11",28.1928650866217,24.0669356611719,22.538270533728,24.4149564071095,0,500,75,8103,1
"12",75,70.1192960270752,59,72.473,1,500,75,8103,1
"13",37.741057864142,41.7014049714374,32.8947368421053,48.5294117647058,-1,100,75,8103,2
"14",49.3965719543532,57.7097947094744,39.5594836505597,57.3081904455277,0,100,75,8103,2
"15",75,98.0981485432367,48,65.1128571428571,1,100,75,8103,2
"16",37.741057864142,39.1657402484412,33.112582781457,39.484126984127,-1,200,75,8103,2
"17",49.3965719543532,51.947014001073,42.9800495405852,54.4119583143672,0,200,75,8103,2
"18",75,76.0095446835304,60,86.31775,1,200,75,8103,2
"19",37.741057864142,39.3413173652695,36.4372469635627,41.3364055299539,-1,300,75,8103,2
"20",49.3965719543532,53.1681969183275,46.7408296416799,52.9580908409819,0,300,75,8103,2
"21",75,84.5176507711801,65,69.2211764705882,1,300,75,8103,2
"22",37.741057864142,37.3169383807682,34.0878101990728,36.508633304068,-1,500,75,8103,2
"23",49.3965719543532,48.0162905676358,43.9287050269431,47.0240936872443,0,500,75,8103,2
"24",75,67.6927502409231,62,64.994,1,500,75,8103,2
"25",58.7456027099064,63.3393261940124,38.1679389312977,61.111111111111,-1,100,75,8103,3
"26",65.7511168628991,70.7730587863909,42.4404716691481,58.4159803797039,0,100,75,8103,3
"27",75,80.4211142307514,48,56.415,1,100,75,8103,3
"28",58.7456027099064,58.1777713957496,45.9770114942529,59.4029850746269,-1,200,75,8103,3
"29",65.7511168628991,64.7447535969974,54.2832640839037,66.1022686460166,0,200,75,8103,3
"30",75,73.2528713313823,66,71.596875,1,200,75,8103,3
"31",58.7456027099064,59.1100303951368,48.2315112540193,57.27969348659,-1,300,75,8103,3
"32",65.7511168628991,65.7718734598353,56.453226628728,64.32088489726,0,300,75,8103,3
"33",75,74.3961069939167,70,73.1145833333333,1,300,75,8103,3
"34",58.7456027099064,60.9010011123471,54.7765118317266,61.3927165354332,-1,500,75,8103,3
"35",65.7511168628991,68.0691854553649,61.6591962556001,66.5874402456443,0,500,75,8103,3
"36",75,77.6741668206394,73,74.3306666666667,1,500,75,8103,3
"37",16.4054446941654,19.3513720058271,19.8412698412698,24.5049504950495,-1,100,75,8103,4
"38",28.2303308945681,37.2104535930118,27.6210804999616,40.1965268607774,0,100,75,8103,4
"39",75,101.041635149218,39,72,1,100,75,8103,4
"40",16.4054446941654,14.7144011549252,12.4843945068664,13.2490013315579,-1,200,75,8103,4
"41",28.2303308945681,24.904402795298,21.297685733652,26.4174604995467,0,200,75,8103,4
"42",75,72.4681460217711,45,82.5967857142857,1,200,75,8103,4
"43",16.4054446941654,17.1615554049475,16.7597765363128,17.6923076923077,-1,300,75,8103,4
"44",28.2303308945681,27.6128031818737,23.8002624612464,26.1481944528849,0,300,75,8103,4
"45",75,61.2303674172634,41,53.4583333333333,1,300,75,8103,4
"46",16.4054446941654,16.4327722571486,16.1227911776087,16.6266826602693,-1,500,75,8103,4
"47",28.2303308945681,27.2849963778703,25.672460136638,27.4059929024367,0,500,75,8103,4
"48",75,59.411447458929,53,60.547375,1,500,75,8103,4
"49",36.9160392512508,32.7116386096645,20.6611570247934,25.78125,-1,100,75,8103,5
