"p","truediv","chaoest","obsD","upper","lower","l","inds","reps"
0.0025,100,100,100,100.0025,100.0025,1,1e+05,50
5e-04,100,100,100,100.0005,100.0005,1,1e+05,50
0.129,100,100,100,100.12800001,99.12800001,1,1e+05,50
0.0055,100,100,100,100.0057500025,100.0057500025,1,1e+05,50
0.021,100,100,100,100.016500045,100.016500045,1,1e+05,50
0.152,100,100,100,100.137500145,99.137500145,1,1e+05,50
0.1355,100,100,100,100.1292500625,99.1292500625,1,1e+05,50
0.0145,100,100,100,100.0145,100.0145,1,1e+05,50
0.0055,100,100,100,100.005000005,100.005000005,1,1e+05,50
5e-04,100,100,100,100.0005,100.0005,1,1e+05,50
0.127,100,100,100,100.1207500675,99.1207500675,1,1e+05,50
0.016,100,100,100,100.0152500075,100.0152500075,1,1e+05,50
0.01,100,100,100,100.007500025,100.007500025,1,1e+05,50
0.002,100,100,100,100.0012500075,100.0012500075,1,1e+05,50
0.0205,100,100,100,100.0202500025,100.0202500025,1,1e+05,50
0.0045,100,100,100,100.004000005,100.004000005,1,1e+05,50
0.0555,100,100,100,100.053000025,99.053000025,1,1e+05,50
0.0055,100,100,100,100.0047500075,100.0047500075,1,1e+05,50
0.0505,100,100,100,100.0497500075,99.0497500075,1,1e+05,50
0.02,100,100,100,100.008500115,100.008500115,1,1e+05,50
0.004,100,100,100,100.003500005,100.003500005,1,1e+05,50
0.0095,100,100,100,100.0087500075,100.0087500075,1,1e+05,50
0.0155,100,100,100,100.0137500175,100.0137500175,1,1e+05,50
0.017,100,100,100,100.017,100.017,1,1e+05,50
0.0475,100,100,100,100.04650001,99.04650001,1,1e+05,50
5e-04,100,100,100,100.0005,100.0005,1,1e+05,50
0.368,100,100,100,100.366500015,99.366500015,1,1e+05,50
0.018,100,100,100,100.00750011,100.00750011,1,1e+05,50
0.0495,100,100,100,100.0495,99.0495,1,1e+05,50
0.0175,100,100,100,100.0175,100.0175,1,1e+05,50
0.0025,100,100,100,100.0025,100.0025,1,1e+05,50
0.048,100,100,100,100.048,99.048,1,1e+05,50
0.019,100,100,100,100.018500005,100.018500005,1,1e+05,50
0.001,100,100,100,100.001,100.001,1,1e+05,50
0.014,100,100,100,100.01300001,100.01300001,1,1e+05,50
5e-04,100,100,100,100.0005,100.0005,1,1e+05,50
0.0195,100,100,100,100.019000005,100.019000005,1,1e+05,50
0.0085,100,100,100,100.0062500225,100.0062500225,1,1e+05,50
0.0285,100,100,100,100.01962508875,99.01962508875,1,1e+05,50
0.004,100,100,100,100.004,100.004,1,1e+05,50
0.001,100,100,100,100.001,100.001,1,1e+05,50
0.148367395158857,100,100,100,100,100,1,1e+05,50
0.099,100,100,100,100.5414956,99.0415006,1,1e+05,50
0.0075,100,100,100,100.0075,100.0075,1,1e+05,50
0.13,100,100,100,100.1297500025,99.1297500025,1,1e+05,50
0.0075,100,100,100,100.0037500375,100.0037500375,1,1e+05,50
0.1275,100,100,100,100.1275,99.1275,1,1e+05,50
0.005,100,100,100,100.0042500075,100.0042500075,1,1e+05,50
0.321464364184067,100,100,100,100,100,1,1e+05,50
0.1325,100,100,100,100.12950003,99.12950003,1,1e+05,50
