"qtile","truediv","chaoest","obsD","l","inds","reps"
17.4,15,18.6792452830188,15.8730158730159,-1,100,500
66.75,15,13.9830508474576,12.3762376237624,-1,100,500
61.65,15,14.4314868804665,12.7226463104326,-1,100,500
89.05,15,11.8990384615384,10.7296137339056,-1,100,500
12.9,15,18.4014869888476,15.6739811912226,-1,100,500
44.4,15,15.6151419558359,13.6239782016349,-1,100,500
39.3,15,15.8653846153846,13.8121546961326,-1,100,500
92.85,15,11.3532110091743,10.2880658436214,-1,100,500
0.2,15,23.3490566037735,19.0839694656489,-1,100,500
0.7,15,21.4285714285714,17.7935943060498,-1,100,500
16.95,15,17.870036101083,15.2905198776758,-1,100,500
68.95,15,14.0226628895184,12.4069478908189,-1,100,500
79.5,15,13.0606860158311,11.6550116550117,-1,100,500
41.85,15,15.9163987138263,13.8504155124654,-1,100,500
91,15,11.3793103448276,10.3092783505155,-1,100,500
20.3,15,17.8057553956834,15.2439024390244,-1,100,500
70.35,15,13.7119113573407,12.1654501216545,-1,100,500
36.5,15,16.1764705882353,14.0449438202247,-1,100,500
46.45,15,15.4205607476635,13.4770889487871,-1,100,500
65.8,15,14.1833810888252,12.531328320802,-1,100,500
18.15,15,18.3333333333333,15.625,-1,100,500
79.4,15,12.958115183246,11.5740740740741,-1,100,500
91.5,15,11.405529953917,10.3305785123967,-1,100,500
3.6,15,20.6249999999999,17.2413793103448,-1,100,500
2.85,15,21.063829787234,17.5438596491228,-1,100,500
99.8,15,8.37563451776648,7.8003120124805,-1,100,500
83,15,13.0263157894736,11.6279069767442,-1,100,500
44.65,15,15.764331210191,13.7362637362637,-1,100,500
15.65,15,18.75,15.9235668789809,-1,100,500
34,15,16.3366336633663,14.1643059490085,-1,100,500
87.95,15,11.9854721549637,10.7991360691145,-1,100,500
31.6,15,16.6666666666666,14.4092219020173,-1,100,500
68.15,15,13.9830508474576,12.3762376237624,-1,100,500
11.6,15,18.1985294117647,15.527950310559,-1,100,500
78.25,15,13.4510869565217,11.9617224880383,-1,100,500
0.7,15,22.1973094170403,18.3150183150183,-1,100,500
66.2,15,14.1833810888252,12.531328320802,-1,100,500
87.05,15,12.5634517766497,11.2612612612613,-1,100,500
18.35,15,17.8057553956834,15.2439024390244,-1,100,500
56.05,15,14.9096385542168,13.0890052356021,-1,100,500
70.4,15,13.75,12.1951219512195,-1,100,500
52.25,15,15.0455927051671,13.1926121372032,-1,100,500
40.45,15,15.814696485623,13.7741046831956,-1,100,500
88.85,15,12.3134328358209,11.0619469026549,-1,100,500
30.95,15,16.8941979522184,14.5772594752187,-1,100,500
54.75,15,14.8203592814371,13.0208333333333,-1,100,500
99.1,15,9.28705440900561,8.57632933104631,-1,100,500
49.05,15,15.4205607476635,13.4770889487871,-1,100,500
63.1,15,14.2651296829971,12.5944584382872,-1,100,500
95.05,15,10.6911447084233,9.74658869395711,-1,100,500
66.65,15,13.9830508474576,12.3762376237624,-1,100,500
96.85,15,10.2910602910603,9.41619585687382,-1,100,500
39.8,15,16.0714285714285,13.9664804469274,-1,100,500
0.7,15,23.5714285714285,19.2307692307692,-1,100,500
82.9,15,12.8238341968912,11.4678899082569,-1,100,500
63.8,15,14.3895348837209,12.6903553299492,-1,100,500
10.45,15,18.5393258426966,15.7728706624606,-1,100,500
56.6,15,14.7321428571428,12.9533678756477,-1,100,500
73.35,15,13.5245901639344,12.0192307692308,-1,100,500
54.95,15,14.8648648648648,13.0548302872063,-1,100,500
52.75,15,15.0914634146341,13.2275132275132,-1,100,500
44.3,15,15.6151419558359,13.6239782016349,-1,100,500
84.6,15,12.4685138539043,11.1856823266219,-1,100,500
11.85,15,18.2656826568265,15.5763239875389,-1,100,500
84.15,15,12.5954198473282,11.2866817155756,-1,100,500
72.1,15,13.6363636363636,12.1065375302663,-1,100,500
38.6,15,16.1764705882353,14.0449438202247,-1,100,500
75.75,15,13.0606860158311,11.6550116550117,-1,100,500
91.35,15,11.3272311212814,10.2669404517454,-1,100,500
59,15,14.6884272997032,12.9198966408269,-1,100,500
