"","true","gods","naive","chao","l","N","S","comsize","saddef"
"1",40.9209012012901,38.5581727337616,25.3807106598985,33.673469387755,-1,100,150,8103,1
"2",61.5227293700451,53.5667610222581,32.1049124594143,45.7437171417138,0,100,150,8103,1
"3",150,104.064880032455,42,64,1,100,150,8103,1
"4",40.9209012012901,43.236753641748,36.7647058823529,44.8198198198199,-1,200,150,8103,1
"5",61.5227293700451,63.8896376176206,47.9275211687375,61.8469645345324,0,200,150,8103,1
"6",150,161.725608920659,66,91.87,1,200,150,8103,1
"7",40.9209012012901,41.3911118678699,38.0388841927303,43.4172313649564,-1,300,150,8103,1
"8",61.5227293700451,60.4503338592139,49.4472342312418,59.4215529241038,0,300,150,8103,1
"9",150,154.826683295774,71,103.952291666667,1,300,150,8103,1
"10",40.9209012012901,42.2237970673142,40.5317769130999,44.0190543401554,-1,500,150,8103,1
"11",61.5227293700451,62.4093024913735,54.2686658144277,60.6674796201803,0,500,150,8103,1
"12",150,172.814724213875,84,102.33825,1,500,150,8103,1
"13",73.8292143195278,81.6999395039322,46.2962962962963,85.3448275862067,-1,100,150,8103,2
"14",98.859039525377,105.328376664786,52.7032458015636,91.310255720845,0,100,150,8103,2
"15",150,172.669421479072,60,98.148,1,100,150,8103,2
"16",73.8292143195278,81.4208199356913,61.9195046439628,89.237668161435,-1,200,150,8103,2
"17",98.859039525377,106.09172112787,73.6284268833088,103.754750534226,0,200,150,8103,2
"18",150,177.730712761539,89,121.432261904762,1,200,150,8103,2
"19",73.8292143195278,68.9147814254125,51.8433179723502,62.4651810584958,-1,300,150,8103,2
"20",98.859039525377,94.1970779834945,71.7956341261984,91.7528266920689,0,300,150,8103,2
"21",150,145.453223983874,100,131.009924242424,1,300,150,8103,2
"22",73.8292143195278,75.6667413715822,69.8714365567356,81.0591293047435,-1,500,150,8103,2
"23",98.859039525377,99.0020351074862,86.74721323958,99.479027460406,0,500,150,8103,2
"24",150,147.66698288317,114,125.500761904762,1,500,150,8103,2
"25",118.499163485747,116.757925072046,53.763440860215,115.116279069767,-1,100,150,8103,3
"26",132.806100830515,126.736718158185,63.2268979737252,179.491422571573,0,100,150,8103,3
"27",150,138.302894950106,72,238.375,1,100,150,8103,3
"28",118.499163485747,120.724076281287,80.6451612903226,134.45945945946,-1,200,150,8103,3
"29",132.806100830515,133.728897376021,91.4902528334856,137.52209685806,0,200,150,8103,3
"30",150,148.77447655224,105,141.975483870968,1,200,150,8103,3
"31",118.499163485747,110.555757686011,78.2608695652174,105.529411764706,-1,300,150,8103,3
"32",132.806100830515,123.221228384873,95.9617128825992,129.198345266264,0,300,150,8103,3
"33",150,138.23127054372,121,156.88,1,300,150,8103,3
"34",118.499163485747,115.936015566875,94.6252838758516,116.479925303455,-1,500,150,8103,3
