"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.985,0.985,29.7455,22.7455,27,20,29.8995,26,1,178
0.1245,0.1245,38.1665,27.1665,35,24,29.8995,33,1,178
0.2995,0.2995,38.789,25.789,38,25,29.8995,32,1,178
0.0635,0.0635,40.8105,28.8105,39,27,29.8995,35,1,178
0.5875,0.5875,36.254,22.254,36,22,29.8995,29,1,178
0.6085,0.6085,33.1685,24.1685,31,22,29.8995,29,1,178
0.2665,0.2665,37.6405,26.6405,35,24,29.8995,32,1,178
0.082,0.082,38.181,28.181,35,25,29.8995,33,1,178
0.005,0.005,46.1625,31.1625,45,30,29.8995,39,1,178
0.84,0.84,32.893,23.893,31,22,29.8995,28,1,178
0.187,0.187,39.4745,26.4745,38,25,29.8995,33,1,178
0.2465,0.2465,35.9125,25.9125,33,23,29.8995,31,1,178
0.075,0.075,40.925,27.925,39,26,29.8995,34,1,178
0.0435,0.0435,40.7485,29.7485,38,27,29.8995,35,1,178
0.4115,0.4115,34.9885,24.9885,33,23,29.8995,30,1,178
0.35,0.35,36.409,25.409,35,24,29.8995,31,1,178
0.1775,0.1775,39.456,26.456,38,25,29.8995,33,1,178
0.2965,0.2965,36.981,25.981,35,24,29.8995,31,1,178
0.4015,0.4015,36.711,25.711,35,24,29.8995,31,1,178
0.396,0.396,38.502,23.502,38,23,29.8995,31,1,178
0.377,0.377,35.707,26.707,33,24,29.8995,31,1,178
0.6285,0.6285,34.2385,24.2385,33,23,29.8995,29,1,178
0.699,0.699,33.741,23.741,31,21,29.8995,29,1,178
0.944,0.944,30.623,21.623,29,20,29.8995,26,1,178
0.458,0.458,35.158,24.158,34,23,29.8995,30,1,178
0.0275,0.0275,40.162,29.162,36,25,29.8995,35,1,178
0.731,0.731,31.954,23.954,30,22,29.8995,28,1,178
0.107,0.107,40.3445,27.3445,39,26,29.8995,34,1,178
0.7695,0.7695,32.205,23.205,30,21,29.8995,28,1,178
0.5035,0.5035,34.5095,24.5095,32,22,29.8995,30,1,178
0.093,0.093,38.2935,28.2935,35,25,29.8995,33,1,178
0.938,0.938,30.7825,22.7825,29,21,29.8995,27,1,178
0.349,0.349,38.0985,24.0985,38,24,29.8995,31,1,178
0.3765,0.3765,36.474,25.474,35,24,29.8995,31,1,178
0.87,0.87,32.351,19.351,32,19,29.8995,26,1,178
0.171,0.171,39.4385,26.4385,38,25,29.8995,33,1,178
0.9965,0.9965,28.5385,19.5385,27,18,29.8995,24,1,178
0.4445,0.4445,36.0045,25.0045,34,23,29.8995,30,1,178
0.041,0.041,39.1375,29.1375,36,26,29.8995,34,1,178
0.6225,0.6225,36.6465,22.6465,37,23,29.8995,29,1,178
0.6345,0.6345,33.333,24.333,31,22,29.8995,29,1,178
0.1335,0.1335,39.0485,27.0485,37,25,29.8995,33,1,178
0.251,0.251,39.119,25.119,38,24,29.8995,32,1,178
0.607,0.607,33.0305,25.0305,30,22,29.8995,29,1,178
0.1665,0.1665,37.0425,27.0425,34,24,29.8995,32,1,178
0.992,0.992,29.8565,21.8565,28,20,29.8995,26,1,178
0.9425,0.9425,30.77,20.77,29,19,29.8995,26,1,178
0.1135,0.1135,35.913,27.913,33,25,29.8995,32,1,178
0.9455,0.9455,30.0665,22.0665,28,20,29.8995,26,1,178
0.184,0.184,37.173,27.173,35,25,29.8995,32,1,178
0.103,0.103,37.3695,28.3695,34,25,29.8995,33,1,178
0.1615,0.1615,35.5025,27.5025,32,24,29.8995,32,1,178
0.944,0.944,30.792,22.792,29,21,29.8995,27,1,178
0.102,0.102,38.2945,28.2945,35,25,29.8995,33,1,178
0.0025,0.0025,44.329,32.329,41,29,29.8995,38,1,178
1,1,27.027,20.027,25,18,29.8995,24,1,178
0.903,0.903,31.017,21.017,30,20,29.8995,26,1,178
0.128,0.128,38.43,27.43,36,25,29.8995,33,1,178
0.6325,0.6325,34.371,23.371,33,22,29.8995,29,1,178
0.314,0.314,36.2765,26.2765,34,24,29.8995,31,1,178
0.1015,0.1015,38.283,28.283,35,25,29.8995,33,1,178
0.369,0.369,37.359,24.359,37,24,29.8995,31,1,178
0.193,0.193,37.9785,25.9785,36,24,29.8995,32,1,178
0.17,0.17,39.465,27.465,39,27,29.8995,33,1,178
0.323,0.323,37.1465,25.1465,35,23,29.8995,31,1,178
0.0705,0.0705,40.093,28.093,38,26,29.8995,34,1,178
0.1855,0.1855,37.9295,25.9295,35,23,29.8995,32,1,178
0.1145,0.1145,38.9165,27.9165,36,25,29.8995,33,1,178
0.406,0.406,36.672,25.672,35,24,29.8995,31,1,178
