"samp","chaoest","cover","coverage","cov_size","l","size","comm","reps"
54,107.963839285714,43.006,0.645,78,1,112,"comm3",2
44.8,73.9999999999999,44.8,0.645,112,-1,112,"comm4",2
54.20691852731,98.8594659377869,54.207,0.645,112,0,112,"comm4",2
65,125.989010989011,65,0.645,112,1,112,"comm4",2
17.1139101861993,19.6700507614213,14.243,0.728,49,-1,125,"comm1",2
24.1538874318929,32.2152924029491,18.091,0.728,49,0,125,"comm1",2
39,67.3428571428571,23.444,0.728,49,1,125,"comm1",2
23.0797636632201,28.0797101449275,19.348,0.729,60,-1,125,"comm2",2
30.6586858617867,39.9214424631665,24.159,0.729,60,0,125,"comm2",2
43,59.0704,30.192,0.729,60,1,125,"comm2",2
24.3759750390016,30.0387596899224,22.949,0.729,94,-1,125,"comm3",2
35.7206154787105,50.1054051362028,32.274,0.729,94,0,125,"comm3",2
52,74.3530666666667,44.602,0.729,94,1,125,"comm3",2
43.5236768802228,66.2393162393162,43.524,0.73,125,-1,125,"comm4",2
52.6495378062758,84.5128540640662,52.65,0.73,125,0,125,"comm4",2
64,108.105846153846,64,0.73,125,1,125,"comm4",2
14.1300639658849,15.5924170616114,12.414,0.775,57,-1,141,"comm1",2
21.0379477030793,30.5228858026502,16.592,0.775,57,0,141,"comm1",2
38,147.468085106383,23.322,0.775,57,1,141,"comm1",2
19.9009009009009,23.006993006993,18.092,0.774,81,-1,141,"comm2",2
30.0587913497316,39.2104766425902,25.577,0.774,81,0,141,"comm2",2
46,68.0646178092987,35.326,0.774,81,1,141,"comm2",2
34.575652173913,45.483870967742,34.211,0.774,135,-1,141,"comm3",2
45.6309840517842,67.4306289387015,44.955,0.774,135,0,141,"comm3",2
61,100.75768321513,59.662,0.774,135,1,141,"comm3",2
35.8216216216216,47.6811594202899,35.822,0.774,141,-1,141,"comm4",2
46.9895079446408,70.9467709246424,46.99,0.774,141,0,141,"comm4",2
62,108.215344938749,62,0.774,141,1,141,"comm4",2
11.9216809933142,12.8130165289256,8.81,0.733,26,-1,158,"comm1",2
16.9869393757367,21.0433972415146,10.699,0.733,26,0,158,"comm1",2
33,68.8963607594937,13.138,0.733,26,1,158,"comm1",2
28.2398190045249,34.168044077135,24.328,0.734,82,-1,158,"comm2",2
