"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.919,0.919,51.4565,44.4565,51,44,50.64244,48,1,3162
0.9765,0.9765,49.8885,43.8885,49,43,50.64244,47,1,3162
0.5335,0.5335,54.726,45.726,53,44,50.64244,50,1,3162
0.1075,0.1075,58.439,49.439,57,48,50.64244,54,1,3162
0.146,0.146,57.3555,49.3555,57,49,50.64244,53,1,3162
0.1655,0.1655,57.912,47.912,57,47,50.64244,53,1,3162
0.917,0.917,52.602,43.602,51,42,50.64244,48,1,3162
0.5745,0.5745,52.834,46.834,51,45,50.64244,50,1,3162
0.8895,0.8895,51.9685,43.9685,51,43,50.64244,48,1,3162
0.3335,0.3335,58.121,46.121,58,46,50.64244,52,1,3162
0.7945,0.7945,51.6865,45.6865,50,44,50.64244,49,1,3162
0.107,0.107,57.799,48.799,57,48,50.64244,53,1,3162
0.479,0.479,54.4365,47.4365,53,46,50.64244,51,1,3162
0.977,0.977,49.834,43.834,49,43,50.64244,47,1,3162
0.3695,0.3695,54.797,46.797,54,46,50.64244,51,1,3162
0.0775,0.0775,56.7115,48.7115,54,46,50.64244,53,1,3162
0.9295,0.9295,51.219,44.219,50,43,50.64244,48,1,3162
0.078,0.078,58.4595,49.4595,56,47,50.64244,54,1,3162
0.907,0.907,52.4355,43.4355,52,43,50.64244,48,1,3162
0.834,0.834,53.4655,44.4655,53,44,50.64244,49,1,3162
0.036,0.036,59.8,49.8,58,48,50.64244,55,1,3162
0.5555,0.5555,53.819,45.819,53,45,50.64244,50,1,3162
0.8685,0.8685,51.978,43.978,51,43,50.64244,48,1,3162
0.792,0.792,51.9085,45.9085,51,45,50.64244,49,1,3162
0.347,0.347,54.6435,46.6435,53,45,50.64244,51,1,3162
0.3045,0.3045,56.443,47.443,55,46,50.64244,52,1,3162
0.406,0.406,54.931,46.931,54,46,50.64244,51,1,3162
0.768,0.768,51.6845,45.6845,50,44,50.64244,49,1,3162
0.8565,0.8565,52.022,46.022,51,45,50.64244,49,1,3162
0.206,0.206,55.8375,47.8375,54,46,50.64244,52,1,3162
0.4735,0.4735,54.3745,47.3745,53,46,50.64244,51,1,3162
0.9985,0.9985,49.477,42.477,49,42,50.64244,46,1,3162
0.26,0.26,58.554,47.554,58,47,50.64244,53,1,3162
0.348,0.348,57.3575,47.3575,57,47,50.64244,52,1,3162
1,1,49.0545,43.0545,48,42,50.64244,46,1,3162
0.0625,0.0625,65.5,49.5,66,50,50.64244,57,1,3162
0.8945,0.8945,52.495,43.495,52,43,50.64244,48,1,3162
0.512,0.512,56.4735,45.4735,56,45,50.64244,51,1,3162
0.059,0.059,60.7105,48.7105,60,48,50.64244,55,1,3162
0.253,0.253,55.3865,48.3865,53,46,50.64244,52,1,3162
0.446,0.446,56.113,46.113,55,45,50.64244,51,1,3162
0.4565,0.4565,53.389,48.389,51,46,50.64244,51,1,3162
0.3405,0.3405,56.6255,47.6255,56,47,50.64244,52,1,3162
0.052,0.052,58.8245,49.8245,56,47,50.64244,54,1,3162
0.9375,0.9375,50.6595,44.6595,49,43,50.64244,48,1,3162
0.8755,0.8755,51.0195,46.0195,50,45,50.64244,49,1,3162
1,1,48.867,44.867,48,44,50.64244,47,1,3162
0.3315,0.3315,56.585,47.585,55,46,50.64244,52,1,3162
0.059,0.059,58.9755,48.9755,57,47,50.64244,54,1,3162
