"samp","chaoest","cover","coverage","l","size","comm","reps"
514.838503888975,906.748780691567,514.839,0.68,0,1584,"soil.Canada",1
778,1766.02585227273,778,0.68,1,1584,"soil.Canada",1
165.720486475152,182.651520406984,157.471,0.684,-1,1778,"soil.Brazil",1
397.352151111087,609.964677328456,335.809,0.684,0,1778,"soil.Brazil",1
727,1439.17012449004,548.674,0.684,1,1778,"soil.Brazil",1
99.3302331427135,105.14862886049,96.667,0.684,-1,1778,"soil.Florida",1
353.003853658702,579.902833866853,303.474,0.684,0,1778,"soil.Florida",1
725,1833.58115016873,554.86,0.684,1,1778,"soil.Florida",1
217.389905102462,247.532591664055,208.676,0.684,-1,1778,"soil.Illinois",1
462.585980114946,735.940176058861,412.267,0.684,0,1778,"soil.Illinois",1
779,1564.13858582363,647.451,0.684,1,1778,"soil.Illinois",1
268.999659632403,316.77421295368,269,0.684,-1,1778,"soil.Canada",1
524.262052606192,921.106541620391,524.262,0.684,0,1778,"soil.Canada",1
845,2005.53808806987,845,0.684,1,1778,"soil.Canada",1
196.282734132268,217.592714145061,187.218,0.701,-1,1995,"soil.Brazil",1
436.143998549098,667.400460051145,377.099,0.701,0,1995,"soil.Brazil",1
796,1625.98157071511,620.305,0.701,1,1995,"soil.Brazil",1
106.295569265283,112.221563981042,104.201,0.701,-1,1995,"soil.Florida",1
387.953886595432,599.811801857463,345.114,0.701,0,1995,"soil.Florida",1
804,1657.31695565444,653.531,0.701,1,1995,"soil.Florida",1
186.619074412716,205.774363749224,180.31,0.701,-1,1995,"soil.Illinois",1
422.242835797263,681.092763416479,376.073,0.701,0,1995,"soil.Illinois",1
804,1946.63816869761,653.152,0.701,1,1995,"soil.Illinois",1
260.387634936212,299.325056433408,260.388,0.701,-1,1995,"soil.Canada",1
553.604902303477,930.60248082508,553.605,0.701,0,1995,"soil.Canada",1
926,2001.87256626415,926,0.701,1,1995,"soil.Canada",1
183.978989127241,200.368446329945,177.956,0.721,-1,2238,"soil.Brazil",1
450.271754418614,682.368940227819,399.564,0.721,0,2238,"soil.Brazil",1
862,1796.86334059428,695.79,0.721,1,2238,"soil.Brazil",1
100.668167383527,105.362530516037,99.368,0.721,-1,2238,"soil.Florida",1
379.956035612766,602.775102632623,347.94,0.721,0,2238,"soil.Florida",1
857,2122.14176420585,723.216,0.721,1,2238,"soil.Florida",1
184.94365261059,201.513685396876,178.666,0.721,-1,2238,"soil.Illinois",1
437.845776768421,657.575905266944,387.476,0.721,0,2238,"soil.Illinois",1
856,1741.22590150472,687.174,0.721,1,2238,"soil.Illinois",1
317.525294788893,369.85859929078,317.525,0.721,-1,2238,"soil.Canada",1
605.75696500729,997.975221083198,605.757,0.721,0,2238,"soil.Canada",1
993,2190.70079140556,993,0.721,1,2238,"soil.Canada",1
182.360694143167,196.563435628742,174.729,0.726,-1,2511,"soil.Brazil",1
457.600717935459,673.345459773828,391.209,0.726,0,2511,"soil.Brazil",1
909,1877.87426828803,682.433,0.726,1,2511,"soil.Brazil",1
98.4052721114978,102.378252818297,97.172,0.726,-1,2511,"soil.Florida",1
404.977867915092,638.943351362352,368.309,0.726,0,2511,"soil.Florida",1
940,2381.67369002744,780.594,0.726,1,2511,"soil.Florida",1
202.717454907887,220.432638500279,193.774,0.726,-1,2511,"soil.Illinois",1
481.149366781318,698.06626935286,413.418,0.726,0,2511,"soil.Illinois",1
922,1756.89464537852,703.633,0.726,1,2511,"soil.Illinois",1
296.949135779212,336.641918598439,296.949,0.726,-1,2511,"soil.Canada",1
617.02378989799,1014.15449576681,617.024,0.726,0,2511,"soil.Canada",1
1078,2490.29745074055,1078,0.726,1,2511,"soil.Canada",1
185.297834608923,198.269294170538,179.043,0.754,-1,2818,"soil.Brazil",1
460.160002402009,646.31625299543,403.863,0.754,0,2818,"soil.Brazil",1
953,1795.88499682492,741.429,0.754,1,2818,"soil.Brazil",1
103.413517385076,107.315011085275,101.64,0.754,-1,2818,"soil.Florida",1
408.996427327069,577.701057590485,362.968,0.754,0,2818,"soil.Florida",1
955,1830.85478010959,755.617,0.754,1,2818,"soil.Florida",1
213.310518964221,230.697646033129,207.615,0.754,-1,2818,"soil.Illinois",1
495.631769650379,717.741334851839,449.991,0.754,0,2818,"soil.Illinois",1
993,1994.78639011259,823.912,0.754,1,2818,"soil.Illinois",1
304.607748369774,341.403148116291,304.608,0.754,-1,2818,"soil.Canada",1
651.751718662358,1010.54990101451,651.752,0.754,0,2818,"soil.Canada",1
1151,2375.69025017743,1151,0.754,1,2818,"soil.Canada",1
188.874187698353,200.809298027083,182.486,0.759,-1,3162,"soil.Brazil",1
493.938403467846,679.16486949357,430.291,0.759,0,3162,"soil.Brazil",1
1039,1861.7601234042,795.956,0.759,1,3162,"soil.Brazil",1
111.632396945201,115.68114164024,110.248,0.759,-1,3162,"soil.Florida",1
444.607156230501,638.078315648362,405.323,0.759,0,3162,"soil.Florida",1
1075,2183.56908407662,890.22,0.759,1,3162,"soil.Florida",1
214.168537400394,229.655852212674,207.845,0.759,-1,3162,"soil.Illinois",1
526.63363116151,759.613632387796,470.206,0.759,0,3162,"soil.Illinois",1
1080,2263.33776570257,866.368,0.759,1,3162,"soil.Illinois",1
310.427347242921,344.112166907664,310.427,0.759,-1,3162,"soil.Canada",1
670.807745986587,1036.15421583446,670.808,0.759,0,3162,"soil.Canada",1
1241,2688.7235965964,1241,0.759,1,3162,"soil.Canada",1
184.563000322552,194.635714064772,177.785,0.769,-1,3548,"soil.Brazil",1
487.736276588987,642.498659392023,417.858,0.769,0,3548,"soil.Brazil",1
1077,1766.2479036703,790.915,0.769,1,3548,"soil.Brazil",1
112.808531230397,116.480220654931,111.167,0.769,-1,3548,"soil.Florida",1
447.929072210813,634.95933692124,401.241,0.769,0,3548,"soil.Florida",1
1131,2432.15328289209,894.899,0.769,1,3548,"soil.Florida",1
199.453433469595,211.274149682705,193.114,0.769,-1,3548,"soil.Illinois",1
504.274257271285,702.389919854675,441.948,0.769,0,3548,"soil.Illinois",1
1117,2270.83481356802,850.311,0.769,1,3548,"soil.Illinois",1
308.627635579092,337.936519871106,308.628,0.769,-1,3548,"soil.Canada",1
703.896416430356,1071.20566452469,703.896,0.769,0,3548,"soil.Canada",1
1354,2913.8403293196,1354,0.769,1,3548,"soil.Canada",1
175.063913221178,183.070434903175,171.473,0.797,-1,3981,"soil.Brazil",1
511.158107111511,678.550520963639,461.281,0.797,0,3981,"soil.Brazil",1
1182,2087.29811955626,952.823,0.797,1,3981,"soil.Brazil",1
111.831050614958,115.034413660917,111.422,0.797,-1,3981,"soil.Florida",1
