"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.2645,0.2645,84.3615,71.3615,81,68,75.83024,78,1,316
0.87,0.87,77.8975,65.8975,74,62,75.83024,72,1,316
0.5575,0.5575,82.819,69.819,80,67,75.83024,76,1,316
0.657,0.657,80.682,68.682,76,64,75.83024,75,1,316
0.8895,0.8895,77.599,67.599,71,61,75.83024,73,1,316
0.307,0.307,82.997,70.997,77,65,75.83024,77,1,316
0.0815,0.0815,87.4345,74.4345,83,70,75.83024,81,1,316
0.9515,0.9515,76.5005,67.5005,71,62,75.83024,72,1,316
0.5885,0.5885,81.2215,68.2215,77,64,75.83024,75,1,316
0.869,0.869,78.789,67.789,74,63,75.83024,73,1,316
0.18,0.18,84.7085,72.7085,79,67,75.83024,79,1,316
0.4345,0.4345,82.0115,70.0115,76,64,75.83024,76,1,316
0.4855,0.4855,81.4215,69.4215,76,64,75.83024,76,1,316
0.366,0.366,83.4145,70.4145,80,67,75.83024,77,1,316
0.154,0.154,86.053,72.053,84,70,75.83024,79,1,316
0.618,0.618,80.3885,69.3885,75,64,75.83024,75,1,316
0.066,0.066,84.5135,74.5135,77,67,75.83024,80,1,316
0.3505,0.3505,83.2175,70.2175,81,68,75.83024,77,1,316
0.616,0.616,82.6015,67.6015,81,66,75.83024,75,1,316
0.521,0.521,82.6485,69.6485,80,67,75.83024,76,1,316
0.474,0.474,82.298,69.298,79,66,75.83024,76,1,316
0.438,0.438,82.0095,70.0095,76,64,75.83024,76,1,316
0.982,0.982,75.636,65.636,70,60,75.83024,71,1,316
0.993,0.993,73.9645,64.9645,69,60,75.83024,70,1,316
0.4425,0.4425,82.034,70.034,77,65,75.83024,76,1,316
0.5725,0.5725,82.102,68.102,78,64,75.83024,75,1,316
0.499,0.499,80.5725,70.5725,75,65,75.83024,76,1,316
0.263,0.263,83.715,71.715,77,65,75.83024,78,1,316
0.081,0.081,87.5865,74.5865,83,70,75.83024,81,1,316
0.943,0.943,76.6415,66.6415,71,61,75.83024,72,1,316
0.1805,0.1805,85.4635,73.4635,80,68,75.83024,79,1,316
0.4405,0.4405,82.962,69.962,78,65,75.83024,76,1,316
0.3975,0.3975,83.5595,70.5595,78,65,75.83024,77,1,316
0.218,0.218,85.773,71.773,82,68,75.83024,79,1,316
0.806,0.806,78.7905,68.7905,74,64,75.83024,74,1,316
0.3375,0.3375,84.049,70.049,80,66,75.83024,77,1,316
0.044,0.044,86.9525,74.9525,82,70,75.83024,81,1,316
0.037,0.037,86.8635,74.8635,78,66,75.83024,81,1,316
0.2115,0.2115,83.1675,72.1675,76,65,75.83024,78,1,316
0.084,0.084,86.1925,74.1925,82,70,75.83024,80,1,316
0.7645,0.7645,78.426,68.426,72,62,75.83024,74,1,316
0.073,0.073,85.3185,74.3185,78,67,75.83024,80,1,316
0.385,0.385,82.6715,71.6715,78,67,75.83024,77,1,316
1,1,71.391,62.391,68,59,75.83024,67,1,316
0.0115,0.0115,87.2445,76.2445,80,69,75.83024,82,1,316
0.7405,0.7405,79.424,68.424,75,64,75.83024,74,1,316
0.3225,0.3225,82.2665,71.2665,76,65,75.83024,77,1,316
0.188,0.188,86.133,72.133,83,69,75.83024,79,1,316
0.6515,0.6515,80.701,68.701,78,66,75.83024,75,1,316
0.6335,0.6335,80.4565,69.4565,76,65,75.83024,75,1,316
0.6385,0.6385,79.46,69.46,74,64,75.83024,75,1,316
0.3465,0.3465,83.2035,71.2035,78,66,75.83024,77,1,316
0.8765,0.8765,78.7565,66.7565,73,61,75.83024,73,1,316
0.5295,0.5295,80.7345,70.7345,75,65,75.83024,76,1,316
0.115,0.115,86.382,73.382,82,69,75.83024,80,1,316
0.435,0.435,82.0645,70.0645,74,62,75.83024,76,1,316
0.7025,0.7025,79.041,68.041,75,64,75.83024,74,1,316
0.5065,0.5065,80.635,70.635,75,65,75.83024,76,1,316
0.176,0.176,85.2365,72.2365,82,69,75.83024,79,1,316
0.379,0.379,82.6625,71.6625,77,66,75.83024,77,1,316
0.074,0.074,85.8325,73.8325,80,68,75.83024,80,1,316
0.971,0.971,76.4165,64.4165,74,62,75.83024,70,1,316
0.233,0.233,84.23,72.23,78,66,75.83024,78,1,316
0.2045,0.2045,84.0125,72.0125,77,65,75.83024,78,1,316
0.633,0.633,80.475,69.475,75,64,75.83024,75,1,316
0.2435,0.2435,86.713,71.713,84,69,75.83024,79,1,316
0.865,0.865,78.5295,67.5295,74,63,75.83024,73,1,316
0.9975,0.9975,72.934,62.934,68,58,75.83024,68,1,316
0.129,0.129,85.1075,73.1075,78,66,75.83024,79,1,316
0.344,0.344,84.009,70.009,81,67,75.83024,77,1,316
0.767,0.767,78.5,68.5,73,63,75.83024,74,1,316
0.47,0.47,81.2735,71.2735,74,64,75.83024,76,1,316
0.773,0.773,79.385,68.385,74,63,75.83024,74,1,316
0.5585,0.5585,80.905,69.905,76,65,75.83024,75,1,316
0.18,0.18,83.9225,71.9225,78,66,75.83024,78,1,316
0.0705,0.0705,86.0805,74.0805,81,69,75.83024,80,1,316
0.6675,0.6675,80.804,68.804,76,64,75.83024,75,1,316
0.565,0.565,81.0725,68.0725,77,64,75.83024,75,1,316
0.354,0.354,83.2815,70.2815,80,67,75.83024,77,1,316
0.9795,0.9795,74.994,65.994,70,61,75.83024,71,1,316
0.256,0.256,84.431,71.431,79,66,75.83024,78,1,316
0.06,0.06,87.1875,74.1875,79,66,75.83024,81,1,316
0.494,0.494,81.535,70.535,75,64,75.83024,76,1,316
0.986,0.986,74.8875,64.8875,70,60,75.83024,70,1,316
0.3955,0.3955,82.796,70.796,78,66,75.83024,77,1,316
0.0515,0.0515,88.672,75.672,83,70,75.83024,82,1,316
0.073,0.073,85.8625,73.8625,79,67,75.83024,80,1,316
0.985,0.985,75.5375,66.5375,69,60,75.83024,71,1,316
0.7535,0.7535,80.796,66.796,78,64,75.83024,74,1,316
0.0515,0.0515,87.226,74.226,80,67,75.83024,81,1,316
0.2555,0.2555,84.382,71.382,79,66,75.83024,78,1,316
0.784,0.784,79.7275,68.7275,75,64,75.83024,74,1,316
0.782,0.782,78.897,66.897,76,64,75.83024,73,1,316
0.3875,0.3875,83.522,70.522,78,65,75.83024,77,1,316
0.3255,0.3255,83.935,70.935,83,70,75.83024,77,1,316
0.894,0.894,78.377,66.377,73,61,75.83024,72,1,316
0.913,0.913,77.091,66.091,72,61,75.83024,72,1,316
0.0645,0.0645,87.423,74.423,82,69,75.83024,81,1,316
0.9675,0.9675,76.211,66.211,72,62,75.83024,71,1,316
0.406,0.406,83.6115,70.6115,79,66,75.83024,77,1,316
0.955,0.955,76.086,65.086,73,62,75.83024,71,1,316
0.6515,0.6515,81.7515,68.7515,79,66,75.83024,75,1,316
0.8115,0.8115,78.118,67.118,73,62,75.83024,73,1,316
0.68,0.68,78.89,68.89,74,64,75.83024,74,1,316
0.8765,0.8765,77.487,68.487,72,63,75.83024,73,1,316
0.277,0.277,84.551,71.551,78,65,75.83024,78,1,316
0.1025,0.1025,85.7935,73.7935,79,67,75.83024,80,1,316
0.4575,0.4575,81.263,71.263,75,65,75.83024,76,1,316
0.349,0.349,82.3775,71.3775,76,65,75.83024,77,1,316
0.369,0.369,81.717,71.717,74,64,75.83024,77,1,316
0.062,0.062,87.5025,74.5025,83,70,75.83024,81,1,316
0.07,0.07,86.0655,74.0655,79,67,75.83024,80,1,316
0.9995,0.9995,73.088,64.088,67,58,75.83024,69,1,316
0.029,0.029,86.8655,74.8655,81,69,75.83024,81,1,316
0.319,0.319,83.07,71.07,79,67,75.83024,77,1,316
0.217,0.217,83.249,72.249,76,65,75.83024,78,1,316
0.5275,0.5275,81.719,69.719,76,64,75.83024,76,1,316
0.906,0.906,76.863,66.863,72,62,75.83024,72,1,316
0.9535,0.9535,76.1305,65.1305,70,59,75.83024,71,1,316
0.953,0.953,77.533,65.533,73,61,75.83024,71,1,316
0.746,0.746,79.5035,68.5035,75,64,75.83024,74,1,316
0.3625,0.3625,83.434,71.434,78,66,75.83024,77,1,316
0.92,0.92,77.3105,66.3105,73,62,75.83024,72,1,316
0.6635,0.6635,80.797,68.797,76,64,75.83024,75,1,316
0.1155,0.1155,84.329,73.329,77,66,75.83024,79,1,316
0.827,0.827,77.96,67.96,73,63,75.83024,73,1,316
0.2925,0.2925,82.916,70.916,78,66,75.83024,77,1,316
0.6255,0.6255,80.4315,69.4315,74,63,75.83024,75,1,316
