"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.845,0.845,56.0807440579275,35.1613641298044,48.5436893203883,27.6243093922652,50.9873159188645,45.4545454545455,-1,100
0.7445,0.7445,57.1263192675939,37.8223960290769,48.5436893203883,29.2397660818713,50.9873159188645,48.0769230769231,-1,100
0.4345,0.4345,62.7757054573548,41.9849263502641,54.3478260869565,33.5570469798658,50.9873159188645,52.0833333333333,-1,100
0.984,0.984,50.1301042570338,30.1260217912244,43.4782608695652,23.4741784037559,50.9873159188645,39.6825396825397,-1,100
0.0275,0.0275,69.6593539587165,50.8358245469518,58.8235294117647,40,50.9873159188645,60.2409638554217,-1,100
0.9375,0.9375,53.6326708847719,32.3695953153125,47.1698113207547,25.9067357512953,50.9873159188645,42.7350427350427,-1,100
0.2175,0.2175,64.4800705381691,45.5062386146969,54.9450549450549,35.9712230215827,50.9873159188645,54.9450549450549,-1,100
0.246,0.246,66.2501313110674,44.3424804853175,58.1395348837209,36.231884057971,50.9873159188645,54.9450549450549,-1,100
0.4505,0.4505,67.1522875107795,38.1036310111426,61.7283950617284,32.6797385620915,50.9873159188645,52.0833333333333,-1,100
0.5095,0.5095,61.2468583933928,39.1122313466979,51.5463917525773,29.4117647058824,50.9873159188645,50.5050505050505,-1,100
0.8465,0.8465,55.2453370169026,36.23818138184,48.0769230769231,29.0697674418605,50.9873159188645,45.8715596330275,-1,100
0.9285,0.9285,53.2187677304431,35.4576310176935,44.6428571428571,26.8817204301075,50.9873159188645,44.2477876106195,-1,100
0.9475,0.9475,53.0466069938112,30.7078789336334,46.7289719626168,24.390243902439,50.9873159188645,41.6666666666667,-1,100
0.787,0.787,56.0174594287629,37.9697507030881,46.2962962962963,28.2485875706215,50.9873159188645,47.1698113207547,-1,100
0.159,0.159,63.0922643213367,46.833789158752,50.5050505050505,34.2465753424658,50.9873159188645,54.9450549450549,-1,100
0.724,0.724,58.7087898571176,37.8088636215631,51.0204081632653,30.1204819277108,50.9873159188645,48.0769230769231,-1,100
0.111,0.111,65.6510679736752,47.0175276010044,54.3478260869565,35.7142857142857,50.9873159188645,56.8181818181818,-1,100
0.9935,0.9935,48.5668418365531,29.1744695030043,42.0168067226891,22.6244343891403,50.9873159188645,39.0625,-1,100
0.8975,0.8975,54.8203355386187,36.5730852978564,45.8715596330275,27.6243093922652,50.9873159188645,45.4545454545455,-1,100
0.763,0.763,56.7468353464435,38.5914250341704,49.0196078431373,30.8641975308642,50.9873159188645,47.6190476190476,-1,100
0.6285,0.6285,58.0259240443619,41.0817230510811,47.6190476190476,30.6748466257669,50.9873159188645,49.5049504950495,-1,100
0.264,0.264,65.521138075998,43.5879381375648,56.1797752808989,34.2465753424658,50.9873159188645,54.3478260869565,-1,100
0.9185,0.9185,53.7308310771841,35.2966519403374,47.1698113207547,28.735632183908,50.9873159188645,44.2477876106195,-1,100
0.656,0.656,61.3480469908546,35.7358530878061,54.3478260869565,28.735632183908,50.9873159188645,48.5436893203883,-1,100
0.1615,0.1615,64.5798908040362,46.5307356581069,53.763440860215,35.7142857142857,50.9873159188645,55.5555555555556,-1,100
0.7485,0.7485,58.0885487410466,36.8451872914996,51.5463917525773,30.3030303030303,50.9873159188645,47.1698113207547,-1,100
0.166,0.166,68.3343424925183,45.1304156741337,60.2409638554217,37.037037037037,50.9873159188645,56.8181818181818,-1,100
0.762,0.762,57.2874035395572,36.3680236114341,48.5436893203883,27.6243093922652,50.9873159188645,47.1698113207547,-1,100
0.987,0.987,50.0483540995084,28.4250008780292,44.2477876106195,22.6244343891403,50.9873159188645,38.7596899224806,-1,100
0.5605,0.5605,61.9099368420844,38.4114227775326,54.9450549450549,31.4465408805031,50.9873159188645,50,-1,100
0.511,0.511,61.7725500238717,41.048593129702,53.1914893617021,32.4675324675325,50.9873159188645,51.0204081632653,-1,100
0.116,0.116,64.8939455648485,47.4167419174321,53.1914893617021,35.7142857142857,50.9873159188645,56.1797752808989,-1,100
0.956,0.956,52.011158790772,35.2147013163485,45.045045045045,28.2485875706215,50.9873159188645,43.4782608695652,-1,100
0.282,0.282,65.9426871138973,42.9541813667708,57.4712643678161,34.4827586206897,50.9873159188645,54.3478260869565,-1,100
0.199,0.199,64.0997860419837,45.8733316453166,53.1914893617021,34.965034965035,50.9873159188645,54.9450549450549,-1,100
0.223,0.223,67.8539403536893,44.1093268632311,60.2409638554217,36.4963503649635,50.9873159188645,55.5555555555556,-1,100
