"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.3035,0.3035,96.563,89.563,94,87,91.92274,93,1,3162
0.3255,0.3255,96.594,88.594,94,86,91.92274,93,1,3162
0.077,0.077,99.3215,91.3215,96,88,91.92274,95,1,3162
0.055,0.055,98.329,91.329,95,88,91.92274,95,1,3162
0.937,0.937,92.777,86.777,90,84,91.92274,90,1,3162
0.378,0.378,95.058,88.058,92,85,91.92274,92,1,3162
0.616,0.616,95.2335,87.2335,91,83,91.92274,91,1,3162
0.195,0.195,99.223,89.223,97,87,91.92274,94,1,3162
0.611,0.611,95.1205,87.1205,93,85,91.92274,91,1,3162
0.431,0.431,95.266,88.266,92,85,91.92274,92,1,3162
0.184,0.184,97.5595,89.5595,96,88,91.92274,94,1,3162
0.695,0.695,95.733,85.733,93,83,91.92274,91,1,3162
0.235,0.235,98.792,88.792,96,86,91.92274,94,1,3162
0.481,0.481,95.4755,87.4755,93,85,91.92274,92,1,3162
0.797,0.797,93.263,86.263,90,83,91.92274,90,1,3162
0.1585,0.1585,98.1495,89.1495,94,85,91.92274,94,1,3162
0.999,0.999,90.8355,84.8355,89,83,91.92274,88,1,3162
0.6485,0.6485,95.479,86.479,93,84,91.92274,91,1,3162
0.3945,0.3945,95.9775,87.9775,94,86,91.92274,92,1,3162
0.6405,0.6405,96.6275,85.6275,97,86,91.92274,91,1,3162
0.837,0.837,93.3875,86.3875,91,84,91.92274,90,1,3162
0.7435,0.7435,95.071,85.071,94,84,91.92274,90,1,3162
1,1,90.0645,85.0645,89,84,91.92274,88,1,3162
0.671,0.671,94.309,87.309,92,85,91.92274,91,1,3162
0.684,0.684,94.4605,86.4605,92,84,91.92274,91,1,3162
0.7955,0.7955,94.155,86.155,91,83,91.92274,90,1,3162
0.4965,0.4965,95.5595,87.5595,93,85,91.92274,92,1,3162
0.0085,0.0085,100.9705,92.9705,97,89,91.92274,97,1,3162
0.8785,0.8785,93.144,84.144,92,83,91.92274,89,1,3162
0.425,0.425,97.074,87.074,95,85,91.92274,92,1,3162
0.2505,0.2505,98.868,88.868,97,87,91.92274,94,1,3162
0.4865,0.4865,99.3465,85.3465,100,86,91.92274,92,1,3162
0.18,0.18,97.5825,89.5825,95,87,91.92274,94,1,3162
0.228,0.228,96.9575,88.9575,95,87,91.92274,93,1,3162
0.2845,0.2845,96.3635,89.3635,93,86,91.92274,93,1,3162
0.2045,0.2045,99.416,88.416,97,86,91.92274,94,1,3162
0.1585,0.1585,98.1335,89.1335,96,87,91.92274,94,1,3162
0.95,0.95,92.4545,85.4545,90,83,91.92274,89,1,3162
0.2755,0.2755,97.195,89.195,94,86,91.92274,93,1,3162
0.2645,0.2645,96.428,89.428,94,87,91.92274,93,1,3162
0.8765,0.8765,93.545,86.545,91,84,91.92274,90,1,3162
0.619,0.619,95.2375,86.2375,93,84,91.92274,91,1,3162
0.6285,0.6285,96.4285,85.4285,96,85,91.92274,91,1,3162
0.8795,0.8795,93.0695,84.0695,91,82,91.92274,89,1,3162
0.048,0.048,98.288,91.288,95,88,91.92274,95,1,3162
0.5735,0.5735,94.9295,86.9295,94,86,91.92274,91,1,3162
0.677,0.677,94.41,87.41,92,85,91.92274,91,1,3162
0.268,0.268,98.0655,88.0655,95,85,91.92274,93,1,3162
0.624,0.624,96.3835,85.3835,95,84,91.92274,91,1,3162
0.0605,0.0605,101.274,90.274,100,89,91.92274,96,1,3162
0.0745,0.0745,99.0605,90.0605,95,86,91.92274,95,1,3162
0.2495,0.2495,98.864,88.864,97,87,91.92274,94,1,3162
0.987,0.987,91.2955,84.2955,90,83,91.92274,88,1,3162
0.1675,0.1675,98.36,89.36,95,86,91.92274,94,1,3162
0.1475,0.1475,98.129,89.129,96,87,91.92274,94,1,3162
0.9565,0.9565,92.906,84.906,91,83,91.92274,89,1,3162
0.9915,0.9915,91.4605,84.4605,89,82,91.92274,88,1,3162
0.8635,0.8635,93.7225,85.7225,92,84,91.92274,90,1,3162
0.2925,0.2925,96.5245,89.5245,94,87,91.92274,93,1,3162
0.751,0.751,93.706,87.706,91,85,91.92274,91,1,3162
0.696,0.696,95.5885,86.5885,94,85,91.92274,91,1,3162
0.8925,0.8925,93.0665,85.0665,92,84,91.92274,89,1,3162
0.4065,0.4065,96.0455,88.0455,94,86,91.92274,92,1,3162
0.495,0.495,95.5595,88.5595,93,86,91.92274,92,1,3162
0.0635,0.0635,98.509,91.509,96,89,91.92274,95,1,3162
0.385,0.385,96.911,88.911,95,87,91.92274,93,1,3162
0.7155,0.7155,94.5205,87.5205,92,85,91.92274,91,1,3162
0.933,0.933,92.173,85.173,91,84,91.92274,89,1,3162
0.645,0.645,95.346,86.346,92,83,91.92274,91,1,3162
0.3555,0.3555,96.729,88.729,94,86,91.92274,93,1,3162
0.4015,0.4015,98.836,86.836,98,86,91.92274,93,1,3162
0.593,0.593,96.035,86.035,94,84,91.92274,91,1,3162
0.0275,0.0275,100.1105,91.1105,96,87,91.92274,96,1,3162
0.405,0.405,95.139,88.139,91,84,91.92274,92,1,3162
0.8115,0.8115,94.3295,85.3295,91,82,91.92274,90,1,3162
0.0095,0.0095,101.024,92.024,97,88,91.92274,97,1,3162
0.323,0.323,97.4045,88.4045,95,86,91.92274,93,1,3162
0.642,0.642,94.319,87.319,91,84,91.92274,91,1,3162
0.1825,0.1825,98.384,89.384,95,86,91.92274,94,1,3162
0.669,0.669,95.4645,86.4645,92,83,91.92274,91,1,3162
0.0235,0.0235,100.333,92.333,97,89,91.92274,96,1,3162
0.5165,0.5165,95.6175,88.6175,93,86,91.92274,92,1,3162
0.9625,0.9625,92.2805,83.2805,91,82,91.92274,88,1,3162
0.461,0.461,97.3115,86.3115,96,85,91.92274,92,1,3162
0.4435,0.4435,96.2755,88.2755,93,85,91.92274,92,1,3162
0.841,0.841,93.508,85.508,91,83,91.92274,90,1,3162
0.497,0.497,95.553,88.553,93,86,91.92274,92,1,3162
0.163,0.163,97.5035,89.5035,95,87,91.92274,94,1,3162
0.2485,0.2485,96.993,87.993,93,84,91.92274,93,1,3162
0.3575,0.3575,96.829,88.829,95,87,91.92274,93,1,3162
0.8255,0.8255,93.4085,85.4085,90,82,91.92274,90,1,3162
0.255,0.255,98.8785,88.8785,97,87,91.92274,94,1,3162
0.6725,0.6725,94.347,87.347,92,85,91.92274,91,1,3162
1,1,91.0685,85.0685,89,83,91.92274,88,1,3162
0.4435,0.4435,97.137,86.137,97,86,91.92274,92,1,3162
0.5395,0.5395,95.71,88.71,93,86,91.92274,92,1,3162
0.9895,0.9895,91.4765,84.4765,89,82,91.92274,88,1,3162
0.1595,0.1595,98.2635,89.2635,96,87,91.92274,94,1,3162
0.977,0.977,91.1065,86.1065,89,84,91.92274,89,1,3162
0.048,0.048,98.168,91.168,95,88,91.92274,95,1,3162
0.737,0.737,93.593,87.593,91,85,91.92274,91,1,3162
0.239,0.239,100.339,88.339,100,88,91.92274,94,1,3162
0.4095,0.4095,96.0775,88.0775,94,86,91.92274,92,1,3162
0.8315,0.8315,94.6015,85.6015,93,84,91.92274,90,1,3162
0.988,0.988,91.397,84.397,89,82,91.92274,88,1,3162
0.4175,0.4175,96.0045,87.0045,94,85,91.92274,92,1,3162
1,1,89.7655,83.7655,88,82,91.92274,87,1,3162
0.665,0.665,94.2645,87.2645,92,85,91.92274,91,1,3162
0.306,0.306,96.6195,88.6195,93,85,91.92274,93,1,3162
0.527,0.527,95.7265,87.7265,93,85,91.92274,92,1,3162
0.2715,0.2715,96.432,89.432,94,87,91.92274,93,1,3162
0.3335,0.3335,96.6025,88.6025,94,86,91.92274,93,1,3162
0.8885,0.8885,93.9125,85.9125,92,84,91.92274,90,1,3162
0.665,0.665,95.586,86.586,92,83,91.92274,91,1,3162
0.041,0.041,98.9345,90.9345,97,89,91.92274,95,1,3162
0.9935,0.9935,91.3635,84.3635,89,82,91.92274,88,1,3162
0.195,0.195,98.4435,89.4435,95,86,91.92274,94,1,3162
0.9345,0.9345,92.7735,86.7735,91,85,91.92274,90,1,3162
0.9275,0.9275,92.322,85.322,91,84,91.92274,89,1,3162
0.045,0.045,100.624,91.624,98,89,91.92274,96,1,3162
0.7675,0.7675,94.8925,86.8925,93,85,91.92274,91,1,3162
0.5015,0.5015,96.5225,87.5225,95,86,91.92274,92,1,3162
0.1065,0.1065,100.048,89.048,97,86,91.92274,95,1,3162
0.0615,0.0615,100.731,90.731,97,87,91.92274,96,1,3162
0.0785,0.0785,98.5365,90.5365,95,87,91.92274,95,1,3162
0.9755,0.9755,91.152,86.152,90,85,91.92274,89,1,3162
0.862,0.862,93.4635,86.4635,91,84,91.92274,90,1,3162
0.4485,0.4485,96.232,87.232,94,85,91.92274,92,1,3162
0.9965,0.9965,90.672,84.672,89,83,91.92274,88,1,3162
