"qtile","truediv","chaoest","obsD","l","inds","reps"
6.55,15,19.3359375,16.3398692810458,-1,100,500
60.5,15,14.516129032258,12.7877237851662,-1,100,500
54.25,15,14.9096385542168,13.0890052356021,-1,100,500
20,15,17.6156583629893,15.1057401812689,-1,100,500
86.75,15,12.192118226601,10.9649122807018,-1,100,500
3.3,15,20.0404858299595,16.8350168350168,-1,100,500
39.85,15,15.814696485623,13.7741046831956,-1,100,500
78.95,15,13.0263157894736,11.6279069767442,-1,100,500
53.1,15,15.137614678899,13.262599469496,-1,100,500
19.2,15,17.8057553956834,15.2439024390244,-1,100,500
21.8,15,17.4295774647887,14.9700598802395,-1,100,500
32.05,15,16.7796610169491,14.4927536231884,-1,100,500
1.2,15,21.6157205240174,17.921146953405,-1,100,500
47.1,15,15.6151419558359,13.6239782016349,-1,100,500
0.4,15,22.6027397260274,18.5873605947955,-1,100,500
66.75,15,13.9830508474576,12.3762376237624,-1,100,500
88.45,15,11.9565217391304,10.7758620689655,-1,100,500
76.7,15,12.9921259842519,11.6009280742459,-1,100,500
6.2,15,20.1219512195122,16.8918918918919,-1,100,500
65.85,15,13.9830508474576,12.3762376237624,-1,100,500
72.05,15,13.5989010989011,12.0772946859903,-1,100,500
43.65,15,15.9163987138263,13.8504155124654,-1,100,500
86.8,15,12.1323529411764,10.9170305676856,-1,100,500
49.25,15,15.2777777777778,13.3689839572192,-1,100,500
89.35,15,12.1026894865525,10.8932461873638,-1,100,500
93.25,15,11.3532110091743,10.2880658436214,-1,100,500
40.35,15,15.9163987138263,13.8504155124654,-1,100,500
19.35,15,17.4295774647887,14.9700598802395,-1,100,500
34.15,15,16.6666666666666,14.4092219020173,-1,100,500
93.5,15,11.0244988864142,10.0200400801603,-1,100,500
72,15,13.8268156424581,12.2549019607843,-1,100,500
8.35,15,19.1119691119691,16.1812297734628,-1,100,500
0.3,15,25.1269035532994,20.2429149797571,-1,100,500
84.3,15,12.5316455696202,11.2359550561798,-1,100,500
9.75,15,18.7499999999999,15.9235668789809,-1,100,500
6.5,15,20.2868852459016,17.0068027210884,-1,100,500
36.35,15,16.1764705882353,14.0449438202247,-1,100,500
68.2,15,13.9436619718309,12.3456790123457,-1,100,500
52.9,15,15.137614678899,13.262599469496,-1,100,500
10.25,15,19.3359375,16.3398692810457,-1,100,500
97.75,15,10.3991596638655,9.50570342205323,-1,100,500
49.75,15,15.2307692307692,13.3333333333333,-1,100,500
49.45,15,15.4205607476635,13.4770889487871,-1,100,500
10,15,19.260700389105,16.2866449511401,-1,100,500
62.55,15,14.3895348837209,12.6903553299492,-1,100,500
34.75,15,16.3366336633663,14.1643059490085,-1,100,500
18.4,15,17.8057553956834,15.2439024390244,-1,100,500
97.7,15,10.3125,9.43396226415094,-1,100,500
36.65,15,16.2828947368421,14.1242937853107,-1,100,500
96.45,15,10.5995717344754,9.67117988394584,-1,100,500
87.35,15,11.9277108433735,10.752688172043,-1,100,500
42.65,15,15.7643312101911,13.7362637362637,-1,100,500
80.45,15,12.9921259842519,11.6009280742459,-1,100,500
36.05,15,16.4451827242524,14.2450142450142,-1,100,500
76.55,15,13.4146341463414,11.9331742243437,-1,100,500
93.85,15,10.9030837004405,9.92063492063492,-1,100,500
58.5,15,14.6017699115044,12.853470437018,-1,100,500
6.4,15,18.6792452830188,15.8730158730159,-1,100,500
46.05,15,15.566037735849,13.5869565217391,-1,100,500
38.95,15,16.0194174757281,13.9275766016713,-1,100,500
29.15,15,16.6107382550335,14.367816091954,-1,100,500
0.85,15,21.063829787234,17.5438596491228,-1,100,500
28.75,15,16.8367346938775,14.5348837209302,-1,100,500
84.7,15,12.5954198473282,11.2866817155756,-1,100,500
67.8,15,13.8655462184874,12.2850122850123,-1,100,500
71.8,15,13.9044943820224,12.3152709359606,-1,100,500
40.7,15,15.9677419354838,13.8888888888889,-1,100,500
72.2,15,13.7119113573407,12.1654501216545,-1,100,500
82.5,15,12.375,11.1111111111111,-1,100,500
1.6,15,21.9026548672566,18.1159420289855,-1,100,500
60.55,15,14.516129032258,12.7877237851662,-1,100,500
50.75,15,15.3250773993808,13.4048257372654,-1,100,500
13.5,15,19.0384615384615,16.1290322580645,-1,100,500
56.85,15,14.776119402985,12.987012987013,-1,100,500
21.85,15,17.3076923076923,14.8809523809524,-1,100,500
12.95,15,18.4701492537313,15.7232704402516,-1,100,500
70.5,15,13.9044943820225,12.3152709359606,-1,100,500
41.95,15,15.9677419354838,13.8888888888889,-1,100,500
25.85,15,17.2473867595819,14.8367952522255,-1,100,500
83.4,15,12.9242819843342,11.5473441108545,-1,100,500
56.6,15,14.8648648648648,13.0548302872063,-1,100,500
23.75,15,17.0689655172413,14.7058823529412,-1,100,500
93.1,15,11.3532110091743,10.2880658436214,-1,100,500
9.55,15,18.3333333333333,15.625,-1,100,500
