"","true","gods","naive","chao","l","N","S","comsize","saddef"
"1",35.0290406822432,32.730136930969,23.8095238095238,30.9374999999999,-1,100,150,8103,1
"2",58.6643056622281,52.6187543262526,32.2416559949138,52.5550078902114,0,100,150,8103,1
"3",150,138.776921098985,45,96.5507142857143,1,100,150,8103,1
"4",35.0290406822432,38.3183978436148,34.3053173241852,41.2008281573499,-1,200,150,8103,1
"5",58.6643056622281,64.0259559373963,45.7157047142271,60.3579063655788,0,200,150,8103,1
"6",150,131.317165599188,64,106.03875,1,200,150,8103,1
"7",35.0290406822432,33.9094409106127,29.5469468154957,32.665695557174,-1,300,150,8103,1
"8",58.6643056622281,56.1752193190662,44.5959893428562,53.8764029135599,0,300,150,8103,1
"9",150,168.108649077014,76,100.916666666667,1,300,150,8103,1
"10",35.0290406822432,34.395666901546,31.0481867858917,33.0376059322035,-1,500,150,8103,1
"11",58.6643056622281,56.9502514413529,49.9100028573597,58.2431900935387,0,500,150,8103,1
"12",150,149.243368034395,94,146.440363636364,1,500,150,8103,1
"13",68.655489784587,72.2256885640431,43.4782608695652,76.153846153846,-1,100,150,8103,2
"14",92.5801349070345,108.705966191568,52.2141936509071,112.267778889171,0,100,150,8103,2
"15",150,263.875349392805,62,159.02,1,100,150,8103,2
"16",68.655489784587,68.733565187887,54.6448087431694,74.812030075188,-1,200,150,8103,2
"17",92.5801349070345,94.0157278606244,67.4223563888724,93.0059870352642,0,200,150,8103,2
"18",150,155.768358798469,84,114.268947368421,1,200,150,8103,2
"19",68.655489784587,68.9265056141545,57.1065989847716,70.2978056426332,-1,300,150,8103,2
"20",92.5801349070345,89.6474298120327,71.0112426542918,89.0001384273894,0,300,150,8103,2
"21",150,125.54675584218,93,122.9,1,300,150,8103,2
"22",68.655489784587,68.3532130987127,60.916179337232,69.2286348501667,-1,500,150,8103,2
"23",92.5801349070345,92.2107338770144,79.7013096562752,94.3697215605525,0,500,150,8103,2
"24",150,142.630669094892,113,159.452363636364,1,500,150,8103,2
"25",112.421232413478,104.771140418929,41.6666666666667,70.7142857142856,-1,100,150,8103,3
"26",128.81961025727,119.234260360424,52.4365880726987,102.893502838162,0,100,150,8103,3
"27",150,137.047586542273,63,125.37,1,100,150,8103,3
"28",112.421232413478,114.263554960164,79.0513833992095,130.065359477124,-1,200,150,8103,3
"29",128.81961025727,130.029926264525,90.4276519142992,139.117419738259,0,200,150,8103,3
"30",150,147.17749150948,105,151.214196428571,1,200,150,8103,3
"31",112.421232413478,110.425183973835,82.5688073394495,113.544303797468,-1,300,150,8103,3
"32",128.81961025727,127.862641710124,97.5740319264542,127.460288951085,0,300,150,8103,3
"33",150,154.00277887071,118,141.68640625,1,300,150,8103,3
"34",112.421232413478,112.572936926924,88.4642604387827,107.265692175409,-1,500,150,8103,3
"35",128.81961025727,128.703309181882,108.008849541246,127.360458394111,0,500,150,8103,3
"36",150,150.960175512422,136,149.972,1,500,150,8103,3
"37",43.063551237595,46.3505319757465,32.8947368421053,48.5294117647058,-1,100,150,8103,4
"38",71.0794903193838,68.928557309837,38.9007535161337,55.5518050656096,0,100,150,8103,4
"39",150,125.463030091497,47,62.5925,1,100,150,8103,4
"40",43.063551237595,42.6238131558875,34.0715502555366,40.8624229979466,-1,200,150,8103,4
"41",71.0794903193838,65.1437864595647,46.82484681394,60.122119736188,0,200,150,8103,4
"42",150,108.525559858793,66,89.9182692307692,1,200,150,8103,4
"43",43.063551237595,44.0587958096205,39.647577092511,45.5329949238579,-1,300,150,8103,4
"44",71.0794903193838,70.8720733539183,57.0938711318512,72.5472635383496,0,300,150,8103,4
"45",150,134.810934774381,88,130.638645833333,1,300,150,8103,4
"46",43.063551237595,40.8878976263523,36.1689814814815,38.9114160948223,-1,500,150,8103,4
"47",71.0794903193838,70.1039151482607,59.014721335783,68.0286885949941,0,500,150,8103,4
"48",150,174.622068275174,103,128.238894736842,1,500,150,8103,4
"49",79.1824104234528,75.6229584694354,43.4782608695652,76.153846153846,-1,100,150,8103,5
"50",101.19300222209,99.4960385973625,50.1218855888718,86.7048014816314,0,100,150,8103,5
"51",150,155.716267219251,58,99.4657692307692,1,100,150,8103,5
"52",79.1824104234528,76.9333016852599,54.3478260869565,74.2537313432836,-1,200,150,8103,5
"53",101.19300222209,96.9139709055138,67.8307344129304,97.3659928424988,0,200,150,8103,5
"54",150,149.19132172892,86,130.511617647059,1,200,150,8103,5
"55",79.1824104234528,81.738399462004,68.8073394495413,88.9880952380952,-1,300,150,8103,5
"56",101.19300222209,106.180248013725,85.5091318533304,109.279120658474,0,300,150,8103,5
"57",150,171.802303625891,108,130.609567901235,1,300,150,8103,5
"58",79.1824104234528,80.7329029172645,70.4622322435175,81.8569553805777,-1,500,150,8103,5
"59",101.19300222209,101.884436981075,87.8396743899855,100.473339086188,0,500,150,8103,5
"60",150,139.942089261364,116,123.676923076923,1,500,150,8103,5
"61",15.7014267174307,15.9060126023202,14.4927536231884,16.7796610169491,-1,100,150,8103,6
"62",23.6901467915708,26.2204201879592,19.2488489562537,24.9436837164971,0,100,150,8103,6
"63",150,265.547563876981,29,49.91375,1,100,150,8103,6
"64",15.7014267174307,14.3924121455404,12.5078173858662,13.2755170113409,-1,200,150,8103,6
"65",23.6901467915708,20.9372639065675,17.537301324613,19.8532073426088,0,200,150,8103,6
"66",150,143.787632891198,32,47.049375,1,200,150,8103,6
"67",15.7014267174307,15.2476352961839,14.1154328732748,14.7630019749835,-1,300,150,8103,6
"68",23.6901467915708,22.9987741016318,19.9237471956183,21.7239446607246,0,300,150,8103,6
"69",150,108.825432675689,39,47.6140476190476,1,300,150,8103,6
"70",15.7014267174307,16.5351149275173,16.7045302686088,17.2473385870317,-1,500,150,8103,6
"71",23.6901467915708,25.163862435692,22.6069056159402,24.6337155761588,0,500,150,8103,6
"72",150,151.924847167111,49,85.0278,1,500,150,8103,6
"73",57.75104690283,58.198664081017,36.4963503649635,56.8965517241378,-1,100,150,8103,7
"74",85.0100182739973,83.9963081440691,43.968634252206,72.2296053731431,0,100,150,8103,7
"75",150,138.893414680455,53,90.845,1,100,150,8103,7
"76",57.75104690283,54.8537774167344,38.9863547758285,48.1840193704601,-1,200,150,8103,7
"77",85.0100182739973,79.7992332021635,54.4710540889818,74.4001431192733,0,200,150,8103,7
"78",150,130.667274464842,76,111.944375,1,200,150,8103,7
"79",57.75104690283,59.1589399138497,50.3919372900336,60.3633916554509,-1,300,150,8103,7
"80",85.0100182739973,86.892907122737,66.2498541346169,83.1156918816349,0,300,150,8103,7
"81",150,160.817999930653,92,122.149166666667,1,300,150,8103,7
"82",57.75104690283,57.206800146847,50.8130081300813,56.4479638009051,-1,500,150,8103,7
"83",85.0100182739973,82.7532888607106,71.3281153491605,82.4900311789818,0,500,150,8103,7
"84",150,144.376879259805,110,130.84952173913,1,500,150,8103,7
"85",84.4046224272178,87.9041006725971,49.0196078431373,95.1923076923074,-1,100,150,8103,8
"86",103.359723172711,109.870709594891,56.628844597579,124.557868379865,0,100,150,8103,8
"87",150,152.521794697513,65,160.832,1,100,150,8103,8
"88",84.4046224272178,85.205047318612,62.8930817610063,91.2844036697249,-1,200,150,8103,8
"89",103.359723172711,107.207430021709,74.4779363052414,110.275460958124,0,200,150,8103,8
"90",150,188.4743705801,91,142.104305555556,1,200,150,8103,8
"91",84.4046224272178,90.5531756379214,71.5421303656598,93.6325678496868,-1,300,150,8103,8
"92",103.359723172711,113.635420981306,85.7787280424702,110.638054356104,0,300,150,8103,8
"93",150,202.1797652876,107,136.356363636364,1,300,150,8103,8
"94",84.4046224272178,86.778187114462,72.4217844727694,84.5189701897021,-1,500,150,8103,8
"95",103.359723172711,107.266694169201,89.7381956227435,102.901710989961,0,500,150,8103,8
"96",150,159.155663696286,116,125.98,1,500,150,8103,8
"97",1.52202355162285,1.57283000702659,1.62179695102173,1.6320474777448,-1,100,150,8103,9
"98",2.14636509170482,2.90973309495102,2.28532122371696,2.43318624233678,0,100,150,8103,9
"99",150,354.650097730124,8,11.96,1,100,150,8103,9
"100",1.52202355162285,1.41859740405254,1.30667712008363,1.30869393660397,-1,200,150,8103,9
"101",2.14636509170482,1.95012432544379,1.70905887653599,1.76352546533256,0,200,150,8103,9
"102",150,207.494422667629,8,11.98,1,200,150,8103,9
"103",1.52202355162285,1.4760396306531,1.42961527464498,1.43167235930667,-1,300,150,8103,9
"104",2.14636509170482,1.96843710757921,1.84541637805089,1.95791346089429,0,300,150,8103,9
"105",150,124.585836576314,11,46.88,1,300,150,8103,9
"106",1.52202355162285,1.54110663742818,1.55891449665769,1.56066254660095,-1,500,150,8103,9
"107",2.14636509170482,2.15649648210141,2.02003550087834,2.14336148735901,0,500,150,8103,9
"108",150,160.33126165245,16,93.844,1,500,150,8103,9
"109",38.635506347102,32.7393939393939,21.7391304347826,27.5,-1,100,150,8103,10
"110",66.0027245745336,57.8447421208271,34.3715960756616,56.2647352430333,0,100,150,8103,10
"111",150,132.862537898731,50,89.64125,1,100,150,8103,10
"112",38.635506347102,43.7338082901554,41.2371134020619,51.6883116883117,-1,200,150,8103,10
"113",66.0027245745336,70.536831366601,52.3708817711435,68.4848989633661,0,200,150,8103,10
"114",150,124.003648237591,70,96.0026666666667,1,200,150,8103,10
"115",38.635506347102,37.5434369642774,32.967032967033,36.9135802469136,-1,300,150,8103,10
"116",66.0027245745336,67.8590164152616,52.358764957771,64.5431841782979,0,300,150,8103,10
"117",150,177.664592193588,85,111.857543859649,1,300,150,8103,10
"118",38.635506347102,39.3093812762572,36.7755222124154,39.6157510320738,-1,500,150,8103,10
"119",66.0027245745336,67.4714793661192,57.8307464362587,66.4208877027326,0,500,150,8103,10
"120",150,169.390099593742,104,123.652923076923,1,500,150,8103,10
"121",77.0198899927154,70.1436980609418,38.4615384615385,61.8749999999999,-1,100,150,8103,11
"122",97.6974672285355,90.5254222309392,44.950763812798,70.1869452171348,0,100,150,8103,11
"123",150,214.58215172894,53,78.7753571428571,1,100,150,8103,11
"124",77.0198899927154,83.1759392321905,61.3496932515337,88.0530973451328,-1,200,150,8103,11
"125",97.6974672285355,102.677886641688,72.8090294164738,100.286939276708,0,200,150,8103,11
"126",150,138.213283385957,88,112.3775,1,200,150,8103,11
"127",77.0198899927154,75.9798712258548,60.6469002695418,75.7601351351351,-1,300,150,8103,11
"128",97.6974672285355,92.2337373924513,72.9484764325102,90.3338022018146,0,300,150,8103,11
"129",150,119.970758926687,92,116.219,1,300,150,8103,11
"130",77.0198899927154,71.2451861360719,57.2344322344322,64.503619441572,-1,500,150,8103,11
"131",97.6974672285355,89.6417203073829,74.6341418864726,84.5157485989098,0,500,150,8103,11
"132",150,146.743066123022,105,114.072727272727,1,500,150,8103,11
"133",65.6016012085498,73.3635129017655,45.045045045045,81.1475409836063,-1,100,150,8103,12
"134",92.8796309094946,111.871611137597,51.6256240183263,85.0580798520546,0,100,150,8103,12
"135",150,212.931049528526,59,87.16,1,100,150,8103,12
"136",65.6016012085498,61.2703213610586,44.543429844098,57.0200573065903,-1,200,150,8103,12
"137",92.8796309094946,85.3546811279776,59.3134864400901,80.0948947293657,0,200,150,8103,12
"138",150,131.105952457454,79,106.088875,1,200,150,8103,12
"139",65.6016012085498,73.6457828405235,64.0113798008535,81.1030741410488,-1,300,150,8103,12
"140",92.8796309094946,106.627719096257,81.9239881980809,106.635525430706,0,300,150,8103,12
