"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.1135,0.1135,74.4675,61.4675,69,56,64.0045,68,1,178
0.3785,0.3785,70.6375,58.6375,65,53,64.0045,65,1,178
0.906,0.906,65.128,54.128,59,48,64.0045,60,1,178
0.4625,0.4625,70.227,58.227,62,50,64.0045,64,1,178
0.995,0.995,61.579,51.579,57,47,64.0045,57,1,178
0.8535,0.8535,66.269,56.269,59,49,64.0045,61,1,178
0.9,0.9,66.0815,54.0815,61,49,64.0045,60,1,178
0.6865,0.6865,68.199,55.199,64,51,64.0045,62,1,178
0.6415,0.6415,69.799,56.799,66,53,64.0045,63,1,178
0.7725,0.7725,67.563,56.563,61,50,64.0045,62,1,178
0.987,0.987,63.647,50.647,60,47,64.0045,57,1,178
0.4785,0.4785,70.4305,57.4305,64,51,64.0045,64,1,178
0.6535,0.6535,68.8455,56.8455,63,51,64.0045,63,1,178
0.615,0.615,69.4135,56.4135,65,52,64.0045,63,1,178
0.222,0.222,72.1245,60.1245,66,54,64.0045,66,1,178
0.1455,0.1455,74.799,60.799,69,55,64.0045,68,1,178
0.126,0.126,73.028,61.028,66,54,64.0045,67,1,178
0.671,0.671,68.8085,56.8085,63,51,64.0045,63,1,178
0.036,0.036,75.814,63.814,68,56,64.0045,70,1,178
0.2615,0.2615,72.558,59.558,67,54,64.0045,66,1,178
0.8755,0.8755,66.0865,54.0865,63,51,64.0045,60,1,178
0.1045,0.1045,74.402,61.402,66,53,64.0045,68,1,178
0.0295,0.0295,77.119,63.119,70,56,64.0045,70,1,178
0.6755,0.6755,68.8025,57.8025,63,52,64.0045,63,1,178
0.781,0.781,67.8425,56.8425,61,50,64.0045,62,1,178
0.9985,0.9985,61.0835,51.0835,56,46,64.0045,56,1,178
0.196,0.196,73.643,60.643,67,54,64.0045,67,1,178
0.157,0.157,73.4115,60.4115,66,53,64.0045,67,1,178
0.8955,0.8955,67.317,51.317,67,51,64.0045,59,1,178
0.9105,0.9105,65.056,54.056,59,48,64.0045,60,1,178
0.216,0.216,73.7255,59.7255,69,55,64.0045,67,1,178
0.3235,0.3235,71.087,59.087,65,53,64.0045,65,1,178
0.9665,0.9665,64.9805,52.9805,62,50,64.0045,59,1,178
0.391,0.391,70.741,58.741,66,54,64.0045,65,1,178
0.784,0.784,68.352,54.352,66,52,64.0045,61,1,178
0.615,0.615,68.298,57.298,61,50,64.0045,63,1,178
0.8285,0.8285,66.3165,55.3165,60,49,64.0045,61,1,178
0.757,0.757,67.3585,57.3585,61,51,64.0045,62,1,178
0.6305,0.6305,69.636,56.636,66,53,64.0045,63,1,178
0.242,0.242,74.804,59.804,70,55,64.0045,67,1,178
0.587,0.587,69.188,57.188,62,50,64.0045,63,1,178
0.702,0.702,68.119,56.119,64,52,64.0045,62,1,178
0.9645,0.9645,64.7075,53.7075,60,49,64.0045,59,1,178
0.752,0.752,68.778,54.778,65,51,64.0045,62,1,178
0.7415,0.7415,68.8875,54.8875,66,52,64.0045,62,1,178
0.2405,0.2405,74.8025,59.8025,71,56,64.0045,67,1,178
0.08,0.08,76.5395,62.5395,70,56,64.0045,69,1,178
0.614,0.614,68.309,57.309,62,51,64.0045,63,1,178
0.58,0.58,69.156,57.156,63,51,64.0045,63,1,178
0.905,0.905,66.0075,53.0075,63,50,64.0045,59,1,178
0.5865,0.5865,69.246,56.246,66,53,64.0045,63,1,178
0.475,0.475,71.355,56.355,68,53,64.0045,64,1,178
0.606,0.606,68.298,57.298,61,50,64.0045,63,1,178
0.1265,0.1265,74.4185,61.4185,69,56,64.0045,68,1,178
0.1755,0.1755,74.272,60.272,68,54,64.0045,67,1,178
0.35,0.35,72.2255,58.2255,69,55,64.0045,65,1,178
0.938,0.938,64.8655,54.8655,60,50,64.0045,60,1,178
0.715,0.715,68.2625,56.2625,62,50,64.0045,62,1,178
0.1905,0.1905,72.9405,60.9405,66,54,64.0045,67,1,178
0.3205,0.3205,72.849,58.849,69,55,64.0045,66,1,178
0.7485,0.7485,67.336,56.336,61,50,64.0045,62,1,178
0.0585,0.0585,78.906,62.906,76,60,64.0045,71,1,178
0.927,0.927,65.2805,55.2805,59,49,64.0045,60,1,178
0.649,0.649,68.6785,57.6785,62,51,64.0045,63,1,178
0.721,0.721,68.1635,56.1635,62,50,64.0045,62,1,178
0.49,0.49,71.328,57.328,68,54,64.0045,64,1,178
0.154,0.154,74.9755,60.9755,70,56,64.0045,68,1,178
0.736,0.736,67.493,55.493,61,49,64.0045,62,1,178
