"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.486,0.486,43.5734873797431,26.5529278920451,38.7596899224806,21.7391304347826,34.7454602155082,34.965034965035,-1,100
0.2665,0.2665,46.9115179131651,29.0760595039362,40.983606557377,23.1481481481482,34.7454602155082,37.593984962406,-1,100
0.237,0.237,49.5001252297952,29.0856220566714,45.045045045045,24.6305418719212,34.7454602155082,38.4615384615385,-1,100
0.003,0.003,52.554249339536,37.3837619575287,43.1034482758621,27.9329608938547,34.7454602155082,45.045045045045,-1,100
0.025,0.025,53.1891200679345,34.6162950434966,45.4545454545455,26.8817204301075,34.7454602155082,43.859649122807,-1,100
0.095,0.095,49.0340253046416,32.142846722656,42.0168067226891,25.1256281407035,34.7454602155082,40.650406504065,-1,100
0.5795,0.5795,44.2034280899548,25.2921520206723,40.650406504065,21.7391304347826,34.7454602155082,34.0136054421769,-1,100
0.538,0.538,42.7000634100706,27.4130622923114,37.3134328358209,22.0264317180617,34.7454602155082,34.4827586206897,-1,100
0.335,0.335,47.5692627723809,26.9883370190413,43.1034482758621,22.5225225225225,34.7454602155082,37.037037037037,-1,100
0.9185,0.9185,37.1083892724733,21.9568741209582,33.3333333333333,18.1818181818182,34.7454602155082,29.2397660818713,-1,100
0.917,0.917,37.1490018950396,19.9092292736623,34.2465753424658,17.0068027210884,34.7454602155082,28.2485875706215,-1,100
0.464,0.464,46.4247443482446,26.4169743404746,42.7350427350427,22.7272727272727,34.7454602155082,35.4609929078014,-1,100
0.7225,0.7225,41.3768160234948,24.4185302367571,37.8787878787879,20.9205020920502,34.7454602155082,32.258064516129,-1,100
0.6045,0.6045,42.2420640520534,25.8491333082827,37.3134328358209,20.9205020920502,34.7454602155082,33.7837837837838,-1,100
0.217,0.217,47.644866322306,29.8999042598111,42.0168067226891,24.2718446601942,34.7454602155082,38.4615384615385,-1,100
0.915,0.915,37.8049545937531,20.6265920206536,34.7222222222222,17.5438596491228,34.7454602155082,28.735632183908,-1,100
0.9935,0.9935,31.2017161004013,15.1760750747603,29.7619047619048,13.7362637362637,34.7454602155082,22.1238938053097,-1,100
0.91,0.91,37.0689355756378,22.4748713126993,33.112582781457,18.5185185185185,34.7454602155082,29.4117647058824,-1,100
0.3015,0.3015,45.5258634521495,28.7802191011323,39.3700787401575,22.6244343891403,34.7454602155082,37.037037037037,-1,100
0.7115,0.7115,41.1861598983915,24.9132572947271,36.7647058823529,20.4918032786885,34.7454602155082,32.6797385620915,-1,100
0.855,0.855,40.1345041150535,20.9370133082181,37.3134328358209,18.1159420289855,34.7454602155082,29.4117647058824,-1,100
0.565,0.565,44.6889481259515,24.9590437139367,40.650406504065,20.9205020920502,34.7454602155082,34.2465753424658,-1,100
0.706,0.706,41.7188892140988,23.7122406053818,38.1679389312977,20.1612903225806,34.7454602155082,32.258064516129,-1,100
0.453,0.453,43.6487116161742,28.5222473392543,38.1679389312977,23.0414746543779,34.7454602155082,35.4609929078014,-1,100
0.8065,0.8065,40.3983447247296,21.8818140248584,36.7647058823529,18.2481751824818,34.7454602155082,30.6748466257669,-1,100
0.894,0.894,37.4535722679229,22.9079321321636,33.5570469798658,19.0114068441065,34.7454602155082,29.940119760479,-1,100
0.641,0.641,41.7791478151264,24.8208620283887,37.8787878787879,20.9205020920502,34.7454602155082,33.112582781457,-1,100
0.497,0.497,43.3654327965964,27.1282653966383,38.7596899224806,22.5225225225225,34.7454602155082,34.965034965035,-1,100
0.5095,0.5095,46.46654453395,25.2929208194914,43.1034482758621,21.9298245614035,34.7454602155082,34.965034965035,-1,100
0.6475,0.6475,42.5188271262915,25.3108613417419,38.7596899224806,21.551724137931,34.7454602155082,33.3333333333333,-1,100
0.4505,0.4505,42.5024575657565,28.568801911714,36.7647058823529,22.8310502283105,34.7454602155082,35.2112676056338,-1,100
0.898,0.898,38.2042954189818,20.4806397642916,34.965034965035,17.2413793103448,34.7454602155082,28.5714285714286,-1,100
0.825,0.825,39.7341545588521,21.8788735662549,35.9712230215827,18.1159420289855,34.7454602155082,30.4878048780488,-1,100
0.503,0.503,45.8707697562611,25.4989846785937,42.0168067226891,21.6450216450216,34.7454602155082,34.965034965035,-1,100
0.967,0.967,35.5255741095687,18.3874322226804,33.112582781457,15.9744408945687,34.7454602155082,26.1780104712042,-1,100
0.62,0.62,42.1126293185019,25.7952401007767,37.593984962406,21.2765957446808,34.7454602155082,33.5570469798658,-1,100
0.166,0.166,47.7923193204704,30.8471743015549,40.983606557377,24.0384615384615,34.7454602155082,39.0625,-1,100
0.901,0.901,37.9079834498167,21.7920441890011,33.7837837837838,17.6678445229682,34.7454602155082,29.2397660818713,-1,100
0.176,0.176,50.3303041488455,30.0776909084273,44.6428571428571,24.390243902439,34.7454602155082,39.6825396825397,-1,100
0.7405,0.7405,43.0848299845811,22.3898492896004,40,19.3050193050193,34.7454602155082,31.6455696202532,-1,100
0.0175,0.0175,56.2396136592867,35.6290967252404,49.0196078431373,28.4090909090909,34.7454602155082,45.8715596330275,-1,100
0.85,0.85,38.1275439423267,25.0371255887504,33.3333333333333,20.2429149797571,34.7454602155082,31.4465408805031,-1,100
0.3805,0.3805,44.8453379619479,28.0996936109307,39.3700787401575,22.6244343891403,34.7454602155082,36.231884057971,-1,100
0.6475,0.6475,41.9716609348211,25.8320034908158,37.8787878787879,21.7391304347826,34.7454602155082,33.3333333333333,-1,100
