"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.0755,0.0755,204.199,195.199,199,190,196.80014,200,1,1778
0.2765,0.2765,202.312,193.312,199,190,196.80014,198,1,1778
0.7155,0.7155,199.6825,191.6825,196,188,196.80014,196,1,1778
0.708,0.708,199.7195,191.7195,196,188,196.80014,196,1,1778
0.9995,0.9995,195.2485,188.2485,192,185,196.80014,192,1,1778
0.7375,0.7375,199.775,191.775,196,188,196.80014,196,1,1778
0.1235,0.1235,203.1525,195.1525,199,191,196.80014,199,1,1778
0.3295,0.3295,202.63,193.63,200,191,196.80014,198,1,1778
0.347,0.347,201.739,193.739,199,191,196.80014,198,1,1778
0.3215,0.3215,201.608,193.608,198,190,196.80014,198,1,1778
0.434,0.434,202.1635,192.1635,199,189,196.80014,197,1,1778
0.5675,0.5675,199.9155,191.9155,196,188,196.80014,196,1,1778
0.0625,0.0625,204.084,196.084,199,191,196.80014,200,1,1778
0.4125,0.4125,201.0495,192.0495,197,188,196.80014,197,1,1778
0.468,0.468,201.4165,192.4165,198,189,196.80014,197,1,1778
0.5305,0.5305,202.786,190.786,202,190,196.80014,197,1,1778
0.4955,0.4955,201.4995,192.4995,196,187,196.80014,197,1,1778
0.518,0.518,200.688,192.688,198,190,196.80014,197,1,1778
0.232,0.232,201.2525,194.2525,198,191,196.80014,198,1,1778
0.9195,0.9195,197.703,191.703,195,189,196.80014,195,1,1778
0.8225,0.8225,199.6445,190.6445,197,188,196.80014,195,1,1778
0.199,0.199,202.755,194.755,200,192,196.80014,199,1,1778
0.4475,0.4475,201.258,192.258,197,188,196.80014,197,1,1778
0.255,0.255,202.8685,192.8685,198,188,196.80014,198,1,1778
0.736,0.736,198.9425,189.9425,195,186,196.80014,195,1,1778
0.4475,0.4475,201.343,192.343,197,188,196.80014,197,1,1778
0.591,0.591,200.0395,192.0395,196,188,196.80014,196,1,1778
0.237,0.237,203.6175,193.6175,198,188,196.80014,199,1,1778
0.979,0.979,196.611,190.611,194,188,196.80014,194,1,1778
0.2475,0.2475,202.068,194.068,198,190,196.80014,198,1,1778
0.8325,0.8325,198.6105,190.6105,195,187,196.80014,195,1,1778
0.283,0.283,203.0845,193.0845,199,189,196.80014,198,1,1778
0.6935,0.6935,199.64,191.64,196,188,196.80014,196,1,1778
0.1975,0.1975,202.696,194.696,200,192,196.80014,199,1,1778
0.2625,0.2625,202.9865,192.9865,198,188,196.80014,198,1,1778
0.563,0.563,201.976,189.976,201,189,196.80014,196,1,1778
0.048,0.048,203.874,195.874,200,192,196.80014,200,1,1778
0.454,0.454,200.376,193.376,197,190,196.80014,197,1,1778
0.2605,0.2605,202.243,193.243,198,189,196.80014,198,1,1778
0.606,0.606,200.1995,192.1995,197,189,196.80014,196,1,1778
0.663,0.663,199.3365,192.3365,196,189,196.80014,196,1,1778
0.2905,0.2905,202.137,193.137,200,191,196.80014,198,1,1778
0.898,0.898,198.1845,189.1845,195,186,196.80014,194,1,1778
0.911,0.911,198.744,188.744,196,186,196.80014,194,1,1778
0.262,0.262,201.375,193.375,198,190,196.80014,198,1,1778
0.2045,0.2045,201.852,193.852,198,190,196.80014,198,1,1778
0.179,0.179,203.2595,194.2595,198,189,196.80014,199,1,1778
0.35,0.35,201.7075,193.7075,198,190,196.80014,198,1,1778
0.9335,0.9335,196.9755,189.9755,194,187,196.80014,194,1,1778
0.289,0.289,202.3785,193.3785,200,191,196.80014,198,1,1778
0.687,0.687,199.642,191.642,196,188,196.80014,196,1,1778
0.2665,0.2665,203.1095,193.1095,201,191,196.80014,198,1,1778
0.2795,0.2795,202.1205,193.1205,198,189,196.80014,198,1,1778
0.4745,0.4745,201.3725,192.3725,198,189,196.80014,197,1,1778
0.4495,0.4495,201.2215,192.2215,198,189,196.80014,197,1,1778
0.6405,0.6405,200.315,191.315,197,188,196.80014,196,1,1778
0.172,0.172,203.9705,193.9705,200,190,196.80014,199,1,1778
0.088,0.088,201.8775,194.8775,199,192,196.80014,199,1,1778
0.982,0.982,196.1325,189.1325,193,186,196.80014,193,1,1778
0.4475,0.4475,201.1805,192.1805,198,189,196.80014,197,1,1778
0.7125,0.7125,200.049,189.049,198,187,196.80014,195,1,1778
0.3895,0.3895,201.9045,191.9045,197,187,196.80014,197,1,1778
0.23,0.23,201.882,193.882,197,189,196.80014,198,1,1778
0.865,0.865,198.1995,189.1995,195,186,196.80014,194,1,1778
0.4895,0.4895,202.447,191.447,199,188,196.80014,197,1,1778
0.816,0.816,198.3175,190.3175,195,187,196.80014,195,1,1778
0.486,0.486,200.4765,192.4765,197,189,196.80014,197,1,1778
0.875,0.875,198.771,190.771,196,188,196.80014,195,1,1778
0.042,0.042,204.017,196.017,201,193,196.80014,200,1,1778
0.6895,0.6895,199.5315,191.5315,197,189,196.80014,196,1,1778
0.6985,0.6985,199.4585,192.4585,196,189,196.80014,196,1,1778
