"qtile","truediv","chaoest","obsD","l","inds","reps"
61.5,170,165,62.5,-1,100,500
13.1,170,190.384615384615,65.7894736842105,-1,100,500
8.3,170,206.249999999999,67.5675675675676,-1,100,500
94.1,170,133.783783783783,57.4712643678161,-1,100,500
99.6,170,117.857142857143,54.3478260869565,-1,100,500
1.75,170,247.499999999999,71.4285714285714,-1,100,500
27.1,170,183.333333333333,64.9350649350649,-1,100,500
47.65,170,176.785714285714,64.1025641025641,-1,100,500
27.15,170,183.333333333333,64.9350649350649,-1,100,500
1,170,224.999999999999,69.4444444444444,-1,100,500
91.55,170,141.428571428571,58.8235294117647,-1,100,500
97.1,170,130.263157894737,56.8181818181818,-1,100,500
0,170,247.499999999999,71.4285714285714,-1,100,500
89.1,170,150,60.2409638554217,-1,100,500
51.35,170,170.689655172413,63.2911392405063,-1,100,500
0.85,170,224.999999999999,69.4444444444444,-1,100,500
62.55,170,165,62.5,-1,100,500
26.9,170,183.333333333333,64.9350649350649,-1,100,500
70.85,170,154.6875,60.9756097560976,-1,100,500
0.05,170,235.714285714285,70.4225352112676,-1,100,500
33.3,170,183.333333333333,64.9350649350649,-1,100,500
51.85,170,176.785714285714,64.1025641025641,-1,100,500
10.95,170,215.217391304347,68.4931506849315,-1,100,500
64.35,170,165,62.5,-1,100,500
54.15,170,170.689655172413,63.2911392405063,-1,100,500
52.15,170,170.689655172413,63.2911392405063,-1,100,500
94.85,170,133.783783783783,57.4712643678161,-1,100,500
33.55,170,183.333333333333,64.9350649350649,-1,100,500
89.5,170,145.588235294117,59.5238095238095,-1,100,500
67.05,170,165,62.5,-1,100,500
78.9,170,150,60.2409638554217,-1,100,500
0.35,170,247.499999999999,71.4285714285714,-1,100,500
24.65,170,197.999999999999,66.6666666666667,-1,100,500
40.9,170,176.785714285714,64.1025641025641,-1,100,500
84.5,170,150,60.2409638554217,-1,100,500
7.85,170,206.249999999999,67.5675675675676,-1,100,500
2.6,170,235.714285714285,70.4225352112676,-1,100,500
80.15,170,154.6875,60.9756097560976,-1,100,500
93.55,170,141.428571428571,58.8235294117647,-1,100,500
71.45,170,159.677419354838,61.7283950617284,-1,100,500
92.3,170,130.263157894736,56.8181818181818,-1,100,500
15.05,170,198,66.6666666666667,-1,100,500
75.3,170,154.6875,60.9756097560976,-1,100,500
80.65,170,150,60.2409638554217,-1,100,500
20.1,170,190.384615384615,65.7894736842105,-1,100,500
50.2,170,170.689655172413,63.2911392405063,-1,100,500
3.4,170,224.999999999999,69.4444444444444,-1,100,500
24.7,170,190.384615384615,65.7894736842105,-1,100,500
77.55,170,154.6875,60.9756097560976,-1,100,500
98.9,170,123.75,55.5555555555556,-1,100,500
8,170,215.217391304347,68.4931506849315,-1,100,500
97.05,170,141.428571428571,58.8235294117647,-1,100,500
7.05,170,206.249999999999,67.5675675675676,-1,100,500
28.5,170,183.333333333333,64.9350649350649,-1,100,500
98.3,170,120.731707317073,54.9450549450549,-1,100,500
99.55,170,126.923076923077,56.1797752808989,-1,100,500
34.05,170,183.333333333333,64.9350649350649,-1,100,500
24.7,170,190.384615384615,65.7894736842105,-1,100,500
0.15,170,224.999999999999,69.4444444444444,-1,100,500
27.8,170,190.384615384615,65.7894736842105,-1,100,500
80.35,170,154.6875,60.9756097560976,-1,100,500
16.9,170,183.333333333333,64.9350649350649,-1,100,500
100,170,107.608695652174,52.0833333333333,-1,100,500
68.9,170,159.677419354838,61.7283950617284,-1,100,500
27.4,170,183.333333333333,64.9350649350649,-1,100,500
26.9,170,190.384615384615,65.7894736842105,-1,100,500
30.55,170,190.384615384615,65.7894736842105,-1,100,500
45.8,170,176.785714285714,64.1025641025641,-1,100,500
98.4,170,141.428571428571,58.8235294117647,-1,100,500
42.85,170,176.785714285714,64.1025641025641,-1,100,500
48.15,170,183.333333333333,64.9350649350649,-1,100,500
79.8,170,150,60.2409638554217,-1,100,500
9.1,170,206.249999999999,67.5675675675676,-1,100,500
2.3,170,224.999999999999,69.4444444444444,-1,100,500
8.1,170,215.217391304347,68.4931506849315,-1,100,500
0.05,170,291.176470588235,74.6268656716418,-1,100,500
99.95,170,117.857142857143,54.3478260869565,-1,100,500
4.8,170,206.249999999999,67.5675675675676,-1,100,500
67.4,170,165,62.5,-1,100,500
2.1,170,215.217391304347,68.4931506849315,-1,100,500
38.4,170,176.785714285714,64.1025641025641,-1,100,500
26.85,170,190.384615384615,65.7894736842105,-1,100,500
26.85,170,190.384615384615,65.7894736842105,-1,100,500
85.3,170,150,60.2409638554217,-1,100,500
67.95,170,159.677419354838,61.7283950617284,-1,100,500
51.85,170,170.689655172413,63.2911392405063,-1,100,500
13.2,170,206.249999999999,67.5675675675676,-1,100,500
