"p","p_no_mc","upper","lower","upper_no_mc","lower_no_mc","truemu","obsD","l","size"
0.2425,0.2425,84.9465,70.9465,78,64,75.3903,78,1,178
0.0815,0.0815,85.874,73.874,76,64,75.3903,80,1,178
0.763,0.763,78.6935,66.6935,71,59,75.3903,73,1,178
0.787,0.787,78.793,66.793,70,58,75.3903,73,1,178
0.107,0.107,85.4125,72.4125,74,61,75.3903,79,1,178
0.915,0.915,77.5635,65.5635,70,58,75.3903,71,1,178
0.925,0.925,76.7545,64.7545,67,55,75.3903,71,1,178
0.443,0.443,82.061,69.061,73,60,75.3903,76,1,178
0.569,0.569,82.0105,68.0105,75,61,75.3903,75,1,178
0.728,0.728,79.484,66.484,73,60,75.3903,73,1,178
0.981,0.981,75.3075,62.3075,70,57,75.3903,69,1,178
0.382,0.382,82.538,69.538,73,60,75.3903,76,1,178
0.0545,0.0545,88.5705,73.5705,81,66,75.3903,81,1,178
0.2495,0.2495,83.4085,70.4085,73,60,75.3903,77,1,178
0.988,0.988,75.003,63.003,67,55,75.3903,69,1,178
0.371,0.371,84.2785,70.2785,78,64,75.3903,77,1,178
0.553,0.553,81.9115,67.9115,74,60,75.3903,75,1,178
0.607,0.607,80.4895,67.4895,73,60,75.3903,74,1,178
0.0915,0.0915,85.4295,72.4295,75,62,75.3903,79,1,178
0.2045,0.2045,86.2985,71.2985,79,64,75.3903,79,1,178
0.163,0.163,85.9785,71.9785,77,63,75.3903,79,1,178
0.7795,0.7795,79.0295,66.0295,72,59,75.3903,73,1,178
0.399,0.399,82.6615,69.6615,75,62,75.3903,76,1,178
0.3555,0.3555,82.4205,69.4205,74,61,75.3903,76,1,178
0.424,0.424,82.7575,69.7575,74,61,75.3903,76,1,178
0.277,0.277,83.598,70.598,73,60,75.3903,77,1,178
0.2285,0.2285,85.4055,70.4055,81,66,75.3903,78,1,178
0.276,0.276,83.6225,70.6225,73,60,75.3903,77,1,178
0.27,0.27,83.471,70.471,76,63,75.3903,77,1,178
0.8445,0.8445,77.7415,65.7415,72,60,75.3903,72,1,178
0.7225,0.7225,79.3845,67.3845,71,59,75.3903,74,1,178
0.9325,0.9325,76.7595,65.7595,68,57,75.3903,71,1,178
0.325,0.325,83.8195,69.8195,77,63,75.3903,77,1,178
0.4505,0.4505,82.1685,69.1685,73,60,75.3903,76,1,178
0.491,0.491,80.4415,69.4415,70,59,75.3903,75,1,178
0.1225,0.1225,85.761,72.761,75,62,75.3903,79,1,178
0.998,0.998,72.229,62.229,65,55,75.3903,67,1,178
0.554,0.554,80.97,68.97,74,62,75.3903,75,1,178
0.5795,0.5795,81.1725,68.1725,72,59,75.3903,75,1,178
0.422,0.422,81.934,69.934,73,61,75.3903,76,1,178
0.568,0.568,81.0385,69.0385,73,61,75.3903,75,1,178
0.297,0.297,83.666,69.666,77,63,75.3903,77,1,178
0.127,0.127,85.7555,72.7555,75,62,75.3903,79,1,178
0.479,0.479,83.3165,69.3165,76,62,75.3903,76,1,178
0.5245,0.5245,81.6715,68.6715,73,60,75.3903,75,1,178
0.6615,0.6615,79.934,67.934,73,61,75.3903,74,1,178
0.914,0.914,77.7195,64.7195,71,58,75.3903,71,1,178
0.154,0.154,85.8575,71.8575,77,63,75.3903,79,1,178
0.9185,0.9185,76.886,64.886,69,57,75.3903,71,1,178
0.946,0.946,76.357,65.357,68,57,75.3903,71,1,178
0.268,0.268,83.541,70.541,74,61,75.3903,77,1,178
0.1395,0.1395,85.682,72.682,76,63,75.3903,79,1,178
0.788,0.788,79.317,66.317,73,60,75.3903,73,1,178
0.8815,0.8815,77.8345,65.8345,69,57,75.3903,72,1,178
0.046,0.046,87.977,73.977,78,64,75.3903,81,1,178
0.574,0.574,81.067,69.067,74,62,75.3903,75,1,178
0.279,0.279,82.601,70.601,73,61,75.3903,77,1,178
0.741,0.741,79.427,67.427,70,58,75.3903,73,1,178
0.308,0.308,83.7885,70.7885,77,64,75.3903,77,1,178
0.5145,0.5145,80.552,68.552,70,58,75.3903,75,1,178
0.758,0.758,79.7825,65.7825,73,59,75.3903,73,1,178
0.05,0.05,87.8805,73.8805,78,64,75.3903,81,1,178
0.485,0.485,81.424,68.424,76,63,75.3903,75,1,178
0.502,0.502,82.481,67.481,76,61,75.3903,75,1,178
0.7295,0.7295,79.398,67.398,71,59,75.3903,73,1,178
0.165,0.165,86.0625,72.0625,78,64,75.3903,79,1,178
0.284,0.284,85.3395,71.3395,76,62,75.3903,78,1,178
0.9295,0.9295,76.876,64.876,68,56,75.3903,71,1,178
0.0835,0.0835,86.5045,72.5045,79,65,75.3903,80,1,178
0.0295,0.0295,89.5755,74.5755,82,67,75.3903,82,1,178
0.792,0.792,78.973,66.973,70,58,75.3903,73,1,178
0.3385,0.3385,83.1835,70.1835,74,61,75.3903,77,1,178
0.6015,0.6015,81.3175,68.3175,73,60,75.3903,75,1,178
0.3905,0.3905,82.5045,69.5045,73,60,75.3903,76,1,178
0.9215,0.9215,77.1155,65.1155,70,58,75.3903,71,1,178
0.0995,0.0995,86.046,73.046,77,64,75.3903,80,1,178
0.28,0.28,82.7425,70.7425,73,61,75.3903,77,1,178
0.6765,0.6765,81.039,67.039,74,60,75.3903,74,1,178
0.6635,0.6635,79.803,67.803,71,59,75.3903,74,1,178
0.057,0.057,88.148,74.148,79,65,75.3903,81,1,178
0.8435,0.8435,78.5695,65.5695,70,57,75.3903,72,1,178
0.3165,0.3165,83.866,69.866,75,61,75.3903,77,1,178
0.6235,0.6235,80.579,67.579,73,60,75.3903,74,1,178
0.4495,0.4495,83.0645,69.0645,75,61,75.3903,76,1,178
0.04,0.04,87.593,74.593,76,63,75.3903,81,1,178
0.371,0.371,82.449,69.449,75,62,75.3903,76,1,178
0.655,0.655,79.874,67.874,71,59,75.3903,74,1,178
0.6555,0.6555,79.6075,68.6075,70,59,75.3903,74,1,178
0.675,0.675,81.0975,67.0975,74,60,75.3903,74,1,178
0.216,0.216,84.919,70.919,76,62,75.3903,78,1,178
0.1245,0.1245,85.709,71.709,76,62,75.3903,79,1,178
0.4515,0.4515,82.0625,70.0625,73,61,75.3903,76,1,178
0.0965,0.0965,89.006,73.006,85,69,75.3903,81,1,178
0.6685,0.6685,81.111,67.111,76,62,75.3903,74,1,178
0.38,0.38,82.538,69.538,73,60,75.3903,76,1,178
0.0475,0.0475,87.6425,74.6425,78,65,75.3903,81,1,178
0.8625,0.8625,77.997,65.997,71,59,75.3903,72,1,178
0.9515,0.9515,77.3755,65.3755,70,58,75.3903,71,1,178
0.181,0.181,83.6415,71.6415,73,61,75.3903,78,1,178
0.2505,0.2505,84.286,71.286,75,62,75.3903,78,1,178
0.2155,0.2155,84.693,71.693,76,63,75.3903,78,1,178
0.6155,0.6155,80.574,67.574,73,60,75.3903,74,1,178
0.245,0.245,84.2295,71.2295,76,63,75.3903,78,1,178
0.101,0.101,87.2355,73.2355,79,65,75.3903,80,1,178
0.445,0.445,83.0765,69.0765,77,63,75.3903,76,1,178
0.146,0.146,85.9655,71.9655,78,64,75.3903,79,1,178
0.6685,0.6685,79.903,67.903,71,59,75.3903,74,1,178
0.356,0.356,83.184,70.184,76,63,75.3903,77,1,178
0.6205,0.6205,80.497,67.497,72,59,75.3903,74,1,178
0.164,0.164,86.2575,72.2575,77,63,75.3903,79,1,178
0.381,0.381,82.5065,69.5065,73,60,75.3903,76,1,178
0.7085,0.7085,81.2805,67.2805,74,60,75.3903,74,1,178
0.407,0.407,81.806,69.806,72,60,75.3903,76,1,178
0.3005,0.3005,84.602,70.602,77,63,75.3903,77,1,178
0.926,0.926,76.666,65.666,68,57,75.3903,71,1,178
0.2595,0.2595,85.0655,71.0655,78,64,75.3903,78,1,178
0.648,0.648,79.597,68.597,70,59,75.3903,74,1,178
0.735,0.735,79.6855,65.6855,75,61,75.3903,73,1,178
0.32,0.32,83.717,69.717,77,63,75.3903,77,1,178
0.4805,0.4805,82.3415,69.3415,73,60,75.3903,76,1,178
0.1635,0.1635,86.077,72.077,77,63,75.3903,79,1,178
0.526,0.526,80.719,69.719,72,61,75.3903,75,1,178
0.516,0.516,81.6705,68.6705,72,59,75.3903,75,1,178
0.473,0.473,82.314,69.314,73,60,75.3903,76,1,178
0.204,0.204,84.6605,71.6605,76,63,75.3903,78,1,178
0.0505,0.0505,90.0705,74.0705,82,66,75.3903,82,1,178
0.501,0.501,81.465,68.465,74,61,75.3903,75,1,178
0.2125,0.2125,84.7415,70.7415,77,63,75.3903,78,1,178
0.229,0.229,84.117,72.117,75,63,75.3903,78,1,178
0.0525,0.0525,87.9285,73.9285,78,64,75.3903,81,1,178
0.8025,0.8025,79.1585,67.1585,72,60,75.3903,73,1,178
0.4085,0.4085,82.6195,69.6195,74,61,75.3903,76,1,178
0.994,0.994,74.3455,63.3455,67,56,75.3903,69,1,178
0.1555,0.1555,85.741,71.741,79,65,75.3903,79,1,178
0.2925,0.2925,83.5585,70.5585,74,61,75.3903,77,1,178
0.1005,0.1005,85.5525,72.5525,75,62,75.3903,79,1,178
0.3985,0.3985,81.808,69.808,70,58,75.3903,76,1,178
0.064,0.064,87.907,73.907,79,65,75.3903,81,1,178
0.137,0.137,84.9165,71.9165,76,63,75.3903,79,1,178
0.0085,0.0085,91.5775,76.5775,84,69,75.3903,84,1,178
0.767,0.767,78.8685,66.8685,69,57,75.3903,73,1,178
0.455,0.455,82.156,69.156,75,62,75.3903,76,1,178
0.6885,0.6885,80.05,68.05,71,59,75.3903,74,1,178
0.689,0.689,81.1045,68.1045,75,62,75.3903,74,1,178
0.2125,0.2125,87.167,71.167,83,67,75.3903,79,1,178
0.273,0.273,83.415,70.415,75,62,75.3903,77,1,178
0.7625,0.7625,79.6435,66.6435,73,60,75.3903,73,1,178
0.5865,0.5865,81.322,68.322,73,60,75.3903,75,1,178
0.439,0.439,81.9465,69.9465,74,62,75.3903,76,1,178
0.353,0.353,84.15,70.15,75,61,75.3903,77,1,178
0.877,0.877,77.804,65.804,69,57,75.3903,72,1,178
0.199,0.199,85.4345,71.4345,78,64,75.3903,78,1,178
0.448,0.448,83.101,69.101,76,62,75.3903,76,1,178
0.756,0.756,79.611,66.611,71,58,75.3903,73,1,178
0.941,0.941,76.539,63.539,70,57,75.3903,70,1,178
0.403,0.403,82.648,68.648,77,63,75.3903,76,1,178
0.938,0.938,76.8485,65.8485,68,57,75.3903,71,1,178
0.474,0.474,82.2885,69.2885,73,60,75.3903,76,1,178
0.021,0.021,90.148,76.148,83,69,75.3903,83,1,178
0.81,0.81,79.234,67.234,73,61,75.3903,73,1,178
0.217,0.217,84.7935,70.7935,76,62,75.3903,78,1,178
0.6915,0.6915,81.2865,67.2865,76,62,75.3903,74,1,178
0.019,0.019,88.542,75.542,78,65,75.3903,82,1,178
0.415,0.415,83.69,68.69,79,64,75.3903,76,1,178
0.904,0.904,77.631,64.631,70,57,75.3903,71,1,178
0.8785,0.8785,76.8895,66.8895,68,58,75.3903,72,1,178
0.268,0.268,82.609,70.609,73,61,75.3903,77,1,178
0.745,0.745,79.7845,65.7845,74,60,75.3903,73,1,178
0.406,0.406,81.731,69.731,71,59,75.3903,76,1,178
0.8245,0.8245,78.7545,65.7545,71,58,75.3903,72,1,178
0.4305,0.4305,81.9765,68.9765,72,59,75.3903,76,1,178
0.1865,0.1865,84.5715,71.5715,74,61,75.3903,78,1,178
0.361,0.361,83.3385,70.3385,75,62,75.3903,77,1,178
0.063,0.063,88.571,73.571,83,68,75.3903,81,1,178
0.114,0.114,85.4545,72.4545,76,63,75.3903,79,1,178
0.2175,0.2175,83.299,72.299,73,62,75.3903,78,1,178
0.539,0.539,80.73,69.73,71,60,75.3903,75,1,178
0.941,0.941,76.391,64.391,69,57,75.3903,70,1,178
0.2825,0.2825,82.741,70.741,72,60,75.3903,77,1,178
0.389,0.389,85.309,70.309,80,65,75.3903,77,1,178
0.329,0.329,83.232,70.232,75,62,75.3903,77,1,178
0.1175,0.1175,87.263,73.263,80,66,75.3903,80,1,178
0.9785,0.9785,75.288,64.288,68,57,75.3903,70,1,178
0.733,0.733,79.441,66.441,72,59,75.3903,73,1,178
0.3125,0.3125,82.931,70.931,73,61,75.3903,77,1,178
0.2985,0.2985,84.6505,69.6505,77,62,75.3903,77,1,178
0.1,0.1,86.3125,73.3125,76,63,75.3903,80,1,178
0.629,0.629,80.52,67.52,73,60,75.3903,74,1,178
0.411,0.411,82.684,68.684,74,60,75.3903,76,1,178
0.9905,0.9905,75.1245,63.1245,67,55,75.3903,69,1,178
0.508,0.508,81.572,68.572,74,61,75.3903,75,1,178
0.079,0.079,88.294,74.294,78,64,75.3903,81,1,178
0.675,0.675,82.203,66.203,79,63,75.3903,74,1,178
0.4155,0.4155,81.8745,69.8745,74,62,75.3903,76,1,178
0.9065,0.9065,77.2735,66.2735,70,59,75.3903,72,1,178
0.9835,0.9835,75.219,63.219,69,57,75.3903,69,1,178
0.903,0.903,76.5635,64.5635,69,57,75.3903,71,1,178
0.365,0.365,83.207,71.207,74,62,75.3903,77,1,178
0.2435,0.2435,84.895,70.895,77,63,75.3903,78,1,178
0.103,0.103,85.4505,72.4505,75,62,75.3903,79,1,178
0.055,0.055,87.344,74.344,76,63,75.3903,81,1,178
0.321,0.321,83.846,69.846,77,63,75.3903,77,1,178
0.8945,0.8945,78.3125,66.3125,70,58,75.3903,72,1,178
0.107,0.107,85.599,72.599,76,63,75.3903,79,1,178
0.1735,0.1735,84.6185,71.6185,75,62,75.3903,78,1,178
0.064,0.064,86.5725,73.5725,75,62,75.3903,80,1,178
0.193,0.193,83.7995,71.7995,74,62,75.3903,78,1,178
0.15,0.15,85.339,72.339,75,62,75.3903,79,1,178
0.4975,0.4975,80.4875,69.4875,70,59,75.3903,75,1,178
0.8185,0.8185,79.39,66.39,71,58,75.3903,73,1,178
0.595,0.595,81.234,69.234,74,62,75.3903,75,1,178
0.33,0.33,83.9805,69.9805,76,62,75.3903,77,1,178
0.1505,0.1505,85.188,73.188,74,62,75.3903,79,1,178
0.3915,0.3915,81.6425,69.6425,72,60,75.3903,76,1,178
0.4035,0.4035,82.74,69.74,74,61,75.3903,76,1,178
0.8905,0.8905,78.3685,66.3685,70,58,75.3903,72,1,178
0.602,0.602,81.307,68.307,74,61,75.3903,75,1,178
0.366,0.366,82.4395,69.4395,74,61,75.3903,76,1,178
0.1455,0.1455,85.0065,73.0065,75,63,75.3903,79,1,178
0.89,0.89,77.3965,64.3965,70,57,75.3903,71,1,178
0.274,0.274,82.615,70.615,73,61,75.3903,77,1,178
0.9185,0.9185,77.0255,65.0255,70,58,75.3903,71,1,178
0.956,0.956,76.2675,65.2675,69,58,75.3903,71,1,178
0.1715,0.1715,86.9345,71.9345,80,65,75.3903,79,1,178
0.179,0.179,84.4955,71.4955,75,62,75.3903,78,1,178
0.8215,0.8215,78.4955,65.4955,72,59,75.3903,72,1,178
0.595,0.595,81.2825,68.2825,72,59,75.3903,75,1,178
0.9775,0.9775,74.4585,63.4585,68,57,75.3903,69,1,178
0.8065,0.8065,79.356,66.356,71,58,75.3903,73,1,178
0.587,0.587,80.4405,67.4405,75,62,75.3903,74,1,178
0.2795,0.2795,83.5285,69.5285,75,61,75.3903,77,1,178
0.5625,0.5625,82.026,69.026,73,60,75.3903,75,1,178
0.748,0.748,79.6495,66.6495,71,58,75.3903,73,1,178
0.56,0.56,80.941,68.941,74,62,75.3903,75,1,178
0.726,0.726,80.3035,67.3035,71,58,75.3903,74,1,178
0.278,0.278,83.4255,70.4255,77,64,75.3903,77,1,178
0.789,0.789,78.886,66.886,70,58,75.3903,73,1,178
0.0035,0.0035,92.7075,78.7075,81,67,75.3903,86,1,178
0.0535,0.0535,88.56,73.56,81,66,75.3903,81,1,178
0.192,0.192,84.6915,71.6915,74,61,75.3903,78,1,178
0.761,0.761,78.821,66.821,72,60,75.3903,73,1,178
0.573,0.573,81.085,68.085,73,60,75.3903,75,1,178
0.8855,0.8855,77.431,64.431,70,57,75.3903,71,1,178
0.203,0.203,84.6655,71.6655,76,63,75.3903,78,1,178
0.8135,0.8135,79.064,67.064,71,59,75.3903,73,1,178
0.3045,0.3045,82.75,70.75,75,63,75.3903,77,1,178
0.7805,0.7805,78.919,66.919,72,60,75.3903,73,1,178
0.855,0.855,77.869,65.869,70,58,75.3903,72,1,178
0.942,0.942,77.0715,65.0715,68,56,75.3903,71,1,178
0.08,0.08,87.5185,72.5185,80,65,75.3903,80,1,178
0.3515,0.3515,84.116,70.116,77,63,75.3903,77,1,178
0.578,0.578,80.047,69.047,71,60,75.3903,75,1,178
0.079,0.079,88.657,72.657,83,67,75.3903,81,1,178
0.553,0.553,80.97,68.97,72,60,75.3903,75,1,178
0.517,0.517,81.637,67.637,75,61,75.3903,75,1,178
0.3435,0.3435,81.4445,70.4445,71,60,75.3903,76,1,178
0.626,0.626,79.5935,67.5935,69,57,75.3903,74,1,178
0.44,0.44,82.9385,68.9385,76,62,75.3903,76,1,178
0.962,0.962,75.873,63.873,67,55,75.3903,70,1,178
0.296,0.296,85.383,70.383,78,63,75.3903,78,1,178
0.0855,0.0855,87.408,72.408,80,65,75.3903,80,1,178
0.5165,0.5165,81.6275,68.6275,75,62,75.3903,75,1,178
0.989,0.989,74.8225,62.8225,67,55,75.3903,69,1,178
0.458,0.458,83.168,69.168,77,63,75.3903,76,1,178
0.1085,0.1085,86.2545,73.2545,77,64,75.3903,80,1,178
0.937,0.937,76.8175,64.8175,68,56,75.3903,71,1,178
0.955,0.955,77.322,63.322,71,57,75.3903,70,1,178
0.267,0.267,83.408,70.408,76,63,75.3903,77,1,178
0.834,0.834,78.839,64.839,72,58,75.3903,72,1,178
0.0575,0.0575,86.4355,73.4355,76,63,75.3903,80,1,178
0.586,0.586,81.2945,68.2945,73,60,75.3903,75,1,178
0.2545,0.2545,82.5455,70.5455,71,59,75.3903,77,1,178
0.903,0.903,76.743,64.743,71,59,75.3903,71,1,178
0.207,0.207,84.67,71.67,75,62,75.3903,78,1,178
0.582,0.582,81.176,68.176,74,61,75.3903,75,1,178
0.389,0.389,81.681,69.681,71,59,75.3903,76,1,178
0.8605,0.8605,79.1965,65.1965,73,59,75.3903,72,1,178
0.802,0.802,78.9615,66.9615,71,59,75.3903,73,1,178
0.886,0.886,78.197,66.197,70,58,75.3903,72,1,178
0.234,0.234,85.0315,71.0315,77,63,75.3903,78,1,178
0.0175,0.0175,89.993,75.993,80,66,75.3903,83,1,178
0.681,0.681,80.039,67.039,73,60,75.3903,74,1,178
0.875,0.875,78,66,69,57,75.3903,72,1,178
0.258,0.258,83.4415,71.4415,75,63,75.3903,77,1,178
0.2585,0.2585,82.5805,70.5805,72,60,75.3903,77,1,178
0.104,0.104,89.373,73.373,82,66,75.3903,81,1,178
0.676,0.676,81.07,67.07,74,60,75.3903,74,1,178
0.9365,0.9365,77.384,64.384,70,57,75.3903,71,1,178
0.3055,0.3055,83.715,70.715,76,63,75.3903,77,1,178
0.8005,0.8005,79.0415,67.0415,72,60,75.3903,73,1,178
0.528,0.528,81.7585,67.7585,74,60,75.3903,75,1,178
0.66,0.66,79.786,67.786,70,58,75.3903,74,1,178
0.1675,0.1675,85.3645,72.3645,75,62,75.3903,79,1,178
0.115,0.115,85.463,72.463,76,63,75.3903,79,1,178
0.5555,0.5555,80.793,69.793,73,62,75.3903,75,1,178
0.319,0.319,83.9265,69.9265,76,62,75.3903,77,1,178
0.3545,0.3545,83.0925,70.0925,75,62,75.3903,77,1,178
0.8985,0.8985,77.1635,67.1635,68,58,75.3903,72,1,178
0.527,0.527,81.7885,68.7885,75,62,75.3903,75,1,178
0.7345,0.7345,79.5845,66.5845,72,59,75.3903,73,1,178
0.4735,0.4735,82.3385,69.3385,74,61,75.3903,76,1,178
0.478,0.478,84.286,67.286,81,64,75.3903,76,1,178
0.27,0.27,82.6025,71.6025,73,62,75.3903,77,1,178
0.3025,0.3025,82.909,70.909,73,61,75.3903,77,1,178
0.98,0.98,74.9525,63.9525,67,56,75.3903,70,1,178
0.4905,0.4905,83.466,67.466,81,65,75.3903,75,1,178
0.7805,0.7805,78.7275,66.7275,70,58,75.3903,73,1,178
0.239,0.239,82.4635,71.4635,73,62,75.3903,77,1,178
0.666,0.666,80.8045,67.8045,73,60,75.3903,74,1,178
0.631,0.631,80.7405,66.7405,74,60,75.3903,74,1,178
0.135,0.135,85.686,71.686,78,64,75.3903,79,1,178
0.2585,0.2585,83.4675,71.4675,75,63,75.3903,77,1,178
0.943,0.943,76.9495,65.9495,69,58,75.3903,71,1,178
0.989,0.989,74.2845,63.2845,67,56,75.3903,69,1,178
0.0885,0.0885,86.803,72.803,76,62,75.3903,80,1,178
0.3775,0.3775,85.2135,69.2135,80,64,75.3903,77,1,178
0.144,0.144,85.7075,71.7075,76,62,75.3903,79,1,178
0.274,0.274,83.495,70.495,75,62,75.3903,77,1,178
0.941,0.941,76.736,63.736,70,57,75.3903,70,1,178
0.1935,0.1935,84.643,71.643,75,62,75.3903,78,1,178
0.5725,0.5725,82.2085,68.2085,76,62,75.3903,75,1,178
0.6835,0.6835,81.225,67.225,74,60,75.3903,74,1,178
0.882,0.882,77.85,66.85,70,59,75.3903,72,1,178
0.2565,0.2565,85.8955,69.8955,82,66,75.3903,78,1,178
0.999,0.999,71.8445,59.8445,65,53,75.3903,66,1,178
0.598,0.598,81.2695,69.2695,73,61,75.3903,75,1,178
0.821,0.821,78.5115,65.5115,72,59,75.3903,72,1,178
0.9395,0.9395,77.126,65.126,69,57,75.3903,71,1,178
0.2645,0.2645,83.4015,70.4015,75,62,75.3903,77,1,178
0.9925,0.9925,73.43,60.43,68,55,75.3903,67,1,178
0.2435,0.2435,84.1375,71.1375,76,63,75.3903,78,1,178
0.8555,0.8555,79.0015,66.0015,74,61,75.3903,72,1,178
0.6495,0.6495,80.8045,67.8045,72,59,75.3903,74,1,178
0.8005,0.8005,79.056,67.056,70,58,75.3903,73,1,178
0.753,0.753,78.502,67.502,69,58,75.3903,73,1,178
0.8035,0.8035,79.1625,66.1625,72,59,75.3903,73,1,178
0.673,0.673,80.036,68.036,71,59,75.3903,74,1,178
0.2815,0.2815,83.582,70.582,73,60,75.3903,77,1,178
0.021,0.021,88.6365,75.6365,78,65,75.3903,82,1,178
0.4655,0.4655,82.1935,70.1935,73,61,75.3903,76,1,178
0.319,0.319,83.0535,71.0535,74,62,75.3903,77,1,178
0.0415,0.0415,87.7415,74.7415,76,63,75.3903,81,1,178
0.759,0.759,78.5395,66.5395,71,59,75.3903,73,1,178
0.329,0.329,83.0105,70.0105,75,62,75.3903,77,1,178
0.6285,0.6285,79.496,67.496,71,59,75.3903,74,1,178
0.026,0.026,89.597,74.597,80,65,75.3903,82,1,178
0.2135,0.2135,83.988,71.988,74,62,75.3903,78,1,178
