"chaotile","l","inds","reps","comm"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
78.35,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
29.45,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
48.85,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
85.55,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
9.2,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
47.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
42.45,-1,150,60,"com1"
