"chaotile","l","inds","reps","comm"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
99.35,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
5.8,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
87.75,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
81,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
75.45,-1,150,60,"com1"
7.95,-1,150,60,"com1"
7.95,-1,150,60,"com1"
7.95,-1,150,60,"com1"
7.95,-1,150,60,"com1"
7.95,-1,150,60,"com1"
7.95,-1,150,60,"com1"
7.95,-1,150,60,"com1"
7.95,-1,150,60,"com1"
7.95,-1,150,60,"com1"
7.95,-1,150,60,"com1"
7.95,-1,150,60,"com1"
