"chaotile","l","inds","reps","comm"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
24.1,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
70.2,-1,150,60,"com1"
