"chaotile","l","inds","reps","comm"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
7.65,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
79.7,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
36.5,-1,150,60,"com1"
