"chaotile","l","inds","reps","comm"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
84.75,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
79.5,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
62.7,-1,150,60,"com1"
