"chaotile","l","inds","reps","comm"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
97.5,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
96.2,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
45,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
95.8,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
61.35,-1,150,60,"com1"
