"chaotile","l","inds","reps","comm"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
8.3,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
4.2,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
96.1,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
94.4,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
91.35,-1,150,60,"com1"
