"c.rep.size..8...x."
10000
10000
10000
10000
10000
10000
10000
10000
1
10000
10000
10000
10000
10000
10000
10000
10000
1
10000
10000
10000
10000
10000
10000
10000
10000
1
5623
5623
5623
5623
5623
5623
5623
5623
1
5623
5623
5623
5623
5623
5623
5623
5623
1
5623
5623
5623
5623
5623
5623
5623
5623
1
3162
3162
3162
3162
3162
3162
3162
3162
1
3162
3162
3162
3162
3162
3162
3162
3162
1
3162
3162
3162
3162
3162
3162
3162
3162
1
1778
1778
1778
1778
1778
1778
1778
1778
1
1778
1778
1778
1778
1778
1778
1778
1778
1
1778
1778
1778
1778
1778
1778
1778
1778
1
1000
1000
1000
1000
1000
1000
1000
1000
1
1000
1000
1000
1000
1000
1000
1000
1000
1
1000
1000
1000
1000
1000
1000
1000
1000
1
562
562
562
562
562
562
562
562
1
562
562
562
562
562
562
562
562
1
562
562
562
562
562
562
562
562
1
316
316
316
316
316
316
316
316
1
316
316
316
316
316
316
316
316
1
316
316
316
316
316
316
316
316
1
178
178
178
178
178
178
178
178
1
178
178
178
178
178
178
178
178
1
178
178
178
178
178
178
178
178
1
100
100
100
100
100
100
100
100
1
100
100
100
100
100
100
100
100
1
100
100
100
100
100
100
100
100
1
10000
10000
10000
10000
10000
10000
10000
10000
2
10000
10000
10000
10000
10000
10000
10000
10000
2
10000
10000
10000
10000
10000
10000
10000
10000
2
5623
5623
5623
5623
5623
5623
5623
5623
2
5623
5623
5623
5623
5623
5623
5623
5623
2
5623
5623
5623
5623
5623
5623
5623
5623
2
3162
3162
3162
3162
3162
3162
3162
3162
2
3162
3162
3162
3162
3162
3162
3162
3162
2
3162
3162
3162
3162
3162
3162
3162
3162
2
1778
1778
1778
1778
1778
1778
1778
1778
2
1778
1778
1778
1778
1778
1778
1778
1778
2
1778
1778
1778
1778
1778
1778
1778
1778
2
1000
1000
1000
1000
1000
1000
1000
1000
2
1000
1000
1000
1000
1000
1000
1000
1000
2
1000
1000
1000
1000
1000
1000
1000
1000
2
562
562
562
562
562
562
562
562
2
562
562
562
562
562
562
562
562
2
562
562
562
562
562
562
562
562
2
316
316
316
316
316
316
316
316
2
316
316
316
316
316
316
316
316
2
316
316
316
316
316
316
316
316
2
178
178
178
178
178
178
178
178
2
178
178
178
178
178
178
178
178
